Name,Age,Nationality,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,PositionClass,Age_Ranges
Pere Pons,25,Spain,78,83,13500000.0,31000.0,1947,Right,1.0,3.0,3.0,Medium/ High,Lean,Yes,RCM,8.0,"Sep 1, 2012",0,2020,5'10,154lbs,67+2,67+2,67+2,71+2,71+2,71+2,71+2,71+2,73+2,73+2,73+2,72+2,76+2,76+2,76+2,72+2,73+2,76+2,76+2,76+2,73+2,72+2,71+2,71+2,71+2,72+2,60.0,65.0,58.0,82.0,43.0,75.0,52.0,62.0,80.0,79.0,68.0,67.0,71.0,75.0,70.0,62.0,66.0,81.0,68.0,64.0,75.0,77.0,64.0,74.0,45.0,69.0,60.0,77.0,76.0,11.0,11.0,9.0,8.0,12.0,€29.4M,Midfielder,22-25
Óliver Torres,23,Spain,78,83,13500000.0,13000.0,1977,Right,3.0,4.0,3.0,Medium/ Medium,Normal,No,CM,10.0,"Jul 1, 2017",0,2021,5'9,139lbs,69+3,69+3,69+3,76+3,76+3,76+3,76+3,76+3,78+3,78+3,78+3,77+3,77+3,77+3,77+3,77+3,71+3,71+3,71+3,71+3,71+3,69+3,62+3,62+3,62+3,69+3,73.0,70.0,52.0,81.0,60.0,83.0,77.0,64.0,78.0,82.0,72.0,65.0,78.0,78.0,78.0,65.0,62.0,71.0,38.0,69.0,58.0,67.0,76.0,80.0,64.0,82.0,66.0,66.0,62.0,7.0,7.0,14.0,6.0,8.0,€28M,Midfielder,22-25
Omar Mascarell,25,Spain,78,80,10500000.0,29000.0,1994,Right,1.0,4.0,3.0,Low/ Medium,Normal,No,CDM,6.0,"Jul 1, 2018",0,2022,5'11,168lbs,66+2,66+2,66+2,68+2,70+2,70+2,70+2,68+2,73+2,73+2,73+2,70+2,76+2,76+2,76+2,70+2,72+2,77+2,77+2,77+2,72+2,71+2,72+2,72+2,72+2,71+2,50.0,53.0,56.0,82.0,54.0,75.0,61.0,68.0,83.0,80.0,65.0,64.0,76.0,73.0,68.0,74.0,73.0,79.0,75.0,69.0,70.0,75.0,62.0,74.0,68.0,74.0,77.0,76.0,71.0,6.0,7.0,9.0,10.0,11.0,€18.6M,Midfielder,22-25
Pozuelo,26,Spain,78,79,12000000.0,19000.0,1897,Right,1.0,5.0,4.0,High/ Medium,Normal,Yes,CAM,24.0,"Aug 31, 2015",0,2021,5'8,159lbs,67+2,67+2,67+2,74+2,74+2,74+2,74+2,74+2,77+2,77+2,77+2,74+2,76+2,76+2,76+2,74+2,64+2,65+2,65+2,65+2,64+2,60+2,54+2,54+2,54+2,60+2,65.0,66.0,39.0,82.0,62.0,81.0,75.0,74.0,73.0,83.0,62.0,57.0,76.0,76.0,82.0,66.0,60.0,75.0,50.0,71.0,52.0,62.0,74.0,82.0,64.0,81.0,46.0,52.0,40.0,10.0,8.0,14.0,10.0,8.0,€18.9M,Midfielder,26-30
Álvaro,28,Spain,78,79,9500000.0,32000.0,1765,Right,1.0,3.0,2.0,Medium/ High,Lean,Yes,RCB,3.0,"Aug 31, 2016",0,2021,6'0,165lbs,53+2,53+2,53+2,54+2,53+2,53+2,53+2,54+2,54+2,54+2,54+2,57+2,59+2,59+2,59+2,57+2,71+2,72+2,72+2,72+2,71+2,73+2,77+2,77+2,77+2,73+2,51.0,22.0,73.0,69.0,31.0,48.0,47.0,45.0,57.0,67.0,72.0,73.0,68.0,76.0,72.0,48.0,92.0,78.0,74.0,26.0,89.0,79.0,45.0,39.0,36.0,67.0,76.0,78.0,81.0,8.0,13.0,12.0,12.0,8.0,€20.7M,Defender,26-30
Arbilla,31,Spain,78,78,7000000.0,23000.0,1996,Right,1.0,4.0,2.0,Medium/ High,Normal,No,CB,23.0,"Aug 30, 2016",0,2021,5'10,168lbs,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,66+2,69+2,69+2,69+2,66+2,74+2,74+2,74+2,74+2,74+2,74+2,77+2,77+2,77+2,74+2,75.0,40.0,73.0,77.0,48.0,63.0,75.0,82.0,65.0,76.0,55.0,70.0,60.0,75.0,68.0,81.0,81.0,74.0,78.0,68.0,84.0,77.0,57.0,57.0,47.0,65.0,72.0,80.0,79.0,14.0,8.0,15.0,13.0,9.0,€14.7M,Defender,31-35
Sergi Gómez,26,Spain,78,83,11500000.0,17000.0,1748,Right,1.0,2.0,2.0,High/ Medium,Normal,Yes,LCB,3.0,"Jul 25, 2018",0,2022,6'1,170lbs,56+2,56+2,56+2,56+2,58+2,58+2,58+2,56+2,61+2,61+2,61+2,60+2,69+2,69+2,69+2,60+2,69+2,76+2,76+2,76+2,69+2,70+2,77+2,77+2,77+2,70+2,45.0,35.0,74.0,80.0,37.0,56.0,49.0,46.0,77.0,75.0,46.0,44.0,52.0,76.0,50.0,45.0,69.0,68.0,78.0,47.0,70.0,81.0,52.0,56.0,41.0,68.0,80.0,81.0,78.0,15.0,16.0,11.0,11.0,7.0,€25M,Defender,26-30
Oriol Romeu,26,Spain,78,80,10500000.0,46000.0,1787,Right,2.0,3.0,2.0,Medium/ High,Normal,Yes,CDM,14.0,"Aug 12, 2015",0,2021,6'0,183lbs,55+2,55+2,55+2,55+2,58+2,58+2,58+2,55+2,61+2,61+2,61+2,59+2,68+2,68+2,68+2,59+2,68+2,76+2,76+2,76+2,68+2,69+2,76+2,76+2,76+2,69+2,37.0,25.0,67.0,80.0,35.0,59.0,49.0,53.0,71.0,72.0,53.0,48.0,54.0,72.0,59.0,60.0,65.0,75.0,82.0,43.0,88.0,80.0,48.0,65.0,54.0,72.0,77.0,79.0,74.0,12.0,14.0,10.0,11.0,16.0,€20.7M,Midfielder,26-30
Lucas Pérez,29,Spain,78,78,10500000.0,85000.0,1970,Left,2.0,4.0,4.0,High/ High,Normal,Yes,ST,27.0,"Aug 9, 2018",0,2021,5'11,161lbs,77+2,77+2,77+2,77+2,78+2,78+2,78+2,77+2,78+2,78+2,78+2,77+2,72+2,72+2,72+2,77+2,58+2,56+2,56+2,56+2,58+2,54+2,47+2,47+2,47+2,54+2,74.0,78.0,68.0,75.0,78.0,79.0,82.0,77.0,70.0,80.0,76.0,78.0,70.0,80.0,73.0,82.0,63.0,70.0,69.0,79.0,67.0,38.0,79.0,81.0,79.0,75.0,25.0,24.0,26.0,14.0,8.0,8.0,10.0,10.0,€20M,Attacker,26-30
Granero,30,Spain,78,78,9500000.0,30000.0,2011,Right,2.0,4.0,4.0,Medium/ Medium,Normal,Yes,LCM,23.0,"Jul 7, 2017",0,2020,5'11,172lbs,71+2,71+2,71+2,73+2,73+2,73+2,73+2,73+2,75+2,75+2,75+2,73+2,76+2,76+2,76+2,73+2,69+2,73+2,73+2,73+2,69+2,68+2,68+2,68+2,68+2,68+2,78.0,73.0,59.0,81.0,58.0,77.0,80.0,76.0,80.0,80.0,55.0,50.0,68.0,77.0,67.0,77.0,53.0,55.0,68.0,77.0,72.0,74.0,71.0,78.0,73.0,71.0,58.0,76.0,62.0,11.0,14.0,7.0,12.0,14.0,€20M,Midfielder,26-30
Jurado,32,Spain,78,78,8000000.0,41000.0,1891,Right,2.0,4.0,3.0,Medium/ Low,Normal,Yes,LCM,10.0,"Jun 21, 2018",0,2020,5'9,159lbs,72+2,72+2,72+2,77+2,76+2,76+2,76+2,77+2,78+2,78+2,78+2,76+2,73+2,73+2,73+2,76+2,58+2,56+2,56+2,56+2,58+2,53+2,44+2,44+2,44+2,53+2,79.0,77.0,47.0,80.0,69.0,80.0,80.0,78.0,78.0,79.0,71.0,67.0,80.0,79.0,70.0,76.0,65.0,60.0,57.0,75.0,46.0,40.0,78.0,79.0,66.0,68.0,30.0,26.0,27.0,11.0,15.0,7.0,6.0,13.0,€13.6M,Midfielder,31-35
Javi García,31,Spain,78,78,7000000.0,23000.0,1976,Right,2.0,3.0,3.0,Medium/ High,Normal,Yes,CDM,3.0,"Aug 14, 2017",0,2020,6'1,181lbs,70+2,70+2,70+2,65+2,68+2,68+2,68+2,65+2,68+2,68+2,68+2,67+2,72+2,72+2,72+2,67+2,70+2,76+2,76+2,76+2,70+2,72+2,77+2,77+2,77+2,72+2,47.0,59.0,86.0,82.0,59.0,66.0,55.0,44.0,77.0,77.0,62.0,62.0,62.0,73.0,53.0,82.0,91.0,76.0,79.0,54.0,86.0,78.0,62.0,63.0,61.0,80.0,70.0,77.0,75.0,14.0,6.0,8.0,14.0,16.0,€14.7M,Midfielder,31-35
Sergio,31,Spain,78,78,6500000.0,19000.0,1200,Right,2.0,2.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Aug 1, 2009",0,2019,5'10,165lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,11.0,9.0,37.0,11.0,13.0,20.0,11.0,39.0,21.0,44.0,43.0,50.0,75.0,48.0,24.0,64.0,33.0,62.0,11.0,34.0,15.0,12.0,38.0,23.0,58.0,20.0,12.0,13.0,79.0,73.0,75.0,78.0,81.0,€13.7M,Goalkeeper,31-35
Manu García,32,Spain,78,78,6000000.0,24000.0,1963,Left,1.0,3.0,2.0,Medium/ High,Normal,Yes,LCM,19.0,"Jul 1, 2012",0,2020,6'0,163lbs,66+2,66+2,66+2,65+2,66+2,66+2,66+2,65+2,67+2,67+2,67+2,67+2,72+2,72+2,72+2,67+2,73+2,77+2,77+2,77+2,73+2,73+2,77+2,77+2,77+2,73+2,65.0,60.0,70.0,77.0,42.0,62.0,52.0,54.0,74.0,75.0,46.0,61.0,66.0,77.0,67.0,74.0,79.0,81.0,78.0,56.0,90.0,79.0,61.0,66.0,71.0,74.0,75.0,81.0,75.0,8.0,14.0,9.0,7.0,11.0,€12.6M,Midfielder,31-35
Aarón Martín,21,Spain,77,85,11000000.0,18000.0,1831,Left,1.0,3.0,3.0,High/ Medium,Lean,Yes,LB,3.0,0,RCD Espanyol,"Jun 30, 2019",5'11,159lbs,59+2,59+2,59+2,65+2,63+2,63+2,63+2,65+2,64+2,64+2,64+2,69+2,67+2,67+2,67+2,69+2,76+2,73+2,73+2,73+2,76+2,76+2,73+2,73+2,73+2,76+2,76.0,33.0,73.0,76.0,21.0,71.0,62.0,54.0,61.0,75.0,76.0,69.0,68.0,77.0,67.0,55.0,61.0,77.0,60.0,28.0,60.0,78.0,60.0,59.0,43.0,70.0,78.0,78.0,76.0,11.0,14.0,10.0,12.0,12.0,0,Defender,16-21
Iván Ramis,33,Spain,77,77,3600000.0,22000.0,1860,Right,2.0,3.0,2.0,Medium/ High,Stocky,No,LCB,4.0,"Aug 16, 2015",0,2019,6'2,181lbs,62+2,62+2,62+2,54+2,58+2,58+2,58+2,54+2,58+2,58+2,58+2,56+2,65+2,65+2,65+2,56+2,64+2,73+2,73+2,73+2,64+2,66+2,76+2,76+2,76+2,66+2,45.0,54.0,76.0,71.0,59.0,51.0,67.0,77.0,72.0,70.0,34.0,35.0,52.0,69.0,50.0,76.0,76.0,67.0,90.0,65.0,84.0,77.0,52.0,50.0,65.0,66.0,75.0,78.0,73.0,7.0,15.0,9.0,8.0,11.0,€7.6M,Defender,31-35
Sergio García,35,Spain,77,77,4099999.9999999995,23000.0,1914,Right,2.0,2.0,4.0,Medium/ Medium,Normal,No,LW,9.0,"Jul 1, 2017",0,2019,5'9,159lbs,75+2,75+2,75+2,76+2,77+2,77+2,77+2,76+2,76+2,76+2,76+2,75+2,70+2,70+2,70+2,75+2,56+2,56+2,56+2,56+2,56+2,53+2,49+2,49+2,49+2,53+2,77.0,76.0,70.0,76.0,72.0,82.0,80.0,64.0,72.0,78.0,68.0,69.0,66.0,78.0,73.0,77.0,54.0,54.0,72.0,74.0,61.0,29.0,81.0,77.0,80.0,80.0,40.0,30.0,28.0,12.0,6.0,11.0,15.0,12.0,€8.6M,Attacker,31-35
Javi Fuego,34,Spain,77,77,2700000.0,28000.0,1928,Right,2.0,3.0,2.0,Medium/ High,Normal,No,CDM,18.0,"Jan 30, 2018",0,2020,6'0,163lbs,62+2,62+2,62+2,62+2,64+2,64+2,64+2,62+2,66+2,66+2,66+2,64+2,71+2,71+2,71+2,64+2,70+2,76+2,76+2,76+2,70+2,71+2,75+2,75+2,75+2,71+2,59.0,54.0,60.0,77.0,53.0,62.0,64.0,62.0,71.0,70.0,53.0,42.0,64.0,77.0,61.0,72.0,70.0,69.0,77.0,64.0,82.0,82.0,58.0,70.0,60.0,86.0,80.0,79.0,78.0,7.0,13.0,14.0,10.0,14.0,€5.7M,Midfielder,31-35
Bruno,28,Spain,77,78,8000000.0,23000.0,1536,Right,1.0,3.0,2.0,Medium/ Medium,Stocky,No,CB,4.0,"Jul 5, 2017",0,2020,6'1,190lbs,51+2,51+2,51+2,42+2,47+2,47+2,47+2,42+2,48+2,48+2,48+2,47+2,59+2,59+2,59+2,47+2,62+2,72+2,72+2,72+2,62+2,65+2,75+2,75+2,75+2,65+2,21.0,23.0,81.0,73.0,23.0,34.0,49.0,31.0,68.0,68.0,32.0,35.0,31.0,79.0,32.0,66.0,65.0,71.0,88.0,22.0,81.0,78.0,36.0,35.0,42.0,69.0,61.0,81.0,80.0,12.0,9.0,8.0,13.0,8.0,€17.4M,Defender,26-30
Jonatan Soriano,32,Spain,77,77,7000000.0,23000.0,1919,Right,2.0,3.0,4.0,Medium/ Low,Normal,No,ST,9.0,"Feb 26, 2017",0,2018,5'11,159lbs,75+2,75+2,75+2,75+2,76+2,76+2,76+2,75+2,77+2,77+2,77+2,73+2,72+2,72+2,72+2,73+2,55+2,56+2,56+2,56+2,55+2,51+2,47+2,47+2,47+2,51+2,61.0,83.0,66.0,79.0,75.0,80.0,84.0,83.0,69.0,78.0,67.0,53.0,79.0,78.0,70.0,75.0,73.0,70.0,69.0,75.0,58.0,45.0,80.0,77.0,78.0,77.0,25.0,22.0,24.0,6.0,8.0,8.0,15.0,6.0,€15.4M,Attacker,31-35
Rubén Peña,26,Spain,77,78,8500000.0,22000.0,2063,Right,1.0,3.0,4.0,Medium/ Medium,Lean,No,RB,11.0,"Jul 1, 2016",0,2021,5'7,143lbs,74+2,74+2,74+2,76+2,75+2,75+2,75+2,76+2,74+2,74+2,74+2,76+2,71+2,71+2,71+2,76+2,76+2,71+2,71+2,71+2,76+2,76+2,71+2,71+2,71+2,76+2,78.0,71.0,74.0,77.0,66.0,78.0,52.0,55.0,56.0,79.0,81.0,88.0,83.0,75.0,87.0,72.0,74.0,77.0,64.0,66.0,61.0,72.0,78.0,63.0,64.0,72.0,61.0,78.0,79.0,7.0,11.0,10.0,16.0,10.0,€18.5M,Defender,26-30
Mikel San José,29,Spain,77,77,8500000.0,25000.0,1888,Right,2.0,3.0,3.0,Medium/ Medium,Lean,Yes,CM,6.0,"Jul 1, 2010",0,2020,6'2,174lbs,68+2,68+2,68+2,63+2,68+2,68+2,68+2,63+2,69+2,69+2,69+2,65+2,75+2,75+2,75+2,65+2,69+2,77+2,77+2,77+2,69+2,69+2,77+2,77+2,77+2,69+2,47.0,60.0,81.0,78.0,75.0,66.0,31.0,44.0,77.0,75.0,33.0,38.0,41.0,80.0,52.0,71.0,77.0,76.0,79.0,73.0,76.0,80.0,71.0,76.0,51.0,70.0,77.0,79.0,74.0,10.0,6.0,10.0,8.0,16.0,€17.9M,Midfielder,26-30
Álex Remiro,23,Spain,77,83,9000000.0,15000.0,1191,Right,1.0,3.0,1.0,Medium/ Medium,Lean,No,GK,1.0,"Jul 1, 2013",0,2019,6'3,183lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,13.0,13.0,29.0,15.0,19.0,14.0,17.0,25.0,17.0,40.0,46.0,69.0,69.0,40.0,22.0,61.0,42.0,68.0,11.0,34.0,20.0,11.0,28.0,24.0,55.0,14.0,17.0,18.0,82.0,72.0,78.0,74.0,77.0,€20.7M,Goalkeeper,22-25
Jorge Meré,21,Spain,77,83,10500000.0,15000.0,1692,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,CB,22.0,"Jul 20, 2017",0,2023,6'0,176lbs,51+2,51+2,51+2,51+2,52+2,52+2,52+2,51+2,54+2,54+2,54+2,55+2,60+2,60+2,60+2,55+2,67+2,72+2,72+2,72+2,67+2,70+2,76+2,76+2,76+2,70+2,30.0,22.0,78.0,74.0,33.0,55.0,34.0,33.0,62.0,69.0,69.0,68.0,67.0,76.0,74.0,48.0,81.0,67.0,72.0,27.0,75.0,79.0,25.0,38.0,51.0,63.0,76.0,78.0,77.0,15.0,12.0,11.0,8.0,8.0,€17.9M,Defender,16-21
Victor Sánchez,30,Spain,77,77,6500000.0,26000.0,2023,Right,1.0,3.0,3.0,Low/ High,Normal,Yes,CDM,4.0,"Jan 1, 2012",0,2021,5'9,159lbs,66+2,66+2,66+2,69+2,69+2,69+2,69+2,69+2,72+2,72+2,72+2,70+2,75+2,75+2,75+2,70+2,73+2,76+2,76+2,76+2,73+2,73+2,74+2,74+2,74+2,73+2,74.0,57.0,70.0,80.0,56.0,66.0,68.0,69.0,78.0,78.0,58.0,61.0,72.0,77.0,77.0,71.0,78.0,68.0,59.0,67.0,83.0,78.0,65.0,79.0,61.0,78.0,66.0,80.0,80.0,7.0,6.0,10.0,14.0,10.0,€13.7M,Midfielder,26-30
Markel Bergara,32,Spain,77,77,5000000.0,22000.0,1950,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,CDM,5.0,"Jul 2, 2018",0,2020,5'11,172lbs,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,69+2,69+2,69+2,66+2,73+2,73+2,73+2,66+2,69+2,76+2,76+2,76+2,69+2,69+2,74+2,74+2,74+2,69+2,58.0,67.0,62.0,78.0,47.0,65.0,60.0,71.0,76.0,69.0,64.0,32.0,60.0,75.0,67.0,61.0,69.0,68.0,81.0,68.0,79.0,82.0,64.0,75.0,59.0,63.0,70.0,79.0,76.0,11.0,15.0,11.0,15.0,16.0,€10.5M,Midfielder,31-35
Montoya,27,Spain,77,78,8000000.0,43000.0,2036,Right,2.0,4.0,3.0,High/ Medium,Lean,Yes,RB,22.0,"Aug 9, 2018",0,2022,5'9,161lbs,67+2,67+2,67+2,69+2,68+2,68+2,68+2,69+2,69+2,69+2,69+2,71+2,70+2,70+2,70+2,71+2,76+2,73+2,73+2,73+2,76+2,75+2,72+2,72+2,72+2,75+2,77.0,50.0,62.0,73.0,66.0,70.0,77.0,55.0,69.0,74.0,79.0,79.0,78.0,73.0,80.0,82.0,75.0,83.0,68.0,68.0,69.0,78.0,63.0,63.0,50.0,67.0,72.0,73.0,77.0,6.0,15.0,16.0,8.0,8.0,€15.8M,Defender,26-30
Munir,22,Spain,77,83,12500000.0,115000.0,1883,Left,2.0,2.0,4.0,High/ Medium,Lean,Yes,ST,19.0,"Jul 1, 2015",0,2019,5'9,152lbs,76+2,76+2,76+2,76+2,77+2,77+2,77+2,76+2,76+2,76+2,76+2,74+2,68+2,68+2,68+2,74+2,55+2,51+2,51+2,51+2,55+2,51+2,45+2,45+2,45+2,51+2,65.0,78.0,75.0,77.0,75.0,81.0,70.0,67.0,58.0,80.0,78.0,80.0,78.0,71.0,78.0,76.0,63.0,69.0,63.0,77.0,48.0,22.0,77.0,71.0,66.0,76.0,38.0,24.0,22.0,9.0,12.0,6.0,13.0,16.0,€28.1M,Attacker,22-25
Jorge Molina,36,Spain,77,77,3200000.0,20000.0,1752,Right,1.0,4.0,3.0,Medium/ Medium,Stocky,No,RS,19.0,"Jul 1, 2016",0,2019,6'2,159lbs,75+2,75+2,75+2,66+2,72+2,72+2,72+2,66+2,70+2,70+2,70+2,65+2,67+2,67+2,67+2,65+2,51+2,58+2,58+2,58+2,51+2,49+2,54+2,54+2,54+2,49+2,49.0,79.0,82.0,75.0,79.0,68.0,55.0,59.0,57.0,77.0,34.0,41.0,33.0,79.0,32.0,83.0,42.0,64.0,90.0,75.0,76.0,41.0,82.0,69.0,80.0,73.0,45.0,32.0,19.0,6.0,14.0,8.0,13.0,14.0,€6.7M,Attacker,36-40
Yeray,23,Spain,77,83,10500000.0,19000.0,1843,Right,2.0,3.0,2.0,Medium/ High,Normal,Yes,RCB,5.0,"Jul 1, 2014",0,2022,6'0,172lbs,59+2,59+2,59+2,56+2,57+2,57+2,57+2,56+2,56+2,56+2,56+2,59+2,62+2,62+2,62+2,59+2,70+2,72+2,72+2,72+2,70+2,72+2,75+2,75+2,75+2,72+2,48.0,41.0,75.0,70.0,55.0,53.0,56.0,50.0,71.0,72.0,66.0,67.0,56.0,79.0,76.0,69.0,75.0,71.0,76.0,43.0,80.0,81.0,39.0,34.0,61.0,78.0,71.0,72.0,84.0,12.0,9.0,8.0,12.0,11.0,€24.2M,Defender,22-25
Roberto,32,Spain,77,77,5000000.0,21000.0,1284,Right,2.0,2.0,1.0,Medium/ Medium,Normal,Yes,GK,1.0,"Jul 1, 2016",0,2019,6'4,207lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,14.0,19.0,39.0,13.0,12.0,14.0,14.0,38.0,31.0,45.0,48.0,68.0,76.0,40.0,36.0,74.0,32.0,78.0,11.0,29.0,24.0,17.0,45.0,19.0,57.0,20.0,15.0,18.0,78.0,71.0,75.0,76.0,80.0,€10.5M,Goalkeeper,31-35
Diego Llorente,24,Spain,77,83,10500000.0,22000.0,1763,Right,1.0,3.0,2.0,Medium/ Medium,Lean,Yes,RCB,3.0,"Jul 1, 2017",0,2022,6'1,165lbs,57+2,57+2,57+2,59+2,58+2,58+2,58+2,59+2,60+2,60+2,60+2,62+2,66+2,66+2,66+2,62+2,71+2,74+2,74+2,74+2,71+2,72+2,76+2,76+2,76+2,72+2,55.0,39.0,76.0,76.0,31.0,58.0,30.0,35.0,72.0,73.0,65.0,63.0,65.0,76.0,64.0,45.0,79.0,72.0,72.0,37.0,75.0,80.0,43.0,51.0,53.0,69.0,76.0,77.0,78.0,8.0,12.0,11.0,9.0,7.0,€24.2M,Defender,22-25
Jordi Masip,29,Spain,77,77,6000000.0,17000.0,1317,Right,1.0,3.0,1.0,Medium/ Medium,Lean,No,GK,1.0,"Jul 17, 2017",0,2020,5'11,168lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,12.0,13.0,42.0,19.0,17.0,21.0,20.0,38.0,25.0,57.0,64.0,70.0,73.0,65.0,26.0,81.0,41.0,54.0,13.0,21.0,16.0,11.0,55.0,12.0,54.0,21.0,14.0,13.0,79.0,76.0,76.0,74.0,78.0,€13.2M,Goalkeeper,26-30
Laguardia,28,Spain,77,78,8000000.0,24000.0,1663,Right,1.0,3.0,2.0,Medium/ High,Normal,Yes,RCB,5.0,"Jul 11, 2014",0,2020,6'1,165lbs,53+2,53+2,53+2,50+2,51+2,51+2,51+2,50+2,52+2,52+2,52+2,53+2,58+2,58+2,58+2,53+2,66+2,70+2,70+2,70+2,66+2,68+2,76+2,76+2,76+2,68+2,43.0,49.0,73.0,70.0,29.0,36.0,38.0,35.0,57.0,58.0,54.0,63.0,50.0,67.0,59.0,40.0,78.0,76.0,80.0,30.0,89.0,76.0,44.0,46.0,32.0,70.0,78.0,79.0,76.0,14.0,12.0,13.0,9.0,10.0,€17.4M,Defender,26-30
Borja Iglesias,25,Spain,77,82,12000000.0,29000.0,1783,Right,1.0,3.0,3.0,High/ Medium,Lean,No,ST,7.0,"Jul 9, 2018",0,2022,6'2,190lbs,75+2,75+2,75+2,69+2,73+2,73+2,73+2,69+2,71+2,71+2,71+2,69+2,66+2,66+2,66+2,69+2,49+2,50+2,50+2,50+2,49+2,47+2,46+2,46+2,46+2,47+2,50.0,80.0,78.0,68.0,65.0,70.0,35.0,36.0,64.0,75.0,65.0,69.0,61.0,67.0,69.0,80.0,72.0,75.0,91.0,77.0,42.0,20.0,79.0,70.0,78.0,80.0,31.0,27.0,18.0,14.0,12.0,16.0,13.0,16.0,€26.1M,Attacker,22-25
Cote,28,Spain,77,77,7000000.0,23000.0,1949,Left,1.0,3.0,3.0,High/ Medium,Lean,No,LB,15.0,"Jul 14, 2017",0,2020,6'0,170lbs,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,68+2,68+2,68+2,68+2,68+2,75+2,72+2,72+2,72+2,75+2,75+2,74+2,74+2,74+2,75+2,78.0,42.0,75.0,76.0,42.0,68.0,72.0,67.0,61.0,76.0,69.0,75.0,72.0,77.0,66.0,69.0,69.0,74.0,66.0,57.0,69.0,78.0,60.0,56.0,45.0,67.0,70.0,76.0,80.0,12.0,13.0,10.0,16.0,13.0,€14.7M,Defender,26-30
Rubén Castro,37,Spain,77,77,3200000.0,11000.0,1860,Right,2.0,3.0,3.0,Medium/ Low,Normal,No,ST,7.0,"Jul 13, 2018",0,2020,5'7,150lbs,76+2,76+2,76+2,76+2,77+2,77+2,77+2,76+2,75+2,75+2,75+2,72+2,65+2,65+2,65+2,72+2,52+2,49+2,49+2,49+2,52+2,48+2,43+2,43+2,43+2,48+2,60.0,81.0,71.0,67.0,70.0,80.0,69.0,68.0,45.0,78.0,77.0,73.0,85.0,83.0,77.0,74.0,76.0,55.0,57.0,75.0,50.0,37.0,83.0,74.0,76.0,68.0,36.0,12.0,14.0,14.0,8.0,15.0,8.0,12.0,€5.1M,Attacker,36-40
Juanpe,27,Spain,77,78,8500000.0,27000.0,1561,Right,1.0,3.0,2.0,Low/ High,Normal,Yes,LCB,15.0,"Jul 7, 2016",0,2022,6'3,187lbs,52+2,52+2,52+2,49+2,52+2,52+2,52+2,49+2,54+2,54+2,54+2,53+2,62+2,62+2,62+2,53+2,66+2,72+2,72+2,72+2,66+2,68+2,75+2,75+2,75+2,68+2,35.0,35.0,81.0,79.0,13.0,38.0,28.0,35.0,60.0,70.0,41.0,63.0,32.0,72.0,33.0,48.0,70.0,71.0,78.0,27.0,79.0,75.0,32.0,54.0,37.0,65.0,65.0,81.0,78.0,11.0,8.0,11.0,8.0,13.0,€18.5M,Defender,26-30
Yuri Berchiche,28,Spain,77,77,7000000.0,23000.0,2044,Left,2.0,3.0,3.0,High/ Medium,Normal,Yes,LB,12.0,"Jul 2, 2018",0,2022,5'11,176lbs,67+2,67+2,67+2,67+2,65+2,65+2,65+2,67+2,65+2,65+2,65+2,68+2,67+2,67+2,67+2,68+2,75+2,73+2,73+2,73+2,75+2,76+2,75+2,75+2,75+2,76+2,79.0,56.0,72.0,70.0,59.0,66.0,77.0,55.0,68.0,74.0,78.0,77.0,73.0,72.0,71.0,78.0,85.0,82.0,77.0,77.0,85.0,69.0,49.0,48.0,59.0,75.0,74.0,78.0,83.0,12.0,13.0,9.0,8.0,11.0,€14.7M,Defender,26-30
