Name,Age,Nationality,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,PositionClass,Age_Ranges
Marçal,29,Brazil,77,77,6500000.0,54000.0,2005,Left,2.0,4.0,3.0,Medium/ Medium,Normal,No,LB,20.0,"Jul 1, 2017",0,2021,5'10,163lbs,67+2,67+2,67+2,71+2,70+2,70+2,70+2,71+2,70+2,70+2,70+2,73+2,71+2,71+2,71+2,73+2,76+2,75+2,75+2,75+2,76+2,76+2,74+2,74+2,74+2,76+2,76.0,57.0,58.0,74.0,44.0,74.0,65.0,55.0,69.0,76.0,79.0,77.0,75.0,76.0,73.0,76.0,73.0,80.0,71.0,54.0,76.0,79.0,66.0,67.0,49.0,74.0,78.0,76.0,77.0,6.0,11.0,14.0,13.0,11.0,€12.4M,Defender,26-30
Jô,31,Brazil,77,77,8000000.0,11000.0,1817,Left,2.0,3.0,3.0,Medium/ Low,Normal,Yes,ST,7.0,"Jan 3, 2018",0,2021,6'2,172lbs,75+2,75+2,75+2,71+2,73+2,73+2,73+2,71+2,71+2,71+2,71+2,70+2,65+2,65+2,65+2,70+2,52+2,50+2,50+2,50+2,52+2,49+2,46+2,46+2,46+2,49+2,64.0,78.0,80.0,67.0,74.0,73.0,62.0,66.0,56.0,75.0,66.0,72.0,68.0,73.0,54.0,78.0,74.0,70.0,85.0,67.0,50.0,32.0,79.0,71.0,72.0,82.0,19.0,21.0,20.0,12.0,8.0,16.0,8.0,7.0,€10M,Attacker,31-35
Wallace,23,Brazil,77,82,10000000.0,35000.0,1555,Right,2.0,2.0,2.0,Medium/ Medium,Lean,No,RCB,13.0,"Jul 28, 2016",0,2021,6'3,187lbs,47+2,47+2,47+2,45+2,45+2,45+2,45+2,45+2,45+2,45+2,45+2,47+2,50+2,50+2,50+2,47+2,63+2,66+2,66+2,66+2,63+2,67+2,76+2,76+2,76+2,67+2,34.0,21.0,77.0,57.0,36.0,45.0,33.0,29.0,50.0,52.0,66.0,69.0,46.0,74.0,40.0,40.0,71.0,54.0,81.0,26.0,79.0,81.0,25.0,31.0,45.0,68.0,78.0,79.0,78.0,15.0,11.0,11.0,10.0,11.0,€17.8M,Defender,22-25
Formosandrinho,26,Brazil,77,77,9500000.0,26000.0,1763,Right,1.0,3.0,3.0,Medium/ Medium,Lean,No,RS,11.0,"Jan 1, 2018",0,2021,5'10,159lbs,75+2,75+2,75+2,71+2,73+2,73+2,73+2,71+2,69+2,69+2,69+2,69+2,61+2,61+2,61+2,69+2,49+2,46+2,46+2,46+2,49+2,46+2,41+2,41+2,41+2,46+2,57.0,76.0,77.0,65.0,72.0,72.0,61.0,55.0,58.0,73.0,81.0,81.0,79.0,73.0,77.0,85.0,56.0,61.0,72.0,77.0,52.0,23.0,75.0,56.0,56.0,78.0,20.0,14.0,15.0,8.0,9.0,8.0,8.0,11.0,€18.1M,Attacker,26-30
Rafael Carioca,29,Brazil,77,77,8500000.0,54000.0,2025,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,RDM,5.0,"Aug 25, 2017",0,2020,5'10,159lbs,67+2,67+2,67+2,71+2,72+2,72+2,72+2,71+2,73+2,73+2,73+2,73+2,76+2,76+2,76+2,73+2,75+2,77+2,77+2,77+2,75+2,74+2,72+2,72+2,72+2,74+2,65.0,56.0,51.0,81.0,58.0,73.0,60.0,55.0,77.0,77.0,74.0,76.0,75.0,75.0,75.0,76.0,56.0,85.0,64.0,69.0,78.0,78.0,69.0,75.0,63.0,80.0,74.0,77.0,74.0,9.0,13.0,11.0,12.0,14.0,€13.6M,Midfielder,26-30
Wendell,24,Brazil,77,80,9500000.0,43000.0,2009,Left,2.0,2.0,4.0,High/ Medium,Lean,No,LB,18.0,"Jul 1, 2014",0,2021,5'10,159lbs,63+2,63+2,63+2,72+2,69+2,69+2,69+2,72+2,71+2,71+2,71+2,74+2,72+2,72+2,72+2,74+2,77+2,74+2,74+2,74+2,77+2,76+2,72+2,72+2,72+2,76+2,78.0,37.0,53.0,77.0,29.0,79.0,66.0,75.0,65.0,78.0,87.0,79.0,78.0,75.0,77.0,60.0,68.0,77.0,64.0,59.0,87.0,75.0,69.0,69.0,67.0,72.0,72.0,75.0,80.0,8.0,12.0,6.0,14.0,14.0,€16.9M,Defender,22-25
Douglas,35,Brazil,77,77,2100000.0,6000.0,1211,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Jan 1, 2011",0,2019,6'2,192lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,10.0,14.0,34.0,14.0,14.0,16.0,12.0,32.0,20.0,33.0,41.0,44.0,79.0,50.0,22.0,74.0,44.0,72.0,17.0,38.0,20.0,14.0,54.0,14.0,56.0,18.0,10.0,12.0,78.0,75.0,72.0,74.0,77.0,€4.4M,Goalkeeper,31-35
Jefferson,29,Brazil,77,77,6500000.0,14000.0,2141,Left,2.0,2.0,2.0,High/ Medium,Normal,No,LB,5.0,"Jul 1, 2013",0,2020,5'9,159lbs,70+2,70+2,70+2,73+2,72+2,72+2,72+2,73+2,72+2,72+2,72+2,74+2,74+2,74+2,74+2,74+2,76+2,74+2,74+2,74+2,76+2,75+2,73+2,73+2,73+2,75+2,84.0,55.0,64.0,74.0,70.0,75.0,81.0,78.0,77.0,74.0,77.0,74.0,74.0,73.0,74.0,83.0,71.0,88.0,71.0,80.0,79.0,70.0,72.0,70.0,63.0,59.0,71.0,78.0,78.0,16.0,14.0,6.0,13.0,14.0,€13M,Defender,26-30
Danilo,34,Brazil,77,77,2700000.0,26000.0,1592,Right,2.0,3.0,2.0,Low/ Medium,Normal,No,CB,23.0,0,Udinese,"Jun 30, 2019",6'1,168lbs,50+2,50+2,50+2,46+2,48+2,48+2,48+2,46+2,49+2,49+2,49+2,47+2,56+2,56+2,56+2,47+2,62+2,69+2,69+2,69+2,62+2,65+2,75+2,75+2,75+2,65+2,30.0,24.0,72.0,60.0,22.0,46.0,34.0,30.0,66.0,60.0,49.0,53.0,46.0,73.0,60.0,72.0,76.0,42.0,71.0,48.0,78.0,83.0,25.0,42.0,48.0,74.0,80.0,82.0,79.0,11.0,8.0,11.0,5.0,6.0,0,Defender,31-35
Wesley,21,Brazil,77,85,13500000.0,20000.0,1831,Right,1.0,3.0,3.0,High/ High,Stocky,No,LS,7.0,"Jan 29, 2016",0,2023,6'3,207lbs,75+2,75+2,75+2,72+2,74+2,74+2,74+2,72+2,72+2,72+2,72+2,72+2,68+2,68+2,68+2,72+2,55+2,57+2,57+2,57+2,55+2,52+2,52+2,52+2,52+2,52+2,65.0,75.0,73.0,75.0,71.0,76.0,57.0,49.0,67.0,78.0,68.0,79.0,50.0,71.0,45.0,81.0,66.0,74.0,95.0,67.0,80.0,37.0,74.0,68.0,60.0,75.0,35.0,27.0,15.0,12.0,13.0,14.0,8.0,6.0,€23M,Attacker,16-21
Sidcley,25,Brazil,77,80,9000000.0,1000.0,2055,Left,1.0,3.0,3.0,Medium/ Medium,Stocky,No,LM,17.0,"Jul 10, 2018",0,2023,5'9,165lbs,70+2,70+2,70+2,74+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,74+2,75+2,75+2,75+2,74+2,76+2,75+2,75+2,75+2,76+2,75+2,73+2,73+2,73+2,75+2,63.0,63.0,58.0,77.0,48.0,80.0,69.0,52.0,73.0,75.0,78.0,83.0,82.0,76.0,83.0,69.0,71.0,83.0,71.0,69.0,67.0,80.0,76.0,69.0,59.0,68.0,68.0,81.0,77.0,15.0,10.0,9.0,7.0,14.0,€19.6M,Midfielder,22-25
Carlos Eduardo,28,Brazil,77,77,9000000.0,41000.0,1999,Right,2.0,4.0,4.0,High/ Medium,Normal,No,CAM,3.0,"Jul 5, 2015",0,2020,6'0,163lbs,76+2,76+2,76+2,75+2,76+2,76+2,76+2,75+2,76+2,76+2,76+2,75+2,73+2,73+2,73+2,75+2,64+2,65+2,65+2,65+2,64+2,62+2,61+2,61+2,61+2,62+2,76.0,79.0,76.0,74.0,75.0,74.0,76.0,75.0,75.0,78.0,65.0,74.0,72.0,77.0,51.0,77.0,69.0,68.0,78.0,74.0,60.0,55.0,80.0,79.0,75.0,72.0,57.0,50.0,38.0,8.0,8.0,10.0,6.0,10.0,€15.3M,Midfielder,26-30
Vinícius Júnior,17,Brazil,77,92,17500000.0,66000.0,1849,Right,1.0,4.0,5.0,High/ Medium,Lean,No,LW,28.0,"Jul 12, 2018",0,2025,5'9,161lbs,72+2,72+2,72+2,76+2,75+2,75+2,75+2,76+2,74+2,74+2,74+2,75+2,65+2,65+2,65+2,75+2,56+2,50+2,50+2,50+2,56+2,52+2,42+2,42+2,42+2,52+2,65.0,70.0,50.0,70.0,71.0,81.0,77.0,62.0,48.0,80.0,92.0,94.0,90.0,70.0,82.0,74.0,74.0,79.0,59.0,68.0,48.0,26.0,74.0,69.0,65.0,75.0,32.0,25.0,18.0,5.0,7.0,7.0,7.0,10.0,€46.8M,Attacker,16-21
Renan Ribeiro,28,Brazil,77,78,7000000.0,11000.0,1156,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,40.0,"Jan 2, 2018",0,2020,6'4,192lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,16.0,19.0,9.0,14.0,18.0,11.0,11.0,19.0,50.0,48.0,59.0,76.0,29.0,24.0,74.0,30.0,70.0,12.0,13.0,26.0,11.0,56.0,14.0,48.0,18.0,18.0,12.0,82.0,75.0,67.0,73.0,78.0,€14.5M,Goalkeeper,26-30
Vieirundinho,30,Brazil,77,77,6500000.0,18000.0,1650,Right,1.0,2.0,2.0,Medium/ Medium,Normal,No,RCB,3.0,"Jan 1, 2018",0,2021,6'2,185lbs,52+2,52+2,52+2,49+2,49+2,49+2,49+2,49+2,50+2,50+2,50+2,53+2,58+2,58+2,58+2,53+2,67+2,71+2,71+2,71+2,67+2,69+2,75+2,75+2,75+2,69+2,42.0,29.0,74.0,66.0,28.0,48.0,36.0,30.0,69.0,64.0,63.0,59.0,56.0,66.0,42.0,65.0,54.0,80.0,88.0,41.0,82.0,76.0,26.0,32.0,47.0,68.0,83.0,77.0,72.0,13.0,16.0,11.0,6.0,9.0,€12.4M,Defender,26-30
Bruno Viana,23,Brazil,77,83,10500000.0,12000.0,1716,Right,1.0,3.0,2.0,Medium/ High,Lean,No,RCB,36.0,"Jul 1, 2018",0,2023,6'2,174lbs,55+2,55+2,55+2,53+2,53+2,53+2,53+2,53+2,54+2,54+2,54+2,56+2,60+2,60+2,60+2,56+2,68+2,72+2,72+2,72+2,68+2,70+2,76+2,76+2,76+2,70+2,44.0,37.0,80.0,72.0,39.0,52.0,44.0,42.0,63.0,63.0,63.0,64.0,53.0,75.0,58.0,57.0,70.0,75.0,74.0,37.0,78.0,77.0,34.0,40.0,52.0,68.0,81.0,78.0,74.0,7.0,7.0,14.0,6.0,6.0,€23.1M,Defender,22-25
Otávio,24,Brazil,77,82,10000000.0,32000.0,1902,Right,2.0,3.0,3.0,Medium/ High,Normal,No,CDM,5.0,"Aug 8, 2017",0,2021,5'9,161lbs,62+2,62+2,62+2,64+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,66+2,68+2,68+2,68+2,66+2,73+2,75+2,75+2,75+2,73+2,73+2,76+2,76+2,76+2,73+2,59.0,44.0,64.0,76.0,49.0,69.0,47.0,49.0,69.0,72.0,68.0,66.0,72.0,74.0,70.0,66.0,74.0,78.0,73.0,52.0,80.0,81.0,59.0,53.0,48.0,74.0,80.0,80.0,76.0,8.0,10.0,15.0,12.0,9.0,€19.8M,Midfielder,22-25
Gabriel Boschilia,22,Brazil,76,82,10500000.0,48000.0,1893,Left,1.0,3.0,3.0,High/ Low,Lean,No,RW,12.0,0,AS Monaco,"Jun 30, 2019",5'8,139lbs,70+2,70+2,70+2,74+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,73+2,69+2,69+2,69+2,73+2,60+2,57+2,57+2,57+2,60+2,58+2,50+2,50+2,50+2,58+2,69.0,73.0,55.0,75.0,62.0,80.0,78.0,84.0,69.0,79.0,76.0,73.0,79.0,65.0,81.0,76.0,59.0,64.0,43.0,81.0,47.0,27.0,68.0,73.0,59.0,65.0,46.0,48.0,56.0,7.0,12.0,8.0,11.0,10.0,0,Attacker,22-25
Wendel,20,Brazil,76,86,12500000.0,10000.0,2058,Right,1.0,3.0,3.0,High/ Medium,Normal,No,RCM,37.0,"Jan 6, 2018",0,2023,5'11,146lbs,72+2,72+2,72+2,74+2,74+2,74+2,74+2,74+2,75+2,75+2,75+2,74+2,75+2,75+2,75+2,74+2,73+2,73+2,73+2,73+2,73+2,72+2,70+2,70+2,70+2,72+2,66.0,64.0,57.0,77.0,68.0,79.0,70.0,64.0,73.0,78.0,76.0,80.0,78.0,75.0,69.0,85.0,62.0,77.0,68.0,83.0,68.0,74.0,69.0,74.0,66.0,80.0,72.0,75.0,66.0,14.0,5.0,13.0,6.0,7.0,€27.5M,Midfielder,16-21
Alan Kardec,29,Brazil,76,76,7500000.0,13000.0,1830,Right,1.0,3.0,3.0,Medium/ Low,Normal,No,ST,27.0,"Sep 15, 2016",0,2020,6'1,176lbs,75+2,75+2,75+2,71+2,72+2,72+2,72+2,71+2,69+2,69+2,69+2,70+2,64+2,64+2,64+2,70+2,54+2,51+2,51+2,51+2,54+2,52+2,48+2,48+2,48+2,52+2,68.0,76.0,82.0,65.0,67.0,70.0,56.0,61.0,57.0,73.0,73.0,70.0,68.0,75.0,62.0,78.0,77.0,78.0,77.0,72.0,53.0,33.0,78.0,59.0,69.0,67.0,26.0,29.0,24.0,7.0,16.0,12.0,10.0,9.0,€16.1M,Attacker,26-30
Marcelo,28,Brazil,76,76,6000000.0,13000.0,1594,Right,1.0,2.0,2.0,Medium/ High,Normal,No,CB,2.0,"Jul 1, 2018",0,2021,6'0,163lbs,46+2,46+2,46+2,46+2,45+2,45+2,45+2,46+2,48+2,48+2,48+2,50+2,55+2,55+2,55+2,50+2,65+2,69+2,69+2,69+2,65+2,68+2,75+2,75+2,75+2,68+2,37.0,24.0,77.0,63.0,28.0,44.0,27.0,27.0,64.0,55.0,66.0,64.0,64.0,71.0,68.0,35.0,90.0,66.0,71.0,22.0,73.0,79.0,20.0,43.0,35.0,70.0,82.0,79.0,74.0,6.0,16.0,6.0,10.0,8.0,€12M,Defender,26-30
Dalbert,24,Brazil,76,80,8500000.0,41000.0,1971,Left,1.0,3.0,3.0,High/ Medium,Lean,No,LB,29.0,"Aug 9, 2017",0,2023,5'11,154lbs,68+2,68+2,68+2,73+2,71+2,71+2,71+2,73+2,71+2,71+2,71+2,74+2,70+2,70+2,70+2,74+2,75+2,71+2,71+2,71+2,75+2,74+2,70+2,70+2,70+2,74+2,76.0,52.0,60.0,72.0,52.0,78.0,68.0,47.0,68.0,75.0,91.0,91.0,83.0,68.0,67.0,72.0,59.0,80.0,67.0,60.0,74.0,68.0,72.0,66.0,42.0,69.0,72.0,74.0,74.0,7.0,11.0,7.0,9.0,9.0,€15.1M,Defender,22-25
Júnior Moraes,31,Brazil,76,76,7000000.0,1000.0,1698,Right,1.0,4.0,3.0,High/ Medium,Normal,No,ST,10.0,"Jun 18, 2018",0,2020,5'9,154lbs,74+2,74+2,74+2,70+2,74+2,74+2,74+2,70+2,70+2,70+2,70+2,67+2,62+2,62+2,62+2,67+2,50+2,47+2,47+2,47+2,50+2,47+2,42+2,42+2,42+2,47+2,36.0,80.0,68.0,72.0,65.0,73.0,53.0,35.0,33.0,74.0,74.0,76.0,68.0,79.0,73.0,69.0,68.0,71.0,67.0,75.0,46.0,41.0,80.0,58.0,70.0,69.0,22.0,13.0,13.0,11.0,12.0,8.0,5.0,10.0,€14.7M,Attacker,31-35
Ganso,28,Brazil,76,76,8000000.0,17000.0,1802,Left,3.0,3.0,4.0,Medium/ Low,Lean,Yes,CAM,8.0,0,Sevilla FC,"Jun 30, 2019",6'0,172lbs,69+3,69+3,69+3,71+3,72+3,72+3,72+3,71+3,75+3,75+3,75+3,71+3,73+3,73+3,73+3,71+3,55+3,58+3,58+3,58+3,55+3,50+3,46+3,46+3,46+3,50+3,79.0,72.0,56.0,82.0,75.0,82.0,80.0,76.0,80.0,83.0,36.0,34.0,68.0,67.0,54.0,77.0,29.0,56.0,67.0,76.0,56.0,47.0,71.0,80.0,76.0,75.0,31.0,29.0,30.0,9.0,12.0,14.0,7.0,11.0,0,Midfielder,26-30
Vitor Hugo,27,Brazil,76,78,7500000.0,45000.0,1547,Left,1.0,2.0,2.0,Medium/ High,Lean,No,LCB,31.0,"Jul 10, 2017",0,2021,6'2,176lbs,48+2,48+2,48+2,42+2,43+2,43+2,43+2,42+2,41+2,41+2,41+2,44+2,45+2,45+2,45+2,44+2,61+2,62+2,62+2,62+2,61+2,66+2,74+2,74+2,74+2,66+2,32.0,26.0,82.0,41.0,33.0,39.0,33.0,34.0,37.0,49.0,66.0,69.0,43.0,73.0,47.0,49.0,79.0,60.0,78.0,22.0,80.0,76.0,27.0,33.0,49.0,70.0,75.0,78.0,80.0,14.0,7.0,14.0,9.0,13.0,€13.3M,Defender,26-30
Alexo Baia,30,Brazil,76,76,5500000.0,25000.0,1920,Right,1.0,3.0,3.0,High/ Medium,Normal,No,RB,2.0,"Jan 1, 2018",0,2021,5'9,157lbs,60+2,60+2,60+2,68+2,64+2,64+2,64+2,68+2,67+2,67+2,67+2,70+2,69+2,69+2,69+2,70+2,75+2,73+2,73+2,73+2,75+2,74+2,72+2,72+2,72+2,74+2,72.0,51.0,66.0,77.0,39.0,77.0,51.0,52.0,74.0,71.0,74.0,77.0,81.0,75.0,72.0,34.0,65.0,80.0,61.0,51.0,81.0,71.0,55.0,56.0,66.0,73.0,77.0,76.0,77.0,15.0,8.0,15.0,10.0,13.0,€10.5M,Defender,26-30
David Seijalbo,34,Brazil,76,76,2300000.0,25000.0,1889,Left,1.0,2.0,2.0,Medium/ High,Stocky,No,RDM,6.0,"Jan 1, 2018",0,2021,5'9,168lbs,58+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,61+2,61+2,61+2,61+2,67+2,67+2,67+2,61+2,70+2,75+2,75+2,75+2,70+2,71+2,74+2,74+2,74+2,71+2,48.0,45.0,60.0,77.0,53.0,50.0,47.0,44.0,76.0,70.0,58.0,70.0,77.0,79.0,76.0,65.0,81.0,88.0,80.0,62.0,83.0,70.0,36.0,52.0,62.0,80.0,81.0,77.0,68.0,7.0,12.0,10.0,16.0,9.0,€4.4M,Midfielder,31-35
Matheus Pereira,22,Brazil,76,83,11000000.0,12000.0,1938,Left,1.0,3.0,4.0,Medium/ Medium,Normal,No,RM,27.0,0,Sporting CP,"Jun 30, 2019",5'9,146lbs,70+2,70+2,70+2,76+2,74+2,74+2,74+2,76+2,74+2,74+2,74+2,75+2,69+2,69+2,69+2,75+2,60+2,57+2,57+2,57+2,60+2,56+2,48+2,48+2,48+2,56+2,73.0,73.0,43.0,73.0,72.0,82.0,78.0,71.0,63.0,79.0,79.0,79.0,83.0,72.0,88.0,74.0,66.0,74.0,55.0,72.0,61.0,39.0,74.0,69.0,71.0,80.0,43.0,37.0,29.0,15.0,12.0,15.0,15.0,9.0,0,Midfielder,22-25
Gil,31,Brazil,76,76,5000000.0,18000.0,1679,Right,2.0,3.0,2.0,Medium/ Medium,Normal,No,LCB,4.0,"Jan 20, 2016",0,2021,6'4,192lbs,55+2,55+2,55+2,52+2,55+2,55+2,55+2,52+2,56+2,56+2,56+2,57+2,63+2,63+2,63+2,57+2,67+2,72+2,72+2,72+2,67+2,68+2,75+2,75+2,75+2,68+2,47.0,28.0,76.0,66.0,23.0,51.0,39.0,34.0,67.0,60.0,55.0,49.0,40.0,75.0,36.0,69.0,63.0,82.0,89.0,41.0,81.0,78.0,50.0,64.0,42.0,71.0,74.0,75.0,74.0,9.0,11.0,6.0,11.0,14.0,€10.8M,Defender,31-35
Juli Freitinho,30,Brazil,76,76,5500000.0,13000.0,1682,Right,1.0,3.0,2.0,Medium/ High,Normal,No,RCB,3.0,"Jan 1, 2018",0,2021,6'4,201lbs,58+2,58+2,58+2,54+2,56+2,56+2,56+2,54+2,55+2,55+2,55+2,55+2,58+2,58+2,58+2,55+2,64+2,67+2,67+2,67+2,64+2,65+2,74+2,74+2,74+2,65+2,54.0,44.0,77.0,73.0,35.0,51.0,52.0,50.0,43.0,63.0,41.0,51.0,32.0,65.0,38.0,46.0,58.0,57.0,91.0,45.0,82.0,66.0,67.0,42.0,63.0,71.0,82.0,74.0,75.0,11.0,15.0,14.0,13.0,12.0,€10.5M,Defender,26-30
João Pedro,26,Brazil,76,79,9500000.0,30000.0,1927,Right,1.0,4.0,4.0,High/ Low,Lean,No,LS,10.0,"Sep 1, 2014",0,2022,6'0,161lbs,73+2,73+2,73+2,74+2,75+2,75+2,75+2,74+2,75+2,75+2,75+2,74+2,71+2,71+2,71+2,74+2,59+2,59+2,59+2,59+2,59+2,56+2,52+2,52+2,52+2,56+2,69.0,75.0,61.0,77.0,72.0,75.0,70.0,57.0,69.0,75.0,75.0,76.0,73.0,76.0,61.0,75.0,73.0,75.0,64.0,73.0,76.0,42.0,79.0,75.0,72.0,72.0,30.0,44.0,28.0,14.0,16.0,7.0,11.0,12.0,€16.9M,Attacker,26-30
Eltildo Correia,26,Brazil,76,76,6500000.0,30000.0,1785,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,RCB,3.0,"Jan 1, 2018",0,2018,6'2,172lbs,57+2,57+2,57+2,52+2,53+2,53+2,53+2,52+2,53+2,53+2,53+2,56+2,60+2,60+2,60+2,56+2,67+2,70+2,70+2,70+2,67+2,69+2,75+2,75+2,75+2,69+2,61.0,41.0,73.0,67.0,52.0,45.0,54.0,48.0,75.0,55.0,52.0,63.0,38.0,77.0,37.0,71.0,81.0,68.0,83.0,45.0,80.0,72.0,42.0,44.0,77.0,75.0,79.0,75.0,77.0,7.0,15.0,13.0,7.0,11.0,€12.4M,Defender,26-30
Kenedy,22,Brazil,76,84,11500000.0,71000.0,1966,Left,1.0,2.0,4.0,High/ High,Lean,Yes,LM,15.0,0,Chelsea,"Jun 30, 2019",6'0,170lbs,72+2,72+2,72+2,75+2,74+2,74+2,74+2,75+2,74+2,74+2,74+2,75+2,71+2,71+2,71+2,75+2,68+2,64+2,64+2,64+2,68+2,66+2,60+2,60+2,60+2,66+2,77.0,65.0,66.0,72.0,55.0,83.0,77.0,54.0,66.0,78.0,79.0,80.0,83.0,74.0,68.0,75.0,68.0,72.0,67.0,66.0,42.0,56.0,74.0,72.0,67.0,76.0,57.0,57.0,52.0,11.0,15.0,11.0,15.0,12.0,0,Midfielder,22-25
Pablo,27,Brazil,76,77,7500000.0,34000.0,1764,Right,1.0,2.0,2.0,Medium/ Medium,Normal,No,LCB,25.0,"Aug 31, 2015",0,2021,6'2,190lbs,58+2,58+2,58+2,53+2,55+2,55+2,55+2,53+2,54+2,54+2,54+2,53+2,57+2,57+2,57+2,53+2,64+2,68+2,68+2,68+2,64+2,66+2,75+2,75+2,75+2,66+2,30.0,49.0,75.0,57.0,52.0,56.0,44.0,50.0,51.0,59.0,54.0,65.0,69.0,75.0,54.0,68.0,72.0,68.0,81.0,43.0,81.0,78.0,40.0,49.0,57.0,66.0,77.0,78.0,72.0,15.0,13.0,10.0,11.0,11.0,€14.8M,Defender,26-30
Dênildo Stein,30,Brazil,76,76,7500000.0,30000.0,1789,Left,1.0,3.0,3.0,High/ Medium,Normal,No,ST,11.0,"Jan 1, 2018",0,2018,5'11,157lbs,74+2,74+2,74+2,72+2,73+2,73+2,73+2,72+2,70+2,70+2,70+2,70+2,63+2,63+2,63+2,70+2,52+2,49+2,49+2,49+2,52+2,49+2,45+2,45+2,45+2,49+2,61.0,78.0,77.0,62.0,77.0,76.0,62.0,63.0,55.0,75.0,73.0,78.0,62.0,79.0,56.0,76.0,55.0,61.0,69.0,73.0,57.0,34.0,72.0,65.0,64.0,65.0,22.0,23.0,22.0,8.0,14.0,12.0,16.0,12.0,€14.3M,Attacker,26-30
Emilio Piodão,26,Brazil,76,76,6500000.0,13000.0,2048,Right,1.0,2.0,2.0,Medium/ Medium,Normal,No,RDM,6.0,"Jan 1, 2018",0,2021,5'10,172lbs,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,69+2,69+2,69+2,69+2,71+2,71+2,71+2,69+2,72+2,74+2,74+2,74+2,72+2,72+2,74+2,74+2,74+2,72+2,59.0,58.0,68.0,74.0,60.0,67.0,82.0,49.0,77.0,73.0,77.0,72.0,74.0,71.0,73.0,73.0,91.0,81.0,73.0,71.0,81.0,76.0,62.0,64.0,61.0,66.0,74.0,76.0,68.0,13.0,12.0,15.0,8.0,15.0,€12.4M,Midfielder,26-30
Eric Botteghin,30,Brazil,76,76,5500000.0,13000.0,1529,Right,1.0,2.0,2.0,Low/ High,Stocky,No,RCB,33.0,"Aug 13, 2015",0,2019,6'3,196lbs,49+2,49+2,49+2,43+2,45+2,45+2,45+2,43+2,46+2,46+2,46+2,46+2,55+2,55+2,55+2,46+2,60+2,68+2,68+2,68+2,60+2,62+2,75+2,75+2,75+2,62+2,30.0,25.0,82.0,61.0,20.0,51.0,25.0,33.0,63.0,60.0,35.0,33.0,33.0,70.0,34.0,59.0,77.0,64.0,91.0,40.0,76.0,76.0,23.0,32.0,42.0,67.0,77.0,78.0,70.0,15.0,12.0,13.0,14.0,15.0,€7.7M,Defender,26-30
Thiago Mendes,26,Brazil,76,79,8000000.0,28000.0,2083,Right,1.0,3.0,4.0,High/ Medium,Normal,No,RDM,23.0,"Jul 8, 2017",0,2022,5'10,176lbs,71+2,71+2,71+2,73+2,73+2,73+2,73+2,73+2,74+2,74+2,74+2,74+2,75+2,75+2,75+2,74+2,75+2,75+2,75+2,75+2,75+2,74+2,71+2,71+2,71+2,74+2,67.0,63.0,59.0,78.0,60.0,76.0,65.0,73.0,74.0,75.0,74.0,82.0,78.0,76.0,74.0,81.0,68.0,84.0,66.0,79.0,77.0,75.0,70.0,75.0,60.0,75.0,69.0,75.0,74.0,14.0,9.0,12.0,13.0,8.0,€16.6M,Midfielder,26-30
Pedro Henrique,25,Brazil,76,81,8500000.0,10000.0,1550,Left,1.0,2.0,2.0,Medium/ Medium,Normal,No,LCB,2.0,"Jul 16, 2015",0,2022,6'3,194lbs,53+2,53+2,53+2,48+2,51+2,51+2,51+2,48+2,50+2,50+2,50+2,50+2,56+2,56+2,56+2,50+2,64+2,69+2,69+2,69+2,64+2,66+2,74+2,74+2,74+2,66+2,29.0,35.0,71.0,67.0,23.0,54.0,29.0,35.0,42.0,63.0,48.0,47.0,42.0,73.0,33.0,68.0,37.0,76.0,90.0,37.0,81.0,78.0,32.0,35.0,43.0,75.0,75.0,79.0,73.0,15.0,8.0,11.0,11.0,10.0,€18.5M,Defender,22-25
