Name,Age,Nationality,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
Jorge Molina,36,Spain,77,77,3200000.0,20000.0,1752,Right,1.0,4.0,3.0,Medium/ Medium,Stocky,No,RS,19.0,"Jul 1, 2016",0,2019,6.2,159.0,75.0,75.0,75.0,66.0,72.0,72.0,72.0,66.0,70.0,70.0,70.0,65.0,67.0,67.0,67.0,65.0,51.0,58.0,58.0,58.0,51.0,49.0,54.0,54.0,54.0,49.0,49.0,79.0,82.0,75.0,79.0,68.0,55.0,59.0,57.0,77.0,34.0,41.0,33.0,79.0,32.0,83.0,42.0,64.0,90.0,75.0,76.0,41.0,82.0,69.0,80.0,73.0,45.0,32.0,19.0,6.0,14.0,8.0,13.0,14.0,€6.7M
Yeray,23,Spain,77,83,10500000.0,19000.0,1843,Right,2.0,3.0,2.0,Medium/ High,Normal,Yes,RCB,5.0,"Jul 1, 2014",0,2022,6.0,172.0,59.0,59.0,59.0,56.0,57.0,57.0,57.0,56.0,56.0,56.0,56.0,59.0,62.0,62.0,62.0,59.0,70.0,72.0,72.0,72.0,70.0,72.0,75.0,75.0,75.0,72.0,48.0,41.0,75.0,70.0,55.0,53.0,56.0,50.0,71.0,72.0,66.0,67.0,56.0,79.0,76.0,69.0,75.0,71.0,76.0,43.0,80.0,81.0,39.0,34.0,61.0,78.0,71.0,72.0,84.0,12.0,9.0,8.0,12.0,11.0,€24.2M
Roberto,32,Spain,77,77,5000000.0,21000.0,1284,Right,2.0,2.0,1.0,Medium/ Medium,Normal,Yes,GK,1.0,"Jul 1, 2016",0,2019,6.4,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,19.0,39.0,13.0,12.0,14.0,14.0,38.0,31.0,45.0,48.0,68.0,76.0,40.0,36.0,74.0,32.0,78.0,11.0,29.0,24.0,17.0,45.0,19.0,57.0,20.0,15.0,18.0,78.0,71.0,75.0,76.0,80.0,€10.5M
Diego Llorente,24,Spain,77,83,10500000.0,22000.0,1763,Right,1.0,3.0,2.0,Medium/ Medium,Lean,Yes,RCB,3.0,"Jul 1, 2017",0,2022,6.1,165.0,57.0,57.0,57.0,59.0,58.0,58.0,58.0,59.0,60.0,60.0,60.0,62.0,66.0,66.0,66.0,62.0,71.0,74.0,74.0,74.0,71.0,72.0,76.0,76.0,76.0,72.0,55.0,39.0,76.0,76.0,31.0,58.0,30.0,35.0,72.0,73.0,65.0,63.0,65.0,76.0,64.0,45.0,79.0,72.0,72.0,37.0,75.0,80.0,43.0,51.0,53.0,69.0,76.0,77.0,78.0,8.0,12.0,11.0,9.0,7.0,€24.2M
Jordi Masip,29,Spain,77,77,6000000.0,17000.0,1317,Right,1.0,3.0,1.0,Medium/ Medium,Lean,No,GK,1.0,"Jul 17, 2017",0,2020,5.11,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,13.0,42.0,19.0,17.0,21.0,20.0,38.0,25.0,57.0,64.0,70.0,73.0,65.0,26.0,81.0,41.0,54.0,13.0,21.0,16.0,11.0,55.0,12.0,54.0,21.0,14.0,13.0,79.0,76.0,76.0,74.0,78.0,€13.2M
Laguardia,28,Spain,77,78,8000000.0,24000.0,1663,Right,1.0,3.0,2.0,Medium/ High,Normal,Yes,RCB,5.0,"Jul 11, 2014",0,2020,6.1,165.0,53.0,53.0,53.0,50.0,51.0,51.0,51.0,50.0,52.0,52.0,52.0,53.0,58.0,58.0,58.0,53.0,66.0,70.0,70.0,70.0,66.0,68.0,76.0,76.0,76.0,68.0,43.0,49.0,73.0,70.0,29.0,36.0,38.0,35.0,57.0,58.0,54.0,63.0,50.0,67.0,59.0,40.0,78.0,76.0,80.0,30.0,89.0,76.0,44.0,46.0,32.0,70.0,78.0,79.0,76.0,14.0,12.0,13.0,9.0,10.0,€17.4M
Borja Iglesias,25,Spain,77,82,12000000.0,29000.0,1783,Right,1.0,3.0,3.0,High/ Medium,Lean,No,ST,7.0,"Jul 9, 2018",0,2022,6.2,190.0,75.0,75.0,75.0,69.0,73.0,73.0,73.0,69.0,71.0,71.0,71.0,69.0,66.0,66.0,66.0,69.0,49.0,50.0,50.0,50.0,49.0,47.0,46.0,46.0,46.0,47.0,50.0,80.0,78.0,68.0,65.0,70.0,35.0,36.0,64.0,75.0,65.0,69.0,61.0,67.0,69.0,80.0,72.0,75.0,91.0,77.0,42.0,20.0,79.0,70.0,78.0,80.0,31.0,27.0,18.0,14.0,12.0,16.0,13.0,16.0,€26.1M
Cote,28,Spain,77,77,7000000.0,23000.0,1949,Left,1.0,3.0,3.0,High/ Medium,Lean,No,LB,15.0,"Jul 14, 2017",0,2020,6.0,170.0,64.0,64.0,64.0,67.0,66.0,66.0,66.0,67.0,66.0,66.0,66.0,68.0,68.0,68.0,68.0,68.0,75.0,72.0,72.0,72.0,75.0,75.0,74.0,74.0,74.0,75.0,78.0,42.0,75.0,76.0,42.0,68.0,72.0,67.0,61.0,76.0,69.0,75.0,72.0,77.0,66.0,69.0,69.0,74.0,66.0,57.0,69.0,78.0,60.0,56.0,45.0,67.0,70.0,76.0,80.0,12.0,13.0,10.0,16.0,13.0,€14.7M
Rubén Castro,37,Spain,77,77,3200000.0,11000.0,1860,Right,2.0,3.0,3.0,Medium/ Low,Normal,No,ST,7.0,"Jul 13, 2018",0,2020,5.7,150.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,76.0,75.0,75.0,75.0,72.0,65.0,65.0,65.0,72.0,52.0,49.0,49.0,49.0,52.0,48.0,43.0,43.0,43.0,48.0,60.0,81.0,71.0,67.0,70.0,80.0,69.0,68.0,45.0,78.0,77.0,73.0,85.0,83.0,77.0,74.0,76.0,55.0,57.0,75.0,50.0,37.0,83.0,74.0,76.0,68.0,36.0,12.0,14.0,14.0,8.0,15.0,8.0,12.0,€5.1M
Juanpe,27,Spain,77,78,8500000.0,27000.0,1561,Right,1.0,3.0,2.0,Low/ High,Normal,Yes,LCB,15.0,"Jul 7, 2016",0,2022,6.3,187.0,52.0,52.0,52.0,49.0,52.0,52.0,52.0,49.0,54.0,54.0,54.0,53.0,62.0,62.0,62.0,53.0,66.0,72.0,72.0,72.0,66.0,68.0,75.0,75.0,75.0,68.0,35.0,35.0,81.0,79.0,13.0,38.0,28.0,35.0,60.0,70.0,41.0,63.0,32.0,72.0,33.0,48.0,70.0,71.0,78.0,27.0,79.0,75.0,32.0,54.0,37.0,65.0,65.0,81.0,78.0,11.0,8.0,11.0,8.0,13.0,€18.5M
Yuri Berchiche,28,Spain,77,77,7000000.0,23000.0,2044,Left,2.0,3.0,3.0,High/ Medium,Normal,Yes,LB,12.0,"Jul 2, 2018",0,2022,5.11,176.0,67.0,67.0,67.0,67.0,65.0,65.0,65.0,67.0,65.0,65.0,65.0,68.0,67.0,67.0,67.0,68.0,75.0,73.0,73.0,73.0,75.0,76.0,75.0,75.0,75.0,76.0,79.0,56.0,72.0,70.0,59.0,66.0,77.0,55.0,68.0,74.0,78.0,77.0,73.0,72.0,71.0,78.0,85.0,82.0,77.0,77.0,85.0,69.0,49.0,48.0,59.0,75.0,74.0,78.0,83.0,12.0,13.0,9.0,8.0,11.0,€14.7M
Jony,26,Spain,77,77,9500000.0,12000.0,1960,Left,1.0,3.0,4.0,High/ Medium,Normal,Yes,LM,23.0,0,Málaga CF,"Jun 30, 2019",5.1,168.0,70.0,70.0,70.0,76.0,74.0,74.0,74.0,76.0,75.0,75.0,75.0,76.0,71.0,71.0,71.0,76.0,66.0,64.0,64.0,64.0,66.0,63.0,56.0,56.0,56.0,63.0,79.0,70.0,44.0,76.0,56.0,74.0,81.0,76.0,72.0,75.0,87.0,85.0,86.0,73.0,79.0,67.0,36.0,71.0,69.0,66.0,60.0,52.0,76.0,77.0,59.0,73.0,55.0,51.0,46.0,11.0,16.0,13.0,13.0,9.0,0
Tomás Pina,30,Spain,77,77,8000000.0,25000.0,1950,Right,1.0,3.0,3.0,Medium/ High,Lean,No,RCM,8.0,"Aug 12, 2018",0,2021,6.1,165.0,69.0,69.0,69.0,69.0,71.0,71.0,71.0,69.0,73.0,73.0,73.0,70.0,75.0,75.0,75.0,70.0,69.0,74.0,74.0,74.0,69.0,69.0,71.0,71.0,71.0,69.0,55.0,62.0,68.0,79.0,59.0,76.0,65.0,60.0,78.0,78.0,60.0,54.0,64.0,77.0,51.0,73.0,69.0,69.0,72.0,68.0,73.0,76.0,71.0,74.0,59.0,65.0,61.0,77.0,69.0,8.0,12.0,11.0,7.0,15.0,€16.8M
Angeliño,21,Spain,77,83,10500000.0,11000.0,2131,Left,1.0,3.0,4.0,High/ Medium,Stocky,Yes,LB,6.0,"Jul 1, 2018",0,2023,5.9,152.0,70.0,70.0,70.0,75.0,74.0,74.0,74.0,75.0,74.0,74.0,74.0,77.0,75.0,75.0,75.0,77.0,77.0,74.0,74.0,74.0,77.0,75.0,71.0,71.0,71.0,75.0,83.0,56.0,53.0,76.0,62.0,80.0,83.0,75.0,74.0,79.0,87.0,85.0,75.0,72.0,82.0,80.0,80.0,86.0,72.0,66.0,77.0,73.0,74.0,74.0,55.0,67.0,68.0,74.0,72.0,13.0,6.0,13.0,13.0,13.0,€16.8M
Adrián,30,Spain,77,77,8500000.0,16000.0,1827,Right,2.0,3.0,3.0,Medium/ Medium,Normal,Yes,ST,20.0,"Jul 12, 2014",0,2019,6.0,161.0,76.0,76.0,76.0,75.0,77.0,77.0,77.0,75.0,75.0,75.0,75.0,72.0,67.0,67.0,67.0,72.0,50.0,50.0,50.0,50.0,50.0,46.0,44.0,44.0,44.0,46.0,60.0,80.0,71.0,73.0,76.0,82.0,77.0,57.0,55.0,84.0,70.0,61.0,73.0,77.0,65.0,78.0,74.0,48.0,68.0,77.0,58.0,32.0,78.0,71.0,67.0,66.0,20.0,19.0,16.0,13.0,14.0,12.0,6.0,15.0,€17M
Aleix Vidal,28,Spain,77,77,7000000.0,17000.0,2049,Right,2.0,4.0,4.0,High/ Medium,Lean,No,RB,11.0,"Aug 4, 2018",0,2022,5.1,154.0,73.0,73.0,73.0,77.0,76.0,76.0,76.0,77.0,75.0,75.0,75.0,77.0,73.0,73.0,73.0,77.0,76.0,73.0,73.0,73.0,76.0,75.0,72.0,72.0,72.0,75.0,75.0,67.0,58.0,78.0,48.0,81.0,69.0,46.0,64.0,82.0,89.0,93.0,77.0,80.0,77.0,84.0,82.0,70.0,68.0,59.0,80.0,73.0,66.0,70.0,51.0,71.0,73.0,69.0,73.0,8.0,7.0,8.0,12.0,12.0,€14.7M
Alberto Moreno,25,Spain,77,79,9000000.0,76000.0,2029,Left,2.0,3.0,3.0,High/ Low,Normal,Yes,LB,18.0,"Aug 16, 2014",0,2019,5.7,143.0,70.0,70.0,70.0,74.0,72.0,72.0,72.0,74.0,71.0,71.0,71.0,74.0,70.0,70.0,70.0,74.0,76.0,72.0,72.0,72.0,76.0,75.0,71.0,71.0,71.0,75.0,78.0,59.0,61.0,74.0,35.0,76.0,59.0,40.0,64.0,79.0,85.0,87.0,84.0,72.0,87.0,80.0,86.0,81.0,61.0,74.0,83.0,72.0,69.0,58.0,54.0,63.0,68.0,73.0,76.0,10.0,14.0,9.0,10.0,11.0,€17.8M
Juanmi,25,Spain,76,79,9500000.0,27000.0,1834,Right,1.0,3.0,3.0,Medium/ Medium,Lean,Yes,LM,7.0,"Jul 1, 2016",0,2021,5.8,152.0,75.0,75.0,75.0,76.0,77.0,77.0,77.0,76.0,75.0,75.0,75.0,74.0,67.0,67.0,67.0,74.0,55.0,51.0,51.0,51.0,55.0,52.0,44.0,44.0,44.0,52.0,64.0,78.0,74.0,75.0,73.0,78.0,60.0,57.0,53.0,79.0,77.0,77.0,78.0,81.0,78.0,70.0,75.0,70.0,46.0,72.0,57.0,23.0,82.0,69.0,63.0,69.0,25.0,28.0,25.0,11.0,6.0,9.0,12.0,9.0,€20.7M
David Juncà,24,Spain,76,81,8500000.0,18000.0,1926,Left,1.0,3.0,3.0,High/ Medium,Normal,Yes,LB,17.0,"Jul 2, 2018",0,2023,5.9,148.0,60.0,60.0,60.0,64.0,61.0,61.0,61.0,64.0,62.0,62.0,62.0,67.0,65.0,65.0,65.0,67.0,74.0,71.0,71.0,71.0,74.0,74.0,72.0,72.0,72.0,74.0,78.0,35.0,70.0,72.0,43.0,64.0,69.0,58.0,61.0,77.0,79.0,77.0,77.0,67.0,79.0,61.0,75.0,86.0,76.0,46.0,75.0,74.0,55.0,48.0,55.0,67.0,65.0,74.0,78.0,10.0,9.0,16.0,8.0,9.0,€18.5M
Iván Cuéllar,34,Spain,76,76,3100000.0,21000.0,1243,Left,1.0,2.0,1.0,Medium/ Medium,Normal,Yes,GK,1.0,"Jul 5, 2017",0,2019,6.2,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,13.0,23.0,17.0,14.0,25.0,20.0,28.0,13.0,59.0,43.0,57.0,73.0,46.0,24.0,65.0,44.0,65.0,12.0,28.0,18.0,12.0,44.0,25.0,56.0,20.0,11.0,15.0,74.0,76.0,78.0,73.0,78.0,€6.5M
Mario Suárez,31,Spain,76,76,6500000.0,16000.0,1914,Right,2.0,4.0,3.0,Medium/ High,Normal,Yes,LCM,26.0,"Jul 10, 2017",0,2019,6.2,176.0,68.0,68.0,68.0,67.0,69.0,69.0,69.0,67.0,70.0,70.0,70.0,69.0,75.0,75.0,75.0,69.0,69.0,73.0,73.0,73.0,69.0,68.0,70.0,70.0,70.0,68.0,64.0,62.0,68.0,79.0,43.0,72.0,66.0,70.0,78.0,79.0,42.0,58.0,54.0,76.0,48.0,80.0,58.0,72.0,80.0,69.0,73.0,78.0,59.0,75.0,59.0,74.0,47.0,75.0,69.0,9.0,13.0,16.0,12.0,11.0,€14M
Bernat,25,Spain,76,77,7500000.0,54000.0,2033,Left,2.0,3.0,4.0,High/ Medium,Normal,Yes,LB,14.0,"Aug 31, 2018",0,2021,5.7,148.0,68.0,68.0,68.0,76.0,74.0,74.0,74.0,76.0,75.0,75.0,75.0,76.0,74.0,74.0,74.0,76.0,76.0,73.0,73.0,73.0,76.0,75.0,69.0,69.0,69.0,75.0,79.0,57.0,53.0,79.0,59.0,84.0,76.0,51.0,64.0,83.0,79.0,78.0,86.0,77.0,88.0,62.0,73.0,77.0,55.0,62.0,68.0,73.0,73.0,70.0,53.0,69.0,69.0,75.0,74.0,8.0,9.0,12.0,11.0,16.0,€14.4M
Jesé,25,Spain,76,79,9500000.0,59000.0,1798,Right,2.0,4.0,4.0,Medium/ Medium,Normal,Yes,LM,22.0,"Aug 8, 2016",0,2021,5.1,159.0,70.0,70.0,70.0,76.0,74.0,74.0,74.0,76.0,75.0,75.0,75.0,75.0,68.0,68.0,68.0,75.0,53.0,50.0,50.0,50.0,53.0,48.0,38.0,38.0,38.0,48.0,72.0,71.0,42.0,76.0,55.0,81.0,78.0,66.0,69.0,80.0,85.0,79.0,85.0,67.0,74.0,73.0,71.0,61.0,60.0,72.0,29.0,33.0,75.0,70.0,68.0,74.0,17.0,23.0,12.0,13.0,7.0,6.0,13.0,15.0,€18.3M
Junior Firpo,21,Spain,76,81,8500000.0,15000.0,1927,Left,1.0,3.0,3.0,Medium/ Medium,Normal,No,LM,20.0,"Jul 1, 2015",0,2023,6.0,165.0,69.0,69.0,69.0,70.0,69.0,69.0,69.0,70.0,69.0,69.0,69.0,71.0,70.0,70.0,70.0,71.0,75.0,72.0,72.0,72.0,75.0,75.0,72.0,72.0,72.0,75.0,77.0,61.0,74.0,72.0,55.0,67.0,65.0,43.0,70.0,77.0,81.0,80.0,63.0,71.0,62.0,62.0,64.0,77.0,74.0,61.0,55.0,74.0,71.0,59.0,38.0,65.0,70.0,77.0,78.0,7.0,7.0,7.0,14.0,14.0,€18.5M
Mario Hermoso,23,Spain,76,84,10000000.0,21000.0,1896,Left,1.0,4.0,2.0,Medium/ Medium,Lean,Yes,LCB,22.0,"Jul 12, 2017",0,2020,6.0,163.0,60.0,60.0,60.0,63.0,61.0,61.0,61.0,63.0,61.0,61.0,61.0,66.0,64.0,64.0,64.0,66.0,74.0,71.0,71.0,71.0,74.0,75.0,75.0,75.0,75.0,75.0,71.0,29.0,72.0,67.0,37.0,61.0,65.0,55.0,63.0,72.0,78.0,88.0,78.0,70.0,71.0,61.0,86.0,77.0,77.0,32.0,76.0,76.0,64.0,52.0,45.0,68.0,72.0,79.0,78.0,13.0,8.0,10.0,5.0,8.0,€23M
Ayoze Pérez,24,Spain,76,81,10500000.0,42000.0,1911,Right,1.0,4.0,4.0,High/ High,Lean,Yes,CF,17.0,"Jun 6, 2014",0,2021,5.1,159.0,73.0,73.0,73.0,74.0,75.0,75.0,75.0,74.0,74.0,74.0,74.0,72.0,68.0,68.0,68.0,72.0,57.0,56.0,56.0,56.0,57.0,55.0,51.0,51.0,51.0,55.0,48.0,78.0,66.0,71.0,77.0,82.0,79.0,60.0,51.0,78.0,77.0,75.0,83.0,76.0,78.0,66.0,71.0,77.0,53.0,64.0,70.0,35.0,80.0,71.0,73.0,73.0,45.0,42.0,28.0,12.0,12.0,11.0,14.0,8.0,€20.7M
Vicente Gómez,29,Spain,76,76,7500000.0,12000.0,1836,Left,1.0,2.0,3.0,Medium/ Medium,Lean,No,LCM,8.0,"Aug 17, 2018",0,2020,6.2,172.0,66.0,66.0,66.0,65.0,67.0,67.0,67.0,65.0,70.0,70.0,70.0,66.0,74.0,74.0,74.0,66.0,66.0,73.0,73.0,73.0,66.0,66.0,70.0,70.0,70.0,66.0,57.0,66.0,74.0,82.0,48.0,67.0,61.0,65.0,77.0,77.0,35.0,35.0,62.0,70.0,35.0,63.0,58.0,70.0,73.0,60.0,65.0,75.0,70.0,79.0,46.0,70.0,67.0,72.0,68.0,15.0,13.0,9.0,6.0,16.0,€12M
Embarba,26,Spain,76,77,9000000.0,20000.0,1907,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,RM,11.0,"Jul 1, 2013",0,2021,5.8,146.0,69.0,69.0,69.0,74.0,74.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,73.0,73.0,73.0,75.0,64.0,63.0,63.0,63.0,64.0,62.0,54.0,54.0,54.0,62.0,71.0,72.0,45.0,78.0,53.0,76.0,62.0,65.0,76.0,72.0,76.0,79.0,79.0,76.0,78.0,69.0,61.0,77.0,61.0,68.0,56.0,49.0,75.0,79.0,62.0,61.0,41.0,52.0,49.0,13.0,6.0,6.0,14.0,11.0,€20.5M
Jordi Amat,26,Spain,76,80,8500000.0,18000.0,1704,Right,2.0,3.0,2.0,Low/ High,Normal,Yes,LCB,16.0,"Aug 10, 2018",0,2022,6.1,183.0,56.0,56.0,56.0,53.0,55.0,55.0,55.0,53.0,56.0,56.0,56.0,54.0,60.0,60.0,60.0,54.0,65.0,69.0,69.0,69.0,65.0,67.0,74.0,74.0,74.0,67.0,31.0,34.0,74.0,68.0,28.0,50.0,40.0,36.0,52.0,65.0,61.0,69.0,59.0,70.0,57.0,75.0,78.0,66.0,79.0,65.0,82.0,71.0,30.0,59.0,28.0,69.0,76.0,76.0,79.0,9.0,6.0,7.0,16.0,8.0,€19.3M
Víctor Vázquez,31,Spain,76,76,6500000.0,9000.0,1866,Right,1.0,2.0,3.0,Medium/ Low,Normal,No,CAM,7.0,"Feb 20, 2017",0,2018,5.9,168.0,68.0,68.0,68.0,72.0,73.0,73.0,73.0,72.0,75.0,75.0,75.0,73.0,75.0,75.0,75.0,73.0,61.0,64.0,64.0,64.0,61.0,57.0,52.0,52.0,52.0,57.0,72.0,68.0,49.0,81.0,70.0,77.0,80.0,74.0,78.0,80.0,53.0,50.0,60.0,79.0,74.0,69.0,37.0,69.0,59.0,72.0,55.0,55.0,77.0,79.0,71.0,79.0,45.0,50.0,28.0,8.0,16.0,8.0,15.0,8.0,€9.8M
Diego Mariño,28,Spain,76,77,6000000.0,9000.0,1243,Right,1.0,3.0,1.0,Medium/ Medium,Lean,No,GK,13.0,"Jul 1, 2016",0,2022,6.2,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,20.0,34.0,18.0,14.0,14.0,11.0,32.0,19.0,47.0,53.0,68.0,75.0,53.0,23.0,77.0,34.0,67.0,14.0,24.0,22.0,11.0,38.0,23.0,56.0,16.0,15.0,14.0,76.0,72.0,70.0,72.0,79.0,€10.1M
Carles Planas,27,Spain,76,77,7000000.0,26000.0,1941,Left,1.0,3.0,3.0,Medium/ Medium,Normal,Yes,LB,21.0,"Jul 13, 2017",0,2020,5.8,168.0,64.0,64.0,64.0,68.0,66.0,66.0,66.0,68.0,67.0,67.0,67.0,69.0,68.0,68.0,68.0,69.0,74.0,71.0,71.0,71.0,74.0,74.0,73.0,73.0,73.0,74.0,80.0,52.0,68.0,76.0,35.0,69.0,59.0,55.0,58.0,75.0,69.0,75.0,71.0,74.0,77.0,54.0,84.0,74.0,76.0,56.0,73.0,75.0,61.0,59.0,51.0,66.0,62.0,77.0,79.0,15.0,11.0,15.0,12.0,14.0,€15.2M
Soldado,33,Spain,76,76,4800000.0,61000.0,1911,Right,3.0,4.0,3.0,High/ Low,Normal,Yes,ST,9.0,"Aug 11, 2017",0,2019,5.11,163.0,74.0,74.0,74.0,72.0,74.0,74.0,74.0,72.0,73.0,73.0,73.0,70.0,68.0,68.0,68.0,70.0,57.0,58.0,58.0,58.0,57.0,54.0,55.0,55.0,55.0,54.0,66.0,77.0,76.0,78.0,81.0,74.0,70.0,68.0,58.0,76.0,56.0,60.0,65.0,74.0,64.0,79.0,76.0,55.0,70.0,71.0,73.0,41.0,77.0,75.0,79.0,76.0,38.0,41.0,38.0,13.0,13.0,14.0,9.0,6.0,€9.2M
Rubén Duarte,22,Spain,76,81,8500000.0,18000.0,1776,Left,1.0,2.0,2.0,Medium/ Medium,Normal,No,LB,3.0,"Jul 1, 2017",0,2020,5.11,165.0,56.0,56.0,56.0,60.0,57.0,57.0,57.0,60.0,57.0,57.0,57.0,63.0,60.0,60.0,60.0,63.0,74.0,70.0,70.0,70.0,74.0,74.0,74.0,74.0,74.0,74.0,76.0,28.0,74.0,77.0,30.0,62.0,57.0,60.0,55.0,73.0,71.0,72.0,66.0,71.0,69.0,50.0,60.0,74.0,71.0,30.0,70.0,69.0,48.0,31.0,40.0,64.0,77.0,79.0,80.0,10.0,12.0,14.0,11.0,9.0,€18.5M
Llorente,33,Spain,76,76,4800000.0,76000.0,1599,Right,3.0,3.0,3.0,Medium/ Medium,Normal,Yes,ST,18.0,"Aug 31, 2017",0,2019,6.4,203.0,75.0,75.0,75.0,65.0,71.0,71.0,71.0,65.0,69.0,69.0,69.0,63.0,64.0,64.0,64.0,63.0,44.0,51.0,51.0,51.0,44.0,42.0,49.0,49.0,49.0,42.0,44.0,79.0,90.0,73.0,81.0,67.0,57.0,40.0,49.0,80.0,29.0,32.0,33.0,80.0,30.0,79.0,55.0,44.0,86.0,64.0,71.0,25.0,84.0,70.0,70.0,82.0,34.0,25.0,15.0,2.0,2.0,3.0,4.0,2.0,€8.9M
Mata,29,Spain,76,76,7500000.0,25000.0,1768,Right,1.0,3.0,3.0,High/ Medium,Normal,No,LS,7.0,"Jul 2, 2018",0,2021,6.2,172.0,75.0,75.0,75.0,70.0,71.0,71.0,71.0,70.0,68.0,68.0,68.0,68.0,60.0,60.0,60.0,68.0,52.0,49.0,49.0,49.0,52.0,50.0,47.0,47.0,47.0,50.0,62.0,81.0,72.0,61.0,69.0,70.0,55.0,48.0,49.0,72.0,72.0,76.0,66.0,72.0,36.0,76.0,64.0,76.0,81.0,71.0,73.0,19.0,81.0,56.0,76.0,70.0,29.0,28.0,29.0,12.0,8.0,10.0,6.0,12.0,€15.8M
Yoel,29,Spain,76,76,5000000.0,18000.0,1200,Right,2.0,3.0,1.0,Medium/ Medium,Normal,Yes,GK,13.0,0,SD Eibar,"Jun 30, 2019",6.1,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,14.0,10.0,31.0,19.0,13.0,25.0,15.0,35.0,14.0,35.0,43.0,40.0,72.0,47.0,23.0,65.0,34.0,70.0,11.0,35.0,19.0,13.0,45.0,25.0,57.0,19.0,15.0,11.0,75.0,77.0,76.0,74.0,76.0,0
Iván Alejo,23,Spain,76,81,10500000.0,20000.0,1810,Right,1.0,3.0,3.0,Medium/ Medium,Lean,No,RM,23.0,"Jul 26, 2018",0,2023,6.0,168.0,70.0,70.0,70.0,74.0,73.0,73.0,73.0,74.0,73.0,73.0,73.0,74.0,68.0,68.0,68.0,74.0,61.0,58.0,58.0,58.0,61.0,58.0,51.0,51.0,51.0,58.0,76.0,73.0,47.0,76.0,56.0,79.0,54.0,49.0,71.0,77.0,73.0,86.0,74.0,69.0,60.0,70.0,69.0,63.0,65.0,64.0,45.0,39.0,72.0,68.0,47.0,61.0,48.0,39.0,42.0,9.0,12.0,14.0,14.0,10.0,€22.8M
Andrés Fernández,31,Spain,76,76,4700000.0,22000.0,1299,Right,1.0,3.0,1.0,Medium/ Medium,Normal,Yes,GK,13.0,"Jul 1, 2017",0,2021,6.2,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,12.0,35.0,13.0,14.0,24.0,12.0,40.0,18.0,58.0,55.0,57.0,75.0,65.0,22.0,77.0,43.0,74.0,12.0,40.0,26.0,14.0,41.0,21.0,56.0,22.0,14.0,15.0,80.0,71.0,68.0,72.0,79.0,€9.8M
Eraso,28,Spain,76,76,8000000.0,29000.0,1928,Right,1.0,3.0,3.0,High/ High,Lean,Yes,CAM,17.0,"Jul 24, 2017",0,2020,5.11,157.0,72.0,72.0,72.0,72.0,74.0,74.0,74.0,72.0,74.0,74.0,74.0,73.0,76.0,76.0,76.0,73.0,68.0,71.0,71.0,71.0,68.0,66.0,64.0,64.0,64.0,66.0,64.0,78.0,54.0,80.0,59.0,73.0,53.0,59.0,79.0,75.0,59.0,59.0,44.0,84.0,58.0,70.0,73.0,85.0,67.0,75.0,82.0,67.0,81.0,72.0,53.0,80.0,47.0,64.0,57.0,10.0,15.0,9.0,9.0,14.0,€16.8M
