Name,Age,Nationality,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
Fabrício,28,Brazil,75,75,7000000.0,15000.0,1936,Right,1.0,2.0,4.0,Medium/ Medium,Normal,No,ST,12.0,"Jul 16, 2018",0,2019,6.0,172.0,74.0,74.0,74.0,72.0,73.0,73.0,73.0,72.0,72.0,72.0,72.0,71.0,68.0,68.0,68.0,71.0,57.0,56.0,56.0,56.0,57.0,54.0,51.0,51.0,51.0,54.0,64.0,78.0,68.0,66.0,76.0,76.0,75.0,72.0,61.0,78.0,66.0,68.0,80.0,77.0,70.0,78.0,81.0,82.0,74.0,69.0,73.0,51.0,75.0,69.0,71.0,74.0,25.0,27.0,30.0,9.0,14.0,13.0,10.0,10.0,€9.1M
Paulinho,23,Brazil,75,82,9500000.0,9000.0,1797,Left,1.0,3.0,4.0,High/ Low,Normal,No,LCM,8.0,"Aug 21, 2018",0,2022,5.5,128.0,66.0,66.0,66.0,72.0,72.0,72.0,72.0,72.0,74.0,74.0,74.0,72.0,69.0,69.0,69.0,72.0,55.0,52.0,52.0,52.0,55.0,50.0,40.0,40.0,40.0,50.0,66.0,69.0,47.0,77.0,64.0,73.0,67.0,68.0,69.0,74.0,73.0,68.0,87.0,70.0,90.0,60.0,71.0,70.0,35.0,67.0,38.0,40.0,78.0,79.0,65.0,76.0,23.0,30.0,20.0,12.0,14.0,14.0,11.0,8.0,€21.9M
Dani Rochelinhas,26,Brazil,75,75,7000000.0,17000.0,1815,Left,1.0,3.0,4.0,High/ Low,Normal,No,CAM,21.0,"Jan 1, 2018",0,2021,5.1,165.0,67.0,67.0,67.0,73.0,72.0,72.0,72.0,73.0,74.0,74.0,74.0,73.0,69.0,69.0,69.0,73.0,57.0,56.0,56.0,56.0,57.0,54.0,45.0,45.0,45.0,54.0,66.0,64.0,51.0,74.0,61.0,75.0,72.0,73.0,71.0,76.0,81.0,72.0,82.0,74.0,67.0,55.0,51.0,71.0,54.0,62.0,57.0,41.0,77.0,76.0,71.0,78.0,26.0,33.0,32.0,13.0,8.0,10.0,9.0,10.0,€13.3M
Cássio,37,Brazil,75,75,450000.0,10000.0,1165,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Jul 1, 2018",0,2019,6.1,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,12.0,25.0,14.0,12.0,12.0,13.0,22.0,22.0,34.0,40.0,45.0,72.0,45.0,24.0,70.0,30.0,64.0,11.0,40.0,22.0,13.0,60.0,24.0,59.0,18.0,17.0,14.0,77.0,74.0,68.0,73.0,76.0,€743K
Marlon,22,Brazil,75,82,8000000.0,34000.0,1770,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,RCB,2.0,"Aug 16, 2018",0,2020,6.0,176.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,58.0,58.0,58.0,59.0,62.0,62.0,62.0,59.0,67.0,71.0,71.0,71.0,67.0,69.0,73.0,73.0,73.0,69.0,43.0,40.0,71.0,72.0,33.0,64.0,57.0,46.0,69.0,72.0,63.0,71.0,60.0,65.0,59.0,61.0,64.0,66.0,78.0,36.0,76.0,77.0,36.0,46.0,58.0,66.0,75.0,73.0,75.0,8.0,15.0,16.0,13.0,12.0,€15.2M
Thiago Maia,21,Brazil,75,82,8000000.0,19000.0,1928,Left,1.0,3.0,3.0,Medium/ Medium,Normal,No,CDM,20.0,"Jul 25, 2017",0,2022,5.1,174.0,64.0,64.0,64.0,66.0,67.0,67.0,67.0,66.0,68.0,68.0,68.0,68.0,71.0,71.0,71.0,68.0,72.0,74.0,74.0,74.0,72.0,71.0,72.0,72.0,72.0,71.0,61.0,46.0,63.0,77.0,53.0,70.0,53.0,52.0,73.0,74.0,69.0,70.0,60.0,74.0,64.0,74.0,74.0,75.0,74.0,65.0,75.0,74.0,61.0,65.0,58.0,75.0,70.0,78.0,72.0,8.0,12.0,14.0,8.0,12.0,€17.6M
Fernandinho,25,Brazil,75,78,8500000.0,10000.0,1934,Left,1.0,3.0,4.0,High/ Low,Lean,No,CAM,32.0,"Jan 8, 2016",0,2019,5.9,143.0,70.0,70.0,70.0,73.0,73.0,73.0,73.0,73.0,72.0,72.0,72.0,73.0,69.0,69.0,69.0,73.0,65.0,62.0,62.0,62.0,65.0,62.0,57.0,57.0,57.0,62.0,70.0,67.0,44.0,69.0,58.0,78.0,67.0,60.0,64.0,77.0,80.0,80.0,72.0,74.0,79.0,75.0,87.0,78.0,66.0,71.0,63.0,50.0,75.0,66.0,63.0,74.0,56.0,50.0,49.0,6.0,11.0,11.0,10.0,8.0,€18.9M
Kaíquão Castro,34,Brazil,75,75,2700000.0,20000.0,1113,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,22.0,"Jan 1, 2018",0,2021,6.3,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,10.0,20.0,9.0,9.0,8.0,7.0,16.0,21.0,34.0,38.0,31.0,72.0,41.0,23.0,67.0,41.0,81.0,7.0,36.0,22.0,11.0,71.0,19.0,67.0,23.0,10.0,10.0,77.0,76.0,61.0,72.0,73.0,€5.1M
Lafortiscinho,26,Brazil,75,75,5500000.0,20000.0,1982,Left,1.0,3.0,3.0,High/ Medium,Normal,No,LB,5.0,"Jan 1, 2018",0,2021,5.1,165.0,63.0,63.0,63.0,67.0,64.0,64.0,64.0,67.0,65.0,65.0,65.0,69.0,67.0,67.0,67.0,69.0,73.0,71.0,71.0,71.0,73.0,74.0,71.0,71.0,71.0,74.0,73.0,48.0,72.0,66.0,58.0,72.0,80.0,65.0,74.0,71.0,81.0,83.0,80.0,68.0,70.0,54.0,73.0,81.0,62.0,58.0,75.0,73.0,58.0,57.0,55.0,68.0,75.0,72.0,76.0,10.0,8.0,9.0,12.0,13.0,€10.5M
Tchê Tchê,25,Brazil,75,78,8000000.0,1000.0,1996,Right,1.0,4.0,3.0,Medium/ Medium,Lean,No,CM,6.0,"Jul 1, 2018",0,2023,5.9,146.0,68.0,68.0,68.0,73.0,73.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,73.0,73.0,73.0,74.0,72.0,70.0,70.0,70.0,72.0,71.0,66.0,66.0,66.0,71.0,70.0,62.0,54.0,75.0,67.0,78.0,71.0,66.0,72.0,76.0,82.0,78.0,79.0,73.0,79.0,73.0,59.0,76.0,50.0,72.0,57.0,68.0,69.0,75.0,68.0,70.0,75.0,70.0,68.0,6.0,5.0,6.0,9.0,8.0,€17.4M
Baiano,31,Brazil,75,75,4400000.0,13000.0,1964,Right,1.0,2.0,3.0,Medium/ Medium,Lean,No,RB,14.0,"Jul 1, 2018",0,2020,5.1,152.0,67.0,67.0,67.0,69.0,68.0,68.0,68.0,69.0,67.0,67.0,67.0,70.0,67.0,67.0,67.0,70.0,74.0,71.0,71.0,71.0,74.0,74.0,72.0,72.0,72.0,74.0,74.0,56.0,63.0,69.0,50.0,74.0,63.0,38.0,63.0,72.0,76.0,77.0,77.0,73.0,76.0,69.0,77.0,83.0,67.0,66.0,76.0,75.0,69.0,50.0,49.0,71.0,74.0,75.0,73.0,13.0,11.0,14.0,11.0,11.0,€8.7M
Kaimo Lima,34,Brazil,75,75,2000000.0,24000.0,1972,Left,1.0,3.0,2.0,Medium/ Medium,Lean,No,RCB,3.0,"Jan 1, 2018",0,2021,6.2,170.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,68.0,69.0,69.0,69.0,68.0,71.0,72.0,72.0,72.0,71.0,72.0,74.0,74.0,74.0,72.0,70.0,50.0,75.0,74.0,59.0,68.0,52.0,70.0,77.0,70.0,76.0,78.0,60.0,71.0,59.0,79.0,76.0,61.0,77.0,76.0,68.0,76.0,59.0,58.0,66.0,76.0,74.0,76.0,70.0,8.0,8.0,9.0,10.0,12.0,€3.8M
Bobô,33,Brazil,75,75,4200000.0,16000.0,1797,Right,2.0,3.0,3.0,High/ Low,Normal,No,ST,13.0,"Jul 9, 2018",0,2020,6.1,187.0,73.0,73.0,73.0,70.0,71.0,71.0,71.0,70.0,69.0,69.0,69.0,69.0,63.0,63.0,63.0,69.0,51.0,50.0,50.0,50.0,51.0,48.0,45.0,45.0,45.0,48.0,66.0,78.0,78.0,69.0,74.0,70.0,53.0,43.0,58.0,68.0,67.0,64.0,69.0,75.0,66.0,79.0,76.0,67.0,79.0,68.0,58.0,29.0,75.0,68.0,80.0,78.0,23.0,22.0,19.0,12.0,7.0,9.0,15.0,13.0,€8.4M
Titi,30,Brazil,75,75,4900000.0,22000.0,1603,Left,1.0,3.0,2.0,High/ Medium,Stocky,No,LCB,2.0,"Aug 6, 2018",0,2020,6.2,183.0,51.0,51.0,51.0,45.0,48.0,48.0,48.0,45.0,46.0,46.0,46.0,46.0,51.0,51.0,51.0,46.0,59.0,65.0,65.0,65.0,59.0,63.0,74.0,74.0,74.0,63.0,40.0,27.0,76.0,44.0,50.0,46.0,49.0,45.0,39.0,66.0,32.0,35.0,47.0,69.0,45.0,69.0,46.0,52.0,88.0,22.0,80.0,79.0,42.0,49.0,71.0,62.0,74.0,80.0,77.0,6.0,13.0,15.0,16.0,14.0,€9.9M
Duirval Diniz,34,Brazil,74,74,1700000.0,13000.0,1677,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,RCB,3.0,"Jan 1, 2018",0,2021,6.2,181.0,52.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,51.0,51.0,51.0,50.0,56.0,56.0,56.0,50.0,63.0,68.0,68.0,68.0,63.0,66.0,73.0,73.0,73.0,66.0,45.0,44.0,75.0,66.0,34.0,41.0,36.0,55.0,62.0,55.0,56.0,53.0,55.0,71.0,53.0,54.0,71.0,61.0,82.0,52.0,72.0,72.0,24.0,45.0,61.0,67.0,76.0,76.0,75.0,7.0,16.0,12.0,9.0,11.0,€3.2M
Bebeto,28,Brazil,74,74,4400000.0,10000.0,1883,Right,1.0,2.0,3.0,Medium/ Medium,Normal,No,RB,2.0,"Jul 1, 2017",0,2020,5.9,154.0,60.0,60.0,60.0,65.0,63.0,63.0,63.0,65.0,63.0,63.0,63.0,67.0,64.0,64.0,64.0,67.0,73.0,69.0,69.0,69.0,73.0,73.0,69.0,69.0,69.0,73.0,73.0,45.0,63.0,71.0,52.0,71.0,64.0,56.0,55.0,70.0,79.0,73.0,81.0,74.0,76.0,58.0,79.0,86.0,58.0,38.0,67.0,74.0,57.0,52.0,44.0,66.0,70.0,72.0,73.0,5.0,11.0,10.0,14.0,12.0,€9.3M
Da Costa,34,Brazil,74,74,2300000.0,20000.0,1105,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Jan 21, 2015",0,2021,6.1,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,12.0,28.0,11.0,11.0,13.0,11.0,30.0,20.0,42.0,37.0,43.0,72.0,40.0,24.0,54.0,30.0,63.0,11.0,30.0,17.0,10.0,34.0,23.0,55.0,16.0,19.0,18.0,75.0,72.0,64.0,75.0,75.0,€3.9M
Edercinho Sepa,30,Brazil,74,74,4200000.0,22000.0,2010,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,RCM,6.0,"Jan 1, 2018",0,2021,5.1,168.0,72.0,72.0,72.0,67.0,71.0,71.0,71.0,67.0,70.0,70.0,70.0,68.0,72.0,72.0,72.0,68.0,69.0,73.0,73.0,73.0,69.0,70.0,72.0,72.0,72.0,70.0,42.0,65.0,73.0,76.0,71.0,64.0,53.0,71.0,77.0,70.0,74.0,76.0,68.0,82.0,68.0,82.0,68.0,77.0,69.0,77.0,66.0,66.0,70.0,63.0,70.0,69.0,81.0,76.0,68.0,7.0,12.0,13.0,7.0,8.0,€7.5M
Pascoal Muscato,26,Brazil,74,74,4900000.0,15000.0,1964,Right,1.0,4.0,2.0,Medium/ Medium,Stocky,No,RDM,6.0,"Jan 1, 2018",0,2021,5.1,185.0,67.0,67.0,67.0,66.0,68.0,68.0,68.0,66.0,68.0,68.0,68.0,66.0,71.0,71.0,71.0,66.0,68.0,73.0,73.0,73.0,68.0,68.0,72.0,72.0,72.0,68.0,56.0,59.0,59.0,75.0,72.0,70.0,65.0,60.0,74.0,72.0,53.0,64.0,60.0,74.0,66.0,83.0,67.0,70.0,80.0,76.0,74.0,71.0,64.0,66.0,64.0,72.0,75.0,76.0,68.0,9.0,10.0,7.0,9.0,16.0,€9.3M
Fransérgio,27,Brazil,74,74,6000000.0,13000.0,1949,Right,1.0,3.0,3.0,High/ Medium,Normal,No,LCM,27.0,"Jul 1, 2017",0,2022,6.2,181.0,72.0,72.0,72.0,69.0,72.0,72.0,72.0,69.0,71.0,71.0,71.0,70.0,73.0,73.0,73.0,70.0,68.0,72.0,72.0,72.0,68.0,68.0,70.0,70.0,70.0,68.0,67.0,67.0,74.0,74.0,66.0,73.0,59.0,56.0,77.0,75.0,51.0,59.0,57.0,73.0,52.0,85.0,52.0,70.0,75.0,76.0,80.0,69.0,77.0,71.0,73.0,75.0,68.0,71.0,68.0,9.0,7.0,5.0,6.0,7.0,€12M
Anselmo,29,Brazil,74,74,4400000.0,21000.0,1906,Right,1.0,2.0,3.0,Medium/ High,Normal,No,RDM,87.0,"Jul 1, 2018",0,2022,6.1,181.0,66.0,66.0,66.0,65.0,66.0,66.0,66.0,65.0,66.0,66.0,66.0,66.0,69.0,69.0,69.0,66.0,70.0,72.0,72.0,72.0,70.0,70.0,72.0,72.0,72.0,70.0,52.0,61.0,62.0,74.0,54.0,63.0,47.0,46.0,72.0,70.0,73.0,69.0,62.0,72.0,72.0,72.0,64.0,78.0,80.0,63.0,76.0,69.0,63.0,58.0,62.0,68.0,74.0,78.0,72.0,9.0,11.0,8.0,12.0,8.0,€7.4M
Caio Milaçar,34,Brazil,74,74,2800000.0,19000.0,1752,Right,1.0,4.0,4.0,Medium/ Medium,Lean,No,CAM,8.0,"Jan 1, 2018",0,2021,5.7,148.0,66.0,66.0,66.0,71.0,71.0,71.0,71.0,71.0,72.0,72.0,72.0,70.0,67.0,67.0,67.0,70.0,55.0,52.0,52.0,52.0,55.0,51.0,41.0,41.0,41.0,51.0,59.0,72.0,47.0,75.0,69.0,75.0,68.0,64.0,60.0,75.0,68.0,66.0,76.0,74.0,85.0,60.0,48.0,67.0,44.0,63.0,41.0,43.0,68.0,76.0,73.0,79.0,17.0,32.0,30.0,10.0,11.0,12.0,11.0,13.0,€5.3M
Elias Fontoira,34,Brazil,74,74,1700000.0,21000.0,2047,Right,1.0,3.0,3.0,Medium/ Medium,Lean,No,LDM,13.0,"Jan 1, 2018",0,2021,6.1,163.0,70.0,70.0,70.0,71.0,71.0,71.0,71.0,71.0,72.0,72.0,72.0,72.0,73.0,73.0,73.0,72.0,73.0,73.0,73.0,73.0,73.0,72.0,71.0,71.0,71.0,72.0,70.0,69.0,66.0,73.0,67.0,74.0,74.0,75.0,74.0,75.0,68.0,72.0,66.0,76.0,69.0,68.0,70.0,74.0,71.0,72.0,65.0,75.0,66.0,77.0,72.0,82.0,80.0,67.0,73.0,8.0,7.0,12.0,10.0,12.0,€3.2M
Enaldo Praz,30,Brazil,74,74,4099999.9999999995,22000.0,1836,Left,1.0,3.0,2.0,Medium/ Medium,Normal,No,LB,5.0,"Jan 1, 2018",0,2021,5.1,161.0,59.0,59.0,59.0,63.0,62.0,62.0,62.0,63.0,64.0,64.0,64.0,66.0,67.0,67.0,67.0,66.0,72.0,72.0,72.0,72.0,72.0,72.0,71.0,71.0,71.0,72.0,73.0,45.0,68.0,70.0,41.0,61.0,45.0,46.0,69.0,69.0,71.0,73.0,64.0,72.0,65.0,55.0,64.0,81.0,62.0,52.0,79.0,70.0,51.0,70.0,51.0,68.0,78.0,77.0,71.0,13.0,9.0,1.0,13.0,7.0,€7.3M
Jailson Caeiro,26,Brazil,74,74,4800000.0,18000.0,1902,Right,1.0,4.0,3.0,High/ Medium,Normal,No,RB,2.0,"Jan 1, 2018",0,2018,5.1,165.0,63.0,63.0,63.0,66.0,64.0,64.0,64.0,66.0,64.0,64.0,64.0,68.0,66.0,66.0,66.0,68.0,73.0,69.0,69.0,69.0,73.0,73.0,70.0,70.0,70.0,73.0,71.0,51.0,71.0,69.0,58.0,73.0,46.0,49.0,66.0,71.0,77.0,71.0,72.0,73.0,77.0,55.0,71.0,82.0,62.0,52.0,53.0,71.0,59.0,51.0,62.0,67.0,80.0,72.0,73.0,11.0,10.0,18.0,11.0,14.0,€9.1M
Kel Perinho,34,Brazil,74,74,1700000.0,14000.0,1728,Right,1.0,3.0,2.0,Low/ Medium,Lean,No,RCB,3.0,"Jan 1, 2018",0,2021,6.4,174.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,57.0,57.0,57.0,57.0,63.0,63.0,63.0,57.0,65.0,71.0,71.0,71.0,65.0,66.0,73.0,73.0,73.0,66.0,51.0,36.0,75.0,74.0,52.0,59.0,57.0,73.0,74.0,67.0,40.0,66.0,43.0,64.0,45.0,60.0,42.0,59.0,85.0,54.0,71.0,73.0,26.0,59.0,48.0,71.0,73.0,77.0,71.0,12.0,12.0,7.0,12.0,11.0,€3.2M
Hugo Goiteira,26,Brazil,74,74,4900000.0,18000.0,1641,Right,1.0,2.0,2.0,Medium/ Medium,Normal,No,RCB,3.0,"Jan 1, 2018",0,2021,6.3,194.0,54.0,54.0,54.0,47.0,50.0,50.0,50.0,47.0,50.0,50.0,50.0,50.0,57.0,57.0,57.0,50.0,60.0,68.0,68.0,68.0,60.0,62.0,73.0,73.0,73.0,62.0,41.0,41.0,76.0,66.0,54.0,50.0,53.0,40.0,70.0,55.0,46.0,41.0,33.0,64.0,32.0,72.0,58.0,61.0,88.0,41.0,87.0,72.0,32.0,43.0,48.0,64.0,77.0,74.0,66.0,7.0,16.0,12.0,11.0,14.0,€9.1M
Fábio Melitinho,34,Brazil,74,74,2800000.0,25000.0,1775,Right,1.0,5.0,3.0,Medium/ Low,Normal,No,CAM,10.0,"Jan 1, 2018",0,2021,5.7,148.0,66.0,66.0,66.0,70.0,70.0,70.0,70.0,70.0,72.0,72.0,72.0,70.0,69.0,69.0,69.0,70.0,52.0,51.0,51.0,51.0,52.0,47.0,38.0,38.0,38.0,47.0,73.0,72.0,42.0,74.0,73.0,74.0,83.0,75.0,75.0,73.0,45.0,56.0,78.0,76.0,76.0,74.0,48.0,68.0,44.0,75.0,54.0,20.0,74.0,75.0,72.0,83.0,10.0,33.0,31.0,13.0,10.0,8.0,8.0,13.0,€5.4M
Luiz Felipe,21,Brazil,74,83,7500000.0,24000.0,1593,Right,1.0,3.0,2.0,Medium/ High,Lean,No,CB,27.0,"Aug 31, 2016",0,2020,6.2,176.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,54.0,55.0,58.0,58.0,58.0,55.0,66.0,68.0,68.0,68.0,66.0,68.0,72.0,72.0,72.0,68.0,37.0,22.0,65.0,64.0,32.0,62.0,31.0,35.0,58.0,66.0,72.0,69.0,43.0,75.0,46.0,44.0,68.0,55.0,68.0,26.0,68.0,76.0,28.0,52.0,44.0,58.0,78.0,78.0,77.0,14.0,8.0,13.0,10.0,9.0,€14.3M
Osvaldo Lodeiro,30,Brazil,74,74,4200000.0,14000.0,1714,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,LCB,4.0,"Jan 1, 2018",0,2021,6.1,179.0,56.0,56.0,56.0,54.0,53.0,53.0,53.0,54.0,54.0,54.0,54.0,54.0,56.0,56.0,56.0,54.0,63.0,66.0,66.0,66.0,63.0,66.0,72.0,72.0,72.0,66.0,49.0,43.0,73.0,53.0,44.0,44.0,43.0,45.0,71.0,63.0,69.0,77.0,64.0,73.0,43.0,57.0,52.0,41.0,84.0,51.0,71.0,69.0,37.0,47.0,75.0,70.0,78.0,76.0,74.0,11.0,8.0,10.0,10.0,9.0,€7.9M
Fernandão,31,Brazil,74,74,5000000.0,24000.0,1642,Right,2.0,3.0,3.0,High/ Low,Normal,No,ST,9.0,"Jul 1, 2018",0,2020,6.4,194.0,72.0,72.0,72.0,61.0,67.0,67.0,67.0,61.0,64.0,64.0,64.0,59.0,60.0,60.0,60.0,59.0,44.0,49.0,49.0,49.0,44.0,42.0,47.0,47.0,47.0,42.0,27.0,76.0,82.0,64.0,76.0,66.0,51.0,47.0,49.0,72.0,42.0,46.0,49.0,73.0,36.0,83.0,48.0,63.0,91.0,62.0,76.0,30.0,77.0,55.0,83.0,67.0,15.0,28.0,23.0,8.0,7.0,12.0,9.0,16.0,€8.5M
Fabiano Sonta,26,Brazil,74,74,4900000.0,22000.0,1664,Right,1.0,3.0,2.0,Medium/ Medium,Stocky,No,LCB,4.0,"Jan 1, 2018",0,2021,5.11,181.0,51.0,51.0,51.0,49.0,50.0,50.0,50.0,49.0,52.0,52.0,52.0,51.0,58.0,58.0,58.0,51.0,61.0,68.0,68.0,68.0,61.0,63.0,72.0,72.0,72.0,63.0,39.0,33.0,72.0,69.0,46.0,46.0,33.0,49.0,65.0,50.0,47.0,54.0,69.0,73.0,71.0,54.0,62.0,56.0,85.0,43.0,78.0,77.0,37.0,51.0,44.0,75.0,76.0,73.0,65.0,7.0,11.0,12.0,8.0,9.0,€9.3M
Ivo,31,Brazil,74,74,4900000.0,13000.0,1887,Left,1.0,3.0,3.0,High/ Medium,Lean,No,LCM,29.0,"Jun 18, 2018",0,2019,6.0,143.0,66.0,66.0,66.0,71.0,70.0,70.0,70.0,71.0,72.0,72.0,72.0,73.0,70.0,70.0,70.0,73.0,61.0,60.0,60.0,60.0,61.0,57.0,49.0,49.0,49.0,57.0,75.0,66.0,54.0,78.0,62.0,74.0,77.0,82.0,76.0,75.0,74.0,70.0,71.0,62.0,61.0,66.0,61.0,85.0,61.0,61.0,57.0,48.0,65.0,79.0,70.0,61.0,45.0,31.0,33.0,11.0,16.0,12.0,14.0,15.0,€10.6M
Davidson,27,Brazil,74,74,6000000.0,10000.0,1789,Right,1.0,3.0,4.0,Medium/ Medium,Normal,No,LM,91.0,"Jul 2, 2018",0,2022,5.1,137.0,67.0,67.0,67.0,72.0,71.0,71.0,71.0,72.0,71.0,71.0,71.0,72.0,67.0,67.0,67.0,72.0,58.0,53.0,53.0,53.0,58.0,55.0,46.0,46.0,46.0,55.0,70.0,64.0,53.0,72.0,58.0,78.0,70.0,66.0,62.0,76.0,73.0,76.0,78.0,74.0,73.0,64.0,66.0,74.0,58.0,63.0,45.0,30.0,73.0,68.0,58.0,68.0,31.0,35.0,40.0,9.0,7.0,8.0,9.0,8.0,€12.6M
Jorge,22,Brazil,74,80,6500000.0,38000.0,1889,Left,1.0,3.0,3.0,High/ Medium,Lean,No,LB,18.0,0,AS Monaco,"Jun 30, 2019",6.0,132.0,64.0,64.0,64.0,70.0,68.0,68.0,68.0,70.0,69.0,69.0,69.0,71.0,70.0,70.0,70.0,71.0,74.0,70.0,70.0,70.0,74.0,73.0,67.0,67.0,67.0,73.0,76.0,41.0,53.0,75.0,61.0,75.0,62.0,36.0,66.0,73.0,81.0,77.0,78.0,75.0,62.0,74.0,55.0,78.0,59.0,66.0,59.0,74.0,72.0,58.0,43.0,68.0,70.0,74.0,68.0,8.0,11.0,5.0,12.0,12.0,0
Marlon Nideiro,34,Brazil,74,74,2800000.0,25000.0,1795,Right,1.0,3.0,4.0,Medium/ Medium,Normal,No,CAM,8.0,"Jan 1, 2018",0,2021,5.7,146.0,65.0,65.0,65.0,73.0,71.0,71.0,71.0,73.0,73.0,73.0,73.0,73.0,67.0,67.0,67.0,73.0,58.0,52.0,52.0,52.0,58.0,53.0,41.0,41.0,41.0,53.0,71.0,64.0,42.0,75.0,74.0,75.0,73.0,69.0,60.0,74.0,83.0,75.0,86.0,80.0,90.0,59.0,66.0,68.0,33.0,56.0,39.0,36.0,72.0,74.0,68.0,74.0,33.0,24.0,33.0,11.0,9.0,7.0,7.0,9.0,€5.1M
Jacson Zonta,34,Brazil,74,74,2800000.0,13000.0,1798,Right,1.0,4.0,3.0,Medium/ Medium,Normal,No,RAM,7.0,"Jan 1, 2018",0,2021,5.11,163.0,67.0,67.0,67.0,72.0,71.0,71.0,71.0,72.0,72.0,72.0,72.0,72.0,67.0,67.0,67.0,72.0,56.0,53.0,53.0,53.0,56.0,52.0,44.0,44.0,44.0,52.0,74.0,61.0,51.0,72.0,55.0,77.0,83.0,75.0,61.0,71.0,81.0,71.0,72.0,77.0,70.0,57.0,55.0,66.0,67.0,62.0,45.0,45.0,76.0,77.0,71.0,66.0,31.0,21.0,22.0,8.0,14.0,9.0,9.0,12.0,€5.4M
Leo Caldeirinha,34,Brazil,74,74,2800000.0,13000.0,1897,Left,1.0,3.0,4.0,Medium/ Medium,Normal,No,LAM,8.0,"Jan 1, 2018",0,2021,5.9,165.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,67.0,67.0,67.0,73.0,54.0,51.0,51.0,51.0,54.0,50.0,44.0,44.0,44.0,50.0,75.0,72.0,77.0,73.0,61.0,75.0,79.0,76.0,64.0,75.0,76.0,69.0,71.0,70.0,81.0,72.0,74.0,72.0,64.0,77.0,61.0,22.0,72.0,76.0,65.0,76.0,25.0,24.0,22.0,18.0,16.0,13.0,15.0,15.0,€5.4M
Alvildo Sousa,34,Brazil,74,74,2800000.0,15000.0,1835,Right,1.0,3.0,4.0,High/ Low,Normal,No,CAM,10.0,"Jan 1, 2018",0,2021,6.0,174.0,70.0,70.0,70.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,68.0,68.0,68.0,72.0,56.0,54.0,54.0,54.0,56.0,53.0,46.0,46.0,46.0,53.0,73.0,62.0,61.0,75.0,72.0,74.0,71.0,72.0,61.0,75.0,73.0,65.0,66.0,82.0,62.0,77.0,55.0,71.0,77.0,74.0,54.0,33.0,70.0,76.0,66.0,74.0,16.0,31.0,32.0,12.0,16.0,7.0,15.0,9.0,€5.4M
Rafael Vaz,29,Brazil,74,74,4400000.0,11000.0,1817,Left,1.0,3.0,2.0,Medium/ Medium,Normal,No,LCB,5.0,"Jun 7, 2016",0,2018,6.1,185.0,63.0,63.0,63.0,59.0,61.0,61.0,61.0,59.0,60.0,60.0,60.0,59.0,63.0,63.0,63.0,59.0,65.0,69.0,69.0,69.0,65.0,66.0,73.0,73.0,73.0,66.0,46.0,51.0,75.0,69.0,37.0,58.0,49.0,68.0,63.0,60.0,65.0,59.0,60.0,71.0,43.0,73.0,77.0,66.0,84.0,63.0,76.0,73.0,61.0,50.0,51.0,60.0,73.0,73.0,69.0,9.0,8.0,14.0,12.0,11.0,€6.1M
