Name,Age,Nationality,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,PositionClass,Age_Ranges
J. Basanta,34,Argentina,73,73,1200000.0,31000.0,1676,Left,2.0,3.0,2.0,Medium/ Medium,Lean,No,CB,15.0,"Jun 30, 2016",0,2023,6'2,172lbs,58+2,58+2,58+2,54+2,55+2,55+2,55+2,54+2,54+2,54+2,54+2,55+2,58+2,58+2,58+2,55+2,64+2,66+2,66+2,66+2,64+2,65+2,72+2,72+2,72+2,65+2,51.0,41.0,77.0,62.0,45.0,55.0,55.0,40.0,61.0,60.0,60.0,55.0,34.0,76.0,35.0,67.0,72.0,53.0,76.0,52.0,74.0,76.0,49.0,39.0,47.0,71.0,69.0,73.0,71.0,9.0,10.0,10.0,8.0,14.0,€2.1M,Defender,31-35
O. Pérez,37,Argentina,73,73,1300000.0,2000.0,1872,Right,1.0,3.0,3.0,Medium/ Low,Stocky,No,CAM,10.0,"Jan 22, 2018",0,2018,5'11,181lbs,67+2,67+2,67+2,68+2,69+2,69+2,69+2,68+2,72+2,72+2,72+2,68+2,71+2,71+2,71+2,68+2,59+2,64+2,64+2,64+2,59+2,57+2,58+2,58+2,58+2,57+2,72.0,56.0,59.0,78.0,75.0,69.0,80.0,82.0,77.0,78.0,50.0,51.0,60.0,73.0,74.0,76.0,31.0,34.0,80.0,74.0,58.0,56.0,70.0,83.0,63.0,81.0,55.0,49.0,48.0,10.0,16.0,15.0,7.0,13.0,€1.8M,Midfielder,36-40
F. Tissone,31,Argentina,73,73,2700000.0,9000.0,1949,Right,2.0,3.0,3.0,Medium/ Medium,Normal,No,CDM,12.0,"Sep 29, 2018",0,2019,5'11,176lbs,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,67+2,67+2,67+2,66+2,70+2,70+2,70+2,66+2,68+2,72+2,72+2,72+2,68+2,67+2,70+2,70+2,70+2,67+2,59.0,58.0,54.0,74.0,67.0,64.0,69.0,73.0,72.0,72.0,60.0,57.0,61.0,70.0,59.0,83.0,78.0,72.0,71.0,68.0,80.0,73.0,66.0,65.0,59.0,69.0,72.0,74.0,65.0,9.0,6.0,11.0,14.0,14.0,€5.7M,Midfielder,31-35
M. Dituro,31,Argentina,73,73,2400000.0,7000.0,1122,Right,1.0,3.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Jan 10, 2017",0,2021,6'3,198lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,12.0,12.0,32.0,19.0,17.0,12.0,17.0,25.0,19.0,32.0,48.0,31.0,64.0,32.0,20.0,56.0,42.0,72.0,16.0,20.0,21.0,19.0,36.0,20.0,68.0,18.0,12.0,18.0,72.0,72.0,76.0,71.0,76.0,€3.4M,Goalkeeper,31-35
G. Poblete,25,Argentina,73,76,4200000.0,6000.0,1830,Right,1.0,3.0,2.0,Low/ High,Normal,No,CDM,17.0,0,FC Metz,"Jun 30, 2019",5'8,139lbs,57+2,57+2,57+2,63+2,62+2,62+2,62+2,63+2,65+2,65+2,65+2,65+2,68+2,68+2,68+2,65+2,69+2,71+2,71+2,71+2,69+2,68+2,68+2,68+2,68+2,68+2,52.0,47.0,50.0,74.0,41.0,72.0,55.0,40.0,70.0,72.0,66.0,67.0,74.0,66.0,85.0,60.0,74.0,83.0,63.0,55.0,74.0,74.0,43.0,64.0,54.0,69.0,72.0,72.0,66.0,6.0,12.0,13.0,6.0,8.0,0,Midfielder,22-25
L. Bustamante,32,Argentina,73,73,3100000.0,4000.0,1770,Right,1.0,4.0,3.0,Medium/ Low,Normal,No,CAM,20.0,"Jun 23, 2015",0,2018,5'7,148lbs,64+2,64+2,64+2,70+2,69+2,69+2,69+2,70+2,72+2,72+2,72+2,71+2,68+2,68+2,68+2,71+2,55+2,55+2,55+2,55+2,55+2,51+2,44+2,44+2,44+2,51+2,65.0,66.0,43.0,79.0,59.0,72.0,49.0,57.0,74.0,73.0,76.0,71.0,81.0,63.0,80.0,67.0,74.0,71.0,56.0,68.0,56.0,24.0,62.0,78.0,53.0,66.0,35.0,37.0,32.0,8.0,10.0,9.0,16.0,6.0,€4.2M,Midfielder,31-35
M. Nervo,27,Argentina,73,76,4000000.0,16000.0,1733,Right,1.0,2.0,2.0,Medium/ High,Normal,No,RCB,5.0,"Jul 6, 2018",0,2019,5'11,183lbs,57+2,57+2,57+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,58+2,60+2,60+2,60+2,58+2,68+2,69+2,69+2,69+2,68+2,69+2,72+2,72+2,72+2,69+2,57.0,38.0,77.0,64.0,41.0,48.0,55.0,44.0,64.0,66.0,63.0,64.0,48.0,78.0,58.0,55.0,75.0,84.0,80.0,43.0,76.0,70.0,51.0,38.0,38.0,69.0,69.0,74.0,68.0,10.0,9.0,10.0,11.0,7.0,€7.2M,Defender,26-30
C. Yacob,30,Argentina,73,73,3000000.0,35000.0,1769,Right,2.0,3.0,2.0,Medium/ High,Lean,Yes,CDM,24.0,"Sep 6, 2018",0,2020,5'11,161lbs,59+2,59+2,59+2,56+2,59+2,59+2,59+2,56+2,61+2,61+2,61+2,57+2,66+2,66+2,66+2,57+2,63+2,72+2,72+2,72+2,63+2,64+2,72+2,72+2,72+2,64+2,34.0,55.0,73.0,74.0,23.0,59.0,52.0,55.0,72.0,71.0,49.0,38.0,56.0,71.0,68.0,63.0,71.0,66.0,69.0,64.0,88.0,72.0,42.0,58.0,66.0,79.0,73.0,75.0,71.0,6.0,6.0,12.0,9.0,8.0,€5.6M,Midfielder,26-30
B. Zuculini,25,Argentina,73,76,4200000.0,16000.0,1894,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,CDM,5.0,"Jan 30, 2018",0,2022,6'0,170lbs,63+2,63+2,63+2,66+2,66+2,66+2,66+2,66+2,68+2,68+2,68+2,67+2,70+2,70+2,70+2,67+2,67+2,71+2,71+2,71+2,67+2,67+2,69+2,69+2,69+2,67+2,59.0,50.0,58.0,78.0,59.0,72.0,49.0,48.0,73.0,74.0,65.0,69.0,69.0,71.0,64.0,75.0,66.0,57.0,67.0,59.0,82.0,71.0,54.0,72.0,73.0,71.0,72.0,70.0,63.0,12.0,9.0,12.0,9.0,13.0,€6.2M,Midfielder,22-25
G. Toledo,28,Argentina,73,73,3200000.0,11000.0,1809,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,RB,2.0,"Jul 26, 2018",0,2021,5'7,159lbs,62+2,62+2,62+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,70+2,68+2,68+2,68+2,70+2,72+2,68+2,68+2,68+2,72+2,71+2,66+2,66+2,66+2,71+2,68.0,43.0,52.0,68.0,27.0,73.0,37.0,25.0,63.0,69.0,85.0,81.0,76.0,75.0,68.0,66.0,77.0,86.0,66.0,55.0,62.0,70.0,67.0,68.0,37.0,70.0,57.0,72.0,72.0,7.0,7.0,10.0,10.0,10.0,€4.7M,Defender,26-30
J. Gandolfi,37,Argentina,73,73,550000.0,9000.0,1772,Right,1.0,2.0,2.0,Low/ Medium,Stocky,No,CB,3.0,"Jul 1, 2016",0,2019,5'10,172lbs,51+2,51+2,51+2,50+2,50+2,50+2,50+2,50+2,54+2,54+2,54+2,53+2,60+2,60+2,60+2,53+2,62+2,69+2,69+2,69+2,62+2,64+2,72+2,72+2,72+2,64+2,44.0,34.0,73.0,70.0,50.0,45.0,58.0,64.0,69.0,60.0,65.0,43.0,64.0,60.0,53.0,67.0,83.0,67.0,81.0,40.0,82.0,71.0,26.0,62.0,58.0,70.0,69.0,74.0,72.0,12.0,15.0,12.0,16.0,13.0,€825K,Defender,36-40
S. Bertoli,40,Argentina,73,73,270000.0,6000.0,1107,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Jul 1, 2003",0,2019,6'1,179lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,19.0,10.0,23.0,9.0,14.0,12.0,21.0,24.0,20.0,24.0,33.0,38.0,69.0,40.0,25.0,62.0,19.0,60.0,10.0,33.0,11.0,7.0,39.0,72.0,44.0,12.0,13.0,11.0,76.0,73.0,78.0,67.0,71.0,€392K,Goalkeeper,36-40
E. Palacios,19,Argentina,73,85,7000000.0,9000.0,1915,Right,1.0,4.0,4.0,High/ High,Lean,No,LCM,15.0,"Nov 8, 2015",0,2021,5'10,146lbs,70+2,70+2,70+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,72+2,72+2,72+2,72+2,72+2,68+2,67+2,67+2,67+2,68+2,67+2,62+2,62+2,62+2,67+2,64.0,68.0,57.0,74.0,47.0,75.0,58.0,42.0,70.0,75.0,76.0,78.0,81.0,70.0,76.0,78.0,72.0,78.0,59.0,77.0,58.0,60.0,73.0,73.0,54.0,72.0,59.0,64.0,61.0,10.0,5.0,8.0,9.0,6.0,€11.2M,Midfielder,16-21
L. Martínez Quarta,22,Argentina,73,82,5500000.0,14000.0,1865,Right,1.0,3.0,3.0,Medium/ Medium,Lean,No,CB,28.0,"Jul 1, 2016",0,2021,6'0,172lbs,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,65+2,66+2,66+2,66+2,65+2,68+2,70+2,70+2,70+2,68+2,69+2,71+2,71+2,71+2,69+2,59.0,49.0,76.0,70.0,49.0,65.0,46.0,43.0,72.0,68.0,73.0,74.0,67.0,71.0,63.0,63.0,76.0,67.0,73.0,51.0,69.0,70.0,59.0,61.0,54.0,70.0,72.0,71.0,72.0,10.0,15.0,12.0,10.0,15.0,€8.8M,Defender,22-25
F. Sambueza,29,Argentina,73,73,3900000.0,4000.0,1800,Right,1.0,2.0,3.0,Medium/ Low,Lean,No,RM,25.0,"Jul 27, 2018",0,2023,5'7,143lbs,63+2,63+2,63+2,72+2,69+2,69+2,69+2,72+2,71+2,71+2,71+2,72+2,66+2,66+2,66+2,72+2,58+2,53+2,53+2,53+2,58+2,54+2,42+2,42+2,42+2,54+2,79.0,72.0,37.0,75.0,49.0,71.0,67.0,66.0,70.0,69.0,79.0,77.0,92.0,62.0,90.0,63.0,48.0,67.0,35.0,53.0,55.0,28.0,66.0,79.0,65.0,71.0,38.0,34.0,44.0,13.0,16.0,16.0,13.0,12.0,€5.5M,Midfielder,26-30
F. Rinaudo,31,Argentina,73,73,3400000.0,13000.0,1994,Right,2.0,3.0,3.0,Low/ High,Normal,No,RCM,21.0,"Jul 12, 2017",0,2020,5'9,163lbs,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,69+2,69+2,69+2,68+2,71+2,71+2,71+2,68+2,72+2,74+2,74+2,74+2,72+2,71+2,73+2,73+2,73+2,71+2,62.0,58.0,64.0,77.0,60.0,69.0,54.0,53.0,76.0,70.0,73.0,65.0,71.0,74.0,72.0,75.0,77.0,75.0,78.0,72.0,81.0,77.0,60.0,64.0,52.0,76.0,71.0,74.0,74.0,15.0,12.0,15.0,15.0,9.0,€5.1M,Midfielder,31-35
N. Navarro,33,Argentina,73,73,2000000.0,12000.0,1225,Left,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,22.0,"Jan 20, 2016",0,2021,6'3,192lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,17.0,15.0,35.0,20.0,19.0,16.0,20.0,22.0,27.0,50.0,54.0,58.0,71.0,43.0,16.0,57.0,41.0,57.0,15.0,34.0,21.0,16.0,45.0,23.0,63.0,23.0,14.0,19.0,73.0,72.0,68.0,74.0,72.0,€3M,Goalkeeper,31-35
E. Cerutti,26,Argentina,73,74,4700000.0,29000.0,1846,Right,1.0,4.0,4.0,High/ Medium,Normal,No,RM,27.0,0,Al Hilal,"Jun 30, 2019",5'10,165lbs,67+2,67+2,67+2,72+2,70+2,70+2,70+2,72+2,71+2,71+2,71+2,72+2,64+2,64+2,64+2,72+2,56+2,53+2,53+2,53+2,56+2,53+2,46+2,46+2,46+2,53+2,70.0,59.0,58.0,68.0,65.0,76.0,63.0,51.0,65.0,71.0,92.0,87.0,88.0,68.0,70.0,68.0,67.0,74.0,56.0,70.0,73.0,34.0,70.0,69.0,69.0,73.0,56.0,17.0,18.0,10.0,12.0,10.0,14.0,8.0,0,Midfielder,26-30
J. Ramírez,25,Argentina,73,75,4800000.0,14000.0,1929,Left,1.0,3.0,3.0,Medium/ Medium,Normal,No,LW,20.0,"Jul 8, 2016",0,2019,5'9,150lbs,68+2,68+2,68+2,73+2,72+2,72+2,72+2,73+2,73+2,73+2,73+2,73+2,72+2,72+2,72+2,73+2,69+2,69+2,69+2,69+2,69+2,67+2,64+2,64+2,64+2,67+2,68.0,72.0,47.0,76.0,49.0,77.0,66.0,54.0,72.0,77.0,74.0,78.0,78.0,67.0,78.0,66.0,40.0,71.0,60.0,70.0,70.0,65.0,73.0,69.0,67.0,70.0,68.0,70.0,57.0,12.0,13.0,9.0,6.0,10.0,€7.6M,Attacker,22-25
M. Sperduti,32,Argentina,73,73,3100000.0,13000.0,1731,Right,1.0,3.0,3.0,High/ Medium,Normal,No,RM,14.0,"Jul 23, 2018",0,2023,5'11,161lbs,70+2,70+2,70+2,72+2,70+2,70+2,70+2,72+2,70+2,70+2,70+2,71+2,64+2,64+2,64+2,71+2,56+2,51+2,51+2,51+2,56+2,52+2,43+2,43+2,43+2,52+2,78.0,66.0,62.0,68.0,72.0,74.0,66.0,35.0,62.0,72.0,77.0,74.0,80.0,73.0,64.0,76.0,38.0,72.0,73.0,67.0,33.0,33.0,71.0,66.0,48.0,69.0,33.0,22.0,25.0,14.0,11.0,8.0,8.0,10.0,€4.5M,Midfielder,31-35
G. Peruzzi,26,Argentina,73,76,4099999.9999999995,17000.0,1871,Right,1.0,3.0,3.0,High/ Medium,Normal,No,RB,14.0,"Jan 22, 2015",0,2019,5'10,157lbs,60+2,60+2,60+2,64+2,62+2,62+2,62+2,64+2,63+2,63+2,63+2,66+2,66+2,66+2,66+2,66+2,72+2,70+2,70+2,70+2,72+2,72+2,69+2,69+2,69+2,72+2,68.0,38.0,57.0,69.0,40.0,68.0,65.0,50.0,66.0,69.0,79.0,82.0,73.0,71.0,70.0,67.0,78.0,78.0,66.0,60.0,73.0,81.0,55.0,53.0,46.0,72.0,60.0,71.0,73.0,10.0,13.0,9.0,5.0,8.0,€6M,Defender,26-30
L. Ulloa,31,Argentina,73,73,3600000.0,26000.0,1813,Right,1.0,3.0,2.0,Medium/ Medium,Normal,Yes,ST,11.0,"Aug 12, 2018",0,2019,6'2,196lbs,71+2,71+2,71+2,64+2,68+2,68+2,68+2,64+2,66+2,66+2,66+2,64+2,65+2,65+2,65+2,64+2,54+2,59+2,59+2,59+2,54+2,53+2,59+2,59+2,59+2,53+2,51.0,74.0,83.0,69.0,71.0,69.0,55.0,56.0,63.0,72.0,35.0,41.0,55.0,74.0,57.0,76.0,74.0,67.0,87.0,63.0,71.0,33.0,77.0,63.0,73.0,72.0,55.0,48.0,45.0,13.0,8.0,8.0,16.0,11.0,€6.1M,Attacker,31-35
J. Forlín,30,Argentina,73,73,3000000.0,9000.0,1743,Right,1.0,3.0,2.0,Medium/ High,Lean,No,CB,5.0,"Aug 29, 2017",0,2019,5'11,163lbs,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,55+2,55+2,55+2,57+2,59+2,59+2,59+2,57+2,67+2,68+2,68+2,68+2,67+2,69+2,72+2,72+2,72+2,69+2,59.0,36.0,71.0,62.0,40.0,53.0,51.0,38.0,60.0,65.0,60.0,63.0,65.0,69.0,68.0,60.0,83.0,74.0,73.0,27.0,80.0,75.0,41.0,56.0,51.0,66.0,72.0,71.0,76.0,10.0,6.0,7.0,13.0,8.0,€4.8M,Defender,26-30
L. Janson,23,Argentina,73,79,5500000.0,12000.0,1775,Right,1.0,3.0,4.0,High/ Low,Normal,No,CF,16.0,0,Club Atlético Tigre,"Jun 30, 2019",5'7,148lbs,69+2,69+2,69+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,71+2,65+2,65+2,65+2,71+2,53+2,50+2,50+2,50+2,53+2,49+2,43+2,43+2,43+2,49+2,55.0,72.0,58.0,69.0,61.0,77.0,52.0,48.0,58.0,76.0,77.0,74.0,85.0,71.0,82.0,65.0,84.0,69.0,44.0,69.0,63.0,27.0,74.0,73.0,54.0,67.0,32.0,24.0,26.0,12.0,12.0,8.0,9.0,15.0,0,Attacker,22-25
F. Monetti,29,Argentina,73,75,3200000.0,4000.0,1318,Right,1.0,3.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Jan 22, 2018",0,2023,5'11,168lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,19.0,23.0,48.0,19.0,19.0,23.0,13.0,42.0,36.0,56.0,57.0,48.0,66.0,59.0,24.0,62.0,32.0,64.0,15.0,29.0,18.0,15.0,55.0,24.0,31.0,29.0,14.0,24.0,74.0,74.0,76.0,70.0,72.0,€4.8M,Goalkeeper,26-30
Y. Asad,23,Argentina,73,79,5500000.0,11000.0,1975,Right,1.0,3.0,3.0,High/ High,Lean,No,LM,22.0,0,Vélez Sarsfield,"Dec 31, 2018",5'10,172lbs,68+2,68+2,68+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,70+2,70+2,70+2,71+2,68+2,67+2,67+2,67+2,68+2,66+2,62+2,62+2,62+2,66+2,65.0,70.0,52.0,73.0,63.0,74.0,76.0,69.0,66.0,74.0,74.0,72.0,87.0,72.0,68.0,71.0,75.0,84.0,55.0,69.0,71.0,59.0,70.0,68.0,65.0,65.0,61.0,65.0,59.0,6.0,12.0,15.0,8.0,7.0,0,Midfielder,22-25
W. Montillo,34,Argentina,73,73,2000000.0,13000.0,1837,Right,2.0,4.0,4.0,High/ Low,Normal,No,CAM,14.0,"Jul 23, 2018",0,2019,5'8,157lbs,64+2,64+2,64+2,70+2,70+2,70+2,70+2,70+2,72+2,72+2,72+2,69+2,67+2,67+2,67+2,69+2,57+2,56+2,56+2,56+2,57+2,54+2,48+2,48+2,48+2,54+2,67.0,57.0,43.0,78.0,71.0,78.0,76.0,78.0,70.0,75.0,68.0,67.0,70.0,63.0,86.0,72.0,61.0,41.0,43.0,68.0,66.0,39.0,69.0,78.0,69.0,81.0,38.0,34.0,57.0,15.0,14.0,7.0,7.0,12.0,€3M,Midfielder,31-35
F. Tobio,28,Argentina,73,74,3600000.0,19000.0,1580,Right,1.0,2.0,2.0,Medium/ Medium,Normal,No,LCB,2.0,"Jul 18, 2018",0,2019,6'1,187lbs,49+2,49+2,49+2,47+2,46+2,46+2,46+2,47+2,46+2,46+2,46+2,52+2,53+2,53+2,53+2,52+2,65+2,66+2,66+2,66+2,65+2,67+2,72+2,72+2,72+2,67+2,59.0,27.0,72.0,64.0,36.0,40.0,39.0,33.0,65.0,50.0,62.0,65.0,40.0,70.0,38.0,40.0,82.0,72.0,83.0,21.0,80.0,72.0,40.0,27.0,36.0,63.0,74.0,71.0,70.0,7.0,8.0,12.0,14.0,11.0,€6.5M,Defender,26-30
G. Cano,30,Argentina,73,73,3900000.0,4000.0,1776,Right,1.0,4.0,3.0,High/ Low,Normal,No,RS,14.0,"Jan 31, 2018",0,2018,5'9,159lbs,72+2,72+2,72+2,68+2,71+2,71+2,71+2,68+2,70+2,70+2,70+2,67+2,64+2,64+2,64+2,67+2,51+2,52+2,52+2,52+2,51+2,49+2,47+2,47+2,47+2,49+2,44.0,80.0,70.0,68.0,66.0,68.0,63.0,55.0,63.0,70.0,69.0,71.0,73.0,69.0,69.0,70.0,72.0,64.0,68.0,66.0,32.0,35.0,77.0,68.0,78.0,70.0,55.0,23.0,19.0,14.0,10.0,8.0,6.0,13.0,€5.2M,Attacker,26-30
V. Vada,22,Argentina,73,79,5500000.0,27000.0,1938,Right,1.0,4.0,3.0,Medium/ Medium,Normal,No,CM,23.0,"Jul 1, 2014",0,2020,5'9,157lbs,67+2,67+2,67+2,70+2,70+2,70+2,70+2,70+2,71+2,71+2,71+2,70+2,71+2,71+2,71+2,70+2,67+2,68+2,68+2,68+2,67+2,65+2,64+2,64+2,64+2,65+2,72.0,67.0,55.0,75.0,64.0,72.0,73.0,74.0,72.0,75.0,61.0,60.0,75.0,73.0,77.0,67.0,55.0,68.0,69.0,59.0,62.0,69.0,71.0,74.0,58.0,68.0,64.0,62.0,57.0,8.0,13.0,15.0,16.0,6.0,€11.6M,Midfielder,22-25
L. Gamba,31,Argentina,73,73,3600000.0,15000.0,1815,Right,1.0,3.0,3.0,High/ Medium,Normal,No,RS,21.0,"Jul 23, 2018",0,2023,5'7,154lbs,71+2,71+2,71+2,74+2,75+2,75+2,75+2,74+2,75+2,75+2,75+2,73+2,67+2,67+2,67+2,73+2,53+2,49+2,49+2,49+2,53+2,50+2,40+2,40+2,40+2,50+2,58.0,72.0,60.0,74.0,64.0,72.0,62.0,61.0,61.0,78.0,88.0,84.0,90.0,68.0,89.0,69.0,79.0,68.0,54.0,77.0,27.0,23.0,77.0,78.0,61.0,74.0,28.0,23.0,22.0,10.0,8.0,16.0,7.0,7.0,€5.4M,Attacker,31-35
C. Rigamonti,31,Argentina,73,73,2400000.0,10000.0,1132,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,23.0,"Jul 1, 2007",0,2021,6'2,192lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,17.0,30.0,16.0,16.0,16.0,21.0,21.0,24.0,43.0,44.0,37.0,69.0,48.0,24.0,59.0,29.0,69.0,17.0,23.0,20.0,12.0,32.0,20.0,35.0,13.0,15.0,16.0,72.0,64.0,63.0,78.0,76.0,€3.5M,Goalkeeper,31-35
L. Gil,27,Argentina,73,74,3800000.0,13000.0,1977,Left,1.0,2.0,3.0,High/ Medium,Normal,No,RDM,5.0,"Jul 29, 2017",0,2021,5'7,152lbs,61+2,61+2,61+2,67+2,65+2,65+2,65+2,67+2,68+2,68+2,68+2,69+2,71+2,71+2,71+2,69+2,71+2,71+2,71+2,71+2,71+2,70+2,71+2,71+2,71+2,70+2,80.0,35.0,73.0,78.0,37.0,73.0,67.0,76.0,77.0,68.0,72.0,66.0,71.0,58.0,72.0,67.0,90.0,76.0,71.0,74.0,79.0,70.0,61.0,77.0,39.0,65.0,67.0,70.0,73.0,12.0,7.0,9.0,16.0,16.0,€6M,Midfielder,26-30
P. Chavarría,30,Argentina,73,73,3900000.0,17000.0,1856,Right,1.0,4.0,3.0,High/ Medium,Normal,No,ST,12.0,"Jul 13, 2016",0,2019,6'1,163lbs,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,67+2,67+2,67+2,71+2,58+2,55+2,55+2,55+2,58+2,55+2,50+2,50+2,50+2,55+2,68.0,73.0,68.0,74.0,61.0,72.0,57.0,58.0,62.0,73.0,68.0,74.0,72.0,72.0,71.0,72.0,78.0,79.0,73.0,65.0,68.0,28.0,73.0,70.0,63.0,64.0,24.0,37.0,48.0,9.0,15.0,11.0,13.0,7.0,€7.7M,Attacker,26-30
M. Mantovani,33,Argentina,73,73,1600000.0,9000.0,1663,Right,2.0,3.0,2.0,High/ Medium,Lean,Yes,CB,21.0,"Jul 2, 2018",0,2021,6'0,172lbs,54+2,54+2,54+2,50+2,51+2,51+2,51+2,50+2,52+2,52+2,52+2,52+2,58+2,58+2,58+2,52+2,61+2,68+2,68+2,68+2,61+2,62+2,72+2,72+2,72+2,62+2,47.0,37.0,76.0,70.0,55.0,55.0,63.0,45.0,65.0,63.0,36.0,33.0,48.0,71.0,61.0,59.0,66.0,53.0,80.0,34.0,85.0,73.0,46.0,33.0,42.0,64.0,74.0,71.0,67.0,9.0,9.0,11.0,14.0,12.0,€2.6M,Defender,31-35
E. Reynoso,22,Argentina,73,80,5500000.0,16000.0,1877,Left,1.0,3.0,3.0,Medium/ Low,Lean,No,CM,30.0,"Jan 27, 2018",0,2022,5'9,148lbs,65+2,65+2,65+2,69+2,70+2,70+2,70+2,69+2,72+2,72+2,72+2,70+2,71+2,71+2,71+2,70+2,63+2,65+2,65+2,65+2,63+2,62+2,60+2,60+2,60+2,62+2,52.0,58.0,59.0,76.0,48.0,79.0,63.0,62.0,72.0,74.0,73.0,62.0,87.0,68.0,79.0,66.0,60.0,71.0,56.0,67.0,71.0,58.0,67.0,78.0,61.0,70.0,60.0,55.0,54.0,7.0,11.0,9.0,5.0,9.0,€8.8M,Midfielder,22-25
J. Gutiérrez,34,Argentina,73,73,1900000.0,12000.0,1978,Right,2.0,3.0,3.0,Medium/ High,Normal,Yes,CM,23.0,"Jul 23, 2018",0,2022,6'0,183lbs,69+2,69+2,69+2,70+2,70+2,70+2,70+2,70+2,71+2,71+2,71+2,71+2,72+2,72+2,72+2,71+2,70+2,71+2,71+2,71+2,70+2,70+2,69+2,69+2,69+2,70+2,75.0,64.0,64.0,75.0,58.0,73.0,67.0,68.0,71.0,75.0,66.0,62.0,64.0,69.0,55.0,75.0,67.0,76.0,78.0,72.0,64.0,66.0,69.0,71.0,72.0,82.0,72.0,72.0,67.0,6.0,9.0,16.0,10.0,10.0,€2.9M,Midfielder,31-35
B. Bianchi,29,Argentina,73,73,3100000.0,10000.0,1630,Right,1.0,3.0,2.0,Low/ Medium,Normal,No,RCB,2.0,"Jul 17, 2013",0,2019,6'0,168lbs,53+2,53+2,53+2,53+2,53+2,53+2,53+2,53+2,54+2,54+2,54+2,55+2,59+2,59+2,59+2,55+2,65+2,69+2,69+2,69+2,65+2,67+2,72+2,72+2,72+2,67+2,46.0,30.0,70.0,68.0,26.0,57.0,32.0,24.0,66.0,61.0,55.0,62.0,64.0,64.0,55.0,52.0,71.0,67.0,79.0,35.0,66.0,75.0,46.0,45.0,21.0,58.0,77.0,75.0,72.0,14.0,15.0,14.0,16.0,10.0,€4.7M,Defender,26-30
E. Barco,19,Argentina,73,88,8500000.0,4000.0,1709,Right,1.0,4.0,3.0,High/ Low,Normal,No,LM,8.0,"Feb 7, 2018",0,2021,5'6,146lbs,65+2,65+2,65+2,73+2,72+2,72+2,72+2,73+2,72+2,72+2,72+2,72+2,65+2,65+2,65+2,72+2,56+2,50+2,50+2,50+2,56+2,51+2,38+2,38+2,38+2,51+2,61.0,66.0,33.0,74.0,43.0,82.0,60.0,61.0,54.0,73.0,90.0,78.0,83.0,69.0,85.0,71.0,41.0,68.0,40.0,61.0,46.0,33.0,68.0,73.0,75.0,75.0,20.0,26.0,39.0,7.0,7.0,5.0,10.0,7.0,€18.1M,Midfielder,16-21
