Name,Age,Nationality,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
E. Martínez,25,Argentina,72,77,3000000.0,40000.0,1263,Right,1.0,3.0,1.0,Medium/ Medium,Normal,Yes,GK,26.0,"Jul 1, 2010",0,2020,6.4,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,26.0,27.0,23.0,13.0,22.0,20.0,46.0,26.0,59.0,57.0,49.0,64.0,49.0,18.0,60.0,14.0,70.0,16.0,37.0,13.0,12.0,50.0,42.0,53.0,11.0,20.0,20.0,73.0,69.0,75.0,70.0,74.0,€5.8M
L. Abecasis,28,Argentina,72,72,2500000.0,11000.0,1904,Right,1.0,3.0,3.0,High/ Low,Normal,No,RB,29.0,"Jan 1, 2016",0,2019,5.9,161.0,62.0,62.0,62.0,68.0,66.0,66.0,66.0,68.0,66.0,66.0,66.0,70.0,66.0,66.0,66.0,70.0,72.0,68.0,68.0,68.0,72.0,71.0,67.0,67.0,67.0,71.0,74.0,37.0,57.0,64.0,48.0,74.0,73.0,41.0,59.0,68.0,90.0,81.0,75.0,75.0,73.0,75.0,63.0,80.0,64.0,45.0,77.0,68.0,67.0,71.0,48.0,69.0,66.0,68.0,70.0,9.0,11.0,12.0,6.0,15.0,€3.6M
A. Bouzat,24,Argentina,72,78,4300000.0,11000.0,1824,Left,1.0,2.0,3.0,Medium/ Medium,Normal,No,RW,10.0,"Dec 27, 2017",0,2019,5.7,159.0,67.0,67.0,67.0,71.0,70.0,70.0,70.0,71.0,69.0,69.0,69.0,71.0,65.0,65.0,65.0,71.0,61.0,57.0,57.0,57.0,61.0,58.0,51.0,51.0,51.0,58.0,68.0,64.0,57.0,68.0,56.0,77.0,50.0,44.0,56.0,75.0,83.0,81.0,82.0,68.0,71.0,65.0,74.0,85.0,63.0,61.0,64.0,48.0,66.0,65.0,63.0,65.0,41.0,38.0,34.0,9.0,15.0,13.0,7.0,13.0,€7.2M
A. Rojas,32,Argentina,72,72,2400000.0,15000.0,1982,Left,1.0,3.0,3.0,Medium/ Medium,Normal,No,LDM,5.0,"Jul 23, 2018",0,2020,5.9,181.0,69.0,69.0,69.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,68.0,69.0,69.0,69.0,68.0,67.0,67.0,67.0,67.0,67.0,74.0,66.0,67.0,71.0,71.0,69.0,70.0,65.0,68.0,75.0,62.0,68.0,68.0,71.0,69.0,74.0,71.0,72.0,71.0,73.0,71.0,67.0,72.0,72.0,66.0,71.0,71.0,64.0,57.0,6.0,10.0,14.0,9.0,8.0,€3.5M
L. Aued,31,Argentina,72,72,2700000.0,8000.0,1860,Left,1.0,3.0,3.0,Medium/ Medium,Normal,No,LCM,11.0,"Jul 1, 2017",0,2019,6.0,179.0,64.0,64.0,64.0,66.0,66.0,66.0,66.0,66.0,68.0,68.0,68.0,68.0,71.0,71.0,71.0,68.0,67.0,69.0,69.0,69.0,67.0,65.0,64.0,64.0,64.0,65.0,69.0,52.0,57.0,74.0,59.0,72.0,65.0,66.0,74.0,73.0,54.0,54.0,61.0,73.0,56.0,65.0,57.0,77.0,80.0,63.0,60.0,68.0,69.0,71.0,67.0,57.0,59.0,62.0,60.0,8.0,6.0,15.0,7.0,7.0,€3.7M
A. Castro,23,Argentina,72,78,4300000.0,13000.0,1918,Left,1.0,2.0,3.0,Medium/ Medium,Lean,No,LM,14.0,"Jul 13, 2017",0,2021,6.0,157.0,68.0,68.0,68.0,71.0,70.0,70.0,70.0,71.0,71.0,71.0,71.0,70.0,70.0,70.0,70.0,70.0,67.0,66.0,66.0,66.0,67.0,66.0,63.0,63.0,63.0,66.0,68.0,67.0,66.0,71.0,52.0,72.0,61.0,63.0,69.0,71.0,75.0,73.0,80.0,67.0,68.0,65.0,67.0,71.0,67.0,77.0,47.0,72.0,71.0,71.0,55.0,66.0,58.0,61.0,55.0,8.0,14.0,16.0,7.0,13.0,€7.2M
J. Fernández,30,Argentina,72,72,2900000.0,12000.0,2016,Left,1.0,3.0,3.0,Medium/ Medium,Normal,No,LM,11.0,"Jan 9, 2015",0,2018,5.7,148.0,67.0,67.0,67.0,70.0,69.0,69.0,69.0,70.0,69.0,69.0,69.0,70.0,68.0,68.0,68.0,70.0,71.0,67.0,67.0,67.0,71.0,71.0,66.0,66.0,66.0,71.0,71.0,62.0,65.0,60.0,52.0,69.0,69.0,68.0,65.0,70.0,87.0,84.0,85.0,73.0,83.0,74.0,81.0,85.0,54.0,74.0,69.0,75.0,66.0,71.0,55.0,69.0,66.0,65.0,62.0,10.0,13.0,9.0,15.0,9.0,€4.4M
L. Boyé,22,Argentina,72,81,4900000.0,1000.0,1819,Right,1.0,2.0,3.0,High/ High,Normal,No,LM,31.0,"Jul 1, 2016",0,2020,5.11,176.0,70.0,70.0,70.0,71.0,72.0,72.0,72.0,71.0,72.0,72.0,72.0,70.0,66.0,66.0,66.0,70.0,56.0,56.0,56.0,56.0,56.0,53.0,53.0,53.0,53.0,53.0,57.0,66.0,69.0,74.0,65.0,80.0,65.0,36.0,52.0,81.0,75.0,70.0,71.0,65.0,69.0,71.0,69.0,68.0,78.0,63.0,70.0,30.0,68.0,71.0,66.0,68.0,50.0,36.0,30.0,14.0,7.0,11.0,15.0,7.0,€11.6M
F. Quignon,25,Argentina,72,77,4099999.9999999995,13000.0,1880,Left,1.0,3.0,3.0,High/ Low,Normal,No,LCM,19.0,"Jul 26, 2018",0,2021,5.1,165.0,64.0,64.0,64.0,67.0,67.0,67.0,67.0,67.0,69.0,69.0,69.0,69.0,71.0,71.0,71.0,69.0,71.0,71.0,71.0,71.0,71.0,71.0,69.0,69.0,69.0,71.0,66.0,51.0,61.0,78.0,45.0,67.0,59.0,45.0,67.0,71.0,72.0,71.0,68.0,72.0,62.0,63.0,59.0,81.0,73.0,61.0,61.0,68.0,64.0,75.0,53.0,55.0,69.0,72.0,73.0,14.0,7.0,15.0,7.0,10.0,€6.4M
L. Sigali,31,Argentina,72,72,2100000.0,14000.0,1518,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,RCB,30.0,"Jan 19, 2018",0,2023,5.11,159.0,48.0,48.0,48.0,43.0,44.0,44.0,44.0,43.0,42.0,42.0,42.0,44.0,45.0,45.0,45.0,44.0,58.0,59.0,59.0,59.0,58.0,62.0,71.0,71.0,71.0,62.0,30.0,29.0,79.0,40.0,29.0,34.0,31.0,32.0,36.0,58.0,67.0,63.0,52.0,66.0,61.0,45.0,89.0,52.0,74.0,26.0,67.0,70.0,34.0,32.0,42.0,61.0,73.0,76.0,74.0,11.0,8.0,10.0,15.0,13.0,€3.1M
G. Hauche,31,Argentina,72,72,2800000.0,4000.0,1950,Right,1.0,3.0,4.0,High/ Medium,Normal,No,LM,9.0,"Jul 11, 2018",0,2019,5.6,161.0,70.0,70.0,70.0,74.0,72.0,72.0,72.0,74.0,72.0,72.0,72.0,73.0,66.0,66.0,66.0,73.0,60.0,57.0,57.0,57.0,60.0,57.0,53.0,53.0,53.0,57.0,70.0,69.0,58.0,70.0,61.0,74.0,67.0,73.0,64.0,75.0,89.0,89.0,89.0,72.0,75.0,73.0,77.0,73.0,61.0,67.0,80.0,21.0,69.0,68.0,77.0,71.0,55.0,46.0,33.0,11.0,11.0,11.0,11.0,11.0,€3.9M
D. Morales,31,Argentina,72,72,2700000.0,11000.0,1805,Right,1.0,3.0,4.0,Medium/ Low,Normal,No,CAM,11.0,"Jan 25, 2018",0,2019,5.8,152.0,65.0,65.0,65.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,71.0,70.0,66.0,66.0,66.0,70.0,53.0,53.0,53.0,53.0,53.0,49.0,44.0,44.0,44.0,49.0,65.0,59.0,37.0,67.0,69.0,81.0,79.0,76.0,65.0,79.0,74.0,66.0,68.0,69.0,74.0,67.0,57.0,64.0,69.0,63.0,71.0,26.0,67.0,76.0,70.0,73.0,29.0,36.0,24.0,13.0,10.0,11.0,10.0,14.0,€4.1M
L. Ardente,36,Argentina,72,72,425000.0,5000.0,994,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Jul 1, 2011",0,2021,6.2,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,11.0,16.0,10.0,11.0,15.0,16.0,23.0,13.0,25.0,21.0,20.0,62.0,16.0,20.0,26.0,14.0,69.0,12.0,18.0,10.0,10.0,50.0,67.0,36.0,21.0,13.0,12.0,70.0,71.0,82.0,74.0,71.0,€616K
E. Insúa,27,Argentina,72,73,2900000.0,1000.0,1843,Left,1.0,3.0,3.0,High/ Medium,Normal,No,LB,3.0,"Aug 23, 2017",0,2020,6.0,181.0,64.0,64.0,64.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,66.0,66.0,66.0,66.0,66.0,70.0,69.0,69.0,69.0,70.0,70.0,70.0,70.0,70.0,70.0,64.0,55.0,67.0,68.0,30.0,66.0,33.0,42.0,65.0,67.0,71.0,75.0,67.0,70.0,65.0,72.0,76.0,83.0,70.0,63.0,82.0,68.0,63.0,60.0,41.0,65.0,69.0,71.0,72.0,8.0,11.0,7.0,14.0,8.0,€6.5M
J. Correa,25,Argentina,72,75,4000000.0,11000.0,1630,Right,1.0,4.0,3.0,Medium/ Low,Normal,No,ST,11.0,"Jan 25, 2018",0,2021,6.2,187.0,71.0,71.0,71.0,66.0,68.0,68.0,68.0,66.0,65.0,65.0,65.0,64.0,58.0,58.0,58.0,64.0,47.0,47.0,47.0,47.0,47.0,45.0,45.0,45.0,45.0,45.0,40.0,76.0,72.0,62.0,52.0,71.0,31.0,25.0,43.0,75.0,66.0,70.0,74.0,58.0,50.0,77.0,76.0,76.0,79.0,64.0,67.0,28.0,73.0,54.0,53.0,60.0,28.0,19.0,20.0,12.0,10.0,11.0,6.0,12.0,€6.2M
F. Coloccini,36,Argentina,72,72,425000.0,10000.0,1785,Right,2.0,4.0,2.0,Low/ High,Normal,Yes,CB,32.0,"Jul 6, 2016",0,2019,6.0,183.0,58.0,58.0,58.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,55.0,60.0,60.0,60.0,55.0,62.0,66.0,66.0,66.0,62.0,63.0,71.0,71.0,71.0,63.0,53.0,45.0,78.0,64.0,58.0,58.0,58.0,56.0,66.0,65.0,53.0,44.0,55.0,67.0,59.0,63.0,75.0,54.0,78.0,71.0,78.0,69.0,40.0,48.0,58.0,72.0,72.0,72.0,65.0,11.0,16.0,14.0,16.0,6.0,€638K
G. Lanaro,32,Argentina,72,72,1800000.0,8000.0,1540,Right,1.0,2.0,2.0,Low/ High,Stocky,No,RCB,2.0,"Jun 16, 2015",0,2019,6.1,185.0,46.0,46.0,46.0,43.0,44.0,44.0,44.0,43.0,47.0,47.0,47.0,46.0,56.0,56.0,56.0,46.0,59.0,66.0,66.0,66.0,59.0,62.0,71.0,71.0,71.0,62.0,29.0,15.0,72.0,69.0,24.0,40.0,25.0,24.0,69.0,56.0,41.0,55.0,57.0,63.0,37.0,61.0,82.0,77.0,90.0,55.0,78.0,59.0,22.0,35.0,40.0,62.0,69.0,74.0,71.0,10.0,11.0,10.0,14.0,6.0,€2.5M
I. Canuto,32,Argentina,72,72,1800000.0,10000.0,1697,Right,1.0,3.0,2.0,Low/ Medium,Stocky,No,RCB,6.0,"Jan 13, 2018",0,2021,5.11,181.0,52.0,52.0,52.0,49.0,50.0,50.0,50.0,49.0,52.0,52.0,52.0,51.0,58.0,58.0,58.0,51.0,61.0,66.0,66.0,66.0,61.0,63.0,70.0,70.0,70.0,63.0,39.0,38.0,72.0,64.0,37.0,54.0,46.0,45.0,67.0,60.0,46.0,51.0,62.0,63.0,71.0,63.0,82.0,71.0,83.0,50.0,67.0,66.0,23.0,48.0,51.0,60.0,71.0,74.0,70.0,15.0,10.0,12.0,13.0,13.0,€2.7M
M. González,37,Argentina,72,72,1000000.0,8000.0,1942,Right,2.0,4.0,4.0,High/ Low,Stocky,No,LM,15.0,"Jan 26, 2018",0,2018,5.9,176.0,69.0,69.0,69.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,70.0,69.0,69.0,69.0,70.0,63.0,64.0,64.0,64.0,63.0,61.0,60.0,60.0,60.0,61.0,75.0,71.0,62.0,72.0,65.0,75.0,71.0,73.0,68.0,75.0,64.0,57.0,73.0,66.0,75.0,78.0,61.0,66.0,70.0,77.0,77.0,60.0,69.0,73.0,60.0,73.0,50.0,55.0,49.0,15.0,10.0,8.0,14.0,8.0,€1.6M
E. Buendía,21,Argentina,72,79,4400000.0,15000.0,1876,Right,1.0,3.0,3.0,High/ High,Stocky,No,RM,17.0,"Jul 1, 2018",0,2022,5.7,143.0,67.0,67.0,67.0,71.0,70.0,70.0,70.0,71.0,71.0,71.0,71.0,71.0,69.0,69.0,69.0,71.0,64.0,64.0,64.0,64.0,64.0,63.0,60.0,60.0,60.0,63.0,72.0,69.0,66.0,73.0,66.0,73.0,72.0,58.0,71.0,76.0,69.0,73.0,81.0,65.0,83.0,59.0,38.0,61.0,59.0,64.0,59.0,59.0,68.0,73.0,49.0,61.0,58.0,63.0,49.0,11.0,10.0,13.0,7.0,9.0,€9.3M
S. Sáez,33,Argentina,72,72,2000000.0,9000.0,1645,Right,1.0,3.0,3.0,High/ Low,Normal,No,ST,7.0,"Jul 1, 2018",0,2019,5.9,187.0,71.0,71.0,71.0,65.0,68.0,68.0,68.0,65.0,64.0,64.0,64.0,63.0,56.0,56.0,56.0,63.0,45.0,44.0,44.0,44.0,45.0,43.0,42.0,42.0,42.0,43.0,40.0,77.0,70.0,58.0,65.0,71.0,52.0,44.0,42.0,68.0,68.0,74.0,71.0,74.0,64.0,69.0,59.0,70.0,78.0,57.0,65.0,18.0,73.0,48.0,75.0,62.0,28.0,15.0,14.0,8.0,6.0,7.0,9.0,8.0,€2.7M
F. Zuqui,26,Argentina,72,73,3600000.0,12000.0,1897,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,RM,5.0,"Aug 24, 2017",0,2021,5.7,143.0,66.0,66.0,66.0,69.0,69.0,69.0,69.0,69.0,71.0,71.0,71.0,70.0,71.0,71.0,71.0,70.0,68.0,69.0,69.0,69.0,68.0,66.0,65.0,65.0,65.0,66.0,60.0,65.0,56.0,77.0,49.0,75.0,61.0,58.0,73.0,72.0,64.0,68.0,82.0,72.0,75.0,63.0,64.0,79.0,70.0,64.0,60.0,66.0,65.0,69.0,53.0,67.0,73.0,59.0,58.0,12.0,6.0,12.0,11.0,6.0,€5.7M
G. Escobar,21,Argentina,72,80,3900000.0,7000.0,1782,Left,1.0,2.0,3.0,Medium/ High,Normal,No,LB,31.0,"Jan 24, 2018",0,2020,5.7,154.0,54.0,54.0,54.0,64.0,60.0,60.0,60.0,64.0,63.0,63.0,63.0,66.0,65.0,65.0,65.0,66.0,71.0,68.0,68.0,68.0,71.0,70.0,66.0,66.0,66.0,70.0,70.0,32.0,48.0,71.0,29.0,71.0,47.0,35.0,60.0,70.0,82.0,81.0,72.0,65.0,79.0,34.0,76.0,83.0,72.0,56.0,69.0,69.0,48.0,59.0,47.0,53.0,60.0,71.0,71.0,7.0,14.0,15.0,10.0,9.0,€6.7M
F. Lértora,27,Argentina,72,73,2900000.0,10000.0,1859,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,CDM,14.0,"Jul 1, 2016",0,2021,5.9,161.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,62.0,62.0,62.0,64.0,65.0,65.0,65.0,64.0,70.0,71.0,71.0,71.0,70.0,71.0,73.0,73.0,73.0,71.0,64.0,49.0,78.0,67.0,53.0,62.0,54.0,58.0,66.0,73.0,64.0,62.0,64.0,65.0,54.0,65.0,80.0,77.0,74.0,40.0,72.0,73.0,54.0,63.0,58.0,61.0,73.0,77.0,76.0,8.0,7.0,14.0,8.0,7.0,€4.5M
A. Barboza,23,Argentina,72,77,3500000.0,13000.0,1449,Left,1.0,2.0,2.0,Medium/ Medium,Lean,No,LCB,6.0,0,River Plate,"Dec 31, 2018",6.4,194.0,46.0,46.0,46.0,44.0,45.0,45.0,45.0,44.0,47.0,47.0,47.0,47.0,53.0,53.0,53.0,47.0,60.0,65.0,65.0,65.0,60.0,62.0,70.0,70.0,70.0,62.0,33.0,27.0,78.0,68.0,17.0,51.0,24.0,26.0,51.0,59.0,44.0,46.0,42.0,57.0,36.0,38.0,51.0,61.0,77.0,31.0,73.0,71.0,27.0,33.0,58.0,52.0,73.0,75.0,71.0,11.0,11.0,10.0,7.0,12.0,0
F. Angileri,24,Argentina,72,79,3700000.0,9000.0,1962,Left,1.0,3.0,3.0,High/ High,Normal,No,LB,21.0,"Feb 9, 2013",0,2022,6.0,185.0,69.0,69.0,69.0,71.0,70.0,70.0,70.0,71.0,69.0,69.0,69.0,71.0,68.0,68.0,68.0,71.0,72.0,69.0,69.0,69.0,72.0,71.0,68.0,68.0,68.0,71.0,76.0,64.0,58.0,68.0,63.0,75.0,68.0,43.0,64.0,68.0,77.0,80.0,75.0,70.0,71.0,74.0,55.0,84.0,77.0,61.0,70.0,69.0,72.0,67.0,65.0,70.0,64.0,69.0,71.0,8.0,8.0,11.0,9.0,8.0,€6.1M
M. Pérez García,33,Argentina,72,72,1900000.0,11000.0,1886,Left,1.0,3.0,4.0,Medium/ High,Stocky,No,LM,10.0,"Jul 20, 2017",0,2020,5.5,150.0,62.0,62.0,62.0,71.0,69.0,69.0,69.0,71.0,71.0,71.0,71.0,72.0,69.0,69.0,69.0,72.0,62.0,60.0,60.0,60.0,62.0,58.0,50.0,50.0,50.0,58.0,78.0,49.0,39.0,71.0,55.0,77.0,80.0,78.0,73.0,76.0,81.0,75.0,81.0,66.0,91.0,70.0,34.0,69.0,48.0,64.0,82.0,43.0,65.0,77.0,69.0,72.0,42.0,48.0,42.0,16.0,9.0,15.0,9.0,14.0,€2.8M
C. Chimino,30,Argentina,72,72,2200000.0,11000.0,1799,Right,1.0,2.0,2.0,Medium/ Medium,Normal,No,RB,28.0,"Jul 23, 2018",0,2019,5.1,159.0,57.0,57.0,57.0,61.0,58.0,58.0,58.0,61.0,58.0,58.0,58.0,63.0,60.0,60.0,60.0,63.0,70.0,66.0,66.0,66.0,70.0,70.0,67.0,67.0,67.0,70.0,69.0,35.0,57.0,60.0,34.0,61.0,58.0,45.0,53.0,64.0,78.0,82.0,67.0,72.0,63.0,60.0,66.0,86.0,67.0,53.0,70.0,69.0,54.0,48.0,62.0,66.0,68.0,70.0,71.0,12.0,13.0,15.0,11.0,6.0,€3.4M
J. Garro,25,Argentina,72,73,3700000.0,12000.0,1693,Right,1.0,3.0,3.0,High/ High,Lean,No,LM,24.0,"Jul 23, 2018",0,2023,5.1,157.0,71.0,71.0,71.0,70.0,70.0,70.0,70.0,70.0,68.0,68.0,68.0,70.0,62.0,62.0,62.0,70.0,51.0,46.0,46.0,46.0,51.0,48.0,41.0,41.0,41.0,48.0,62.0,71.0,76.0,61.0,58.0,72.0,48.0,36.0,65.0,72.0,80.0,83.0,72.0,72.0,65.0,72.0,63.0,74.0,74.0,43.0,31.0,14.0,74.0,69.0,66.0,63.0,25.0,21.0,22.0,11.0,11.0,16.0,7.0,7.0,€5.8M
J. Mercier,38,Argentina,72,72,425000.0,6000.0,1953,Right,1.0,3.0,3.0,Low/ High,Normal,No,RDM,5.0,"Jul 23, 2018",0,2019,6.1,172.0,66.0,66.0,66.0,67.0,68.0,68.0,68.0,67.0,69.0,69.0,69.0,66.0,69.0,69.0,69.0,66.0,66.0,71.0,71.0,71.0,66.0,66.0,72.0,72.0,72.0,66.0,64.0,57.0,63.0,75.0,65.0,66.0,71.0,66.0,70.0,74.0,65.0,50.0,67.0,75.0,63.0,72.0,80.0,37.0,80.0,68.0,75.0,73.0,66.0,75.0,60.0,67.0,76.0,73.0,65.0,14.0,11.0,12.0,10.0,15.0,€638K
N. Bertolo,32,Argentina,72,72,2400000.0,11000.0,1817,Right,2.0,3.0,3.0,High/ Low,Normal,No,LM,8.0,"Jul 23, 2018",0,2021,5.1,165.0,69.0,69.0,69.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,67.0,67.0,67.0,71.0,57.0,56.0,56.0,56.0,57.0,54.0,49.0,49.0,49.0,54.0,74.0,67.0,60.0,72.0,61.0,76.0,76.0,56.0,66.0,72.0,65.0,72.0,79.0,66.0,68.0,72.0,53.0,66.0,68.0,67.0,63.0,57.0,74.0,74.0,57.0,68.0,30.0,28.0,28.0,6.0,16.0,6.0,9.0,13.0,€3.6M
F. Cerro,30,Argentina,72,72,2900000.0,10000.0,1957,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,CM,28.0,"Jul 30, 2018",0,2019,5.1,165.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,69.0,70.0,70.0,70.0,69.0,72.0,72.0,72.0,72.0,72.0,71.0,71.0,71.0,71.0,71.0,66.0,59.0,59.0,73.0,56.0,67.0,59.0,57.0,71.0,70.0,72.0,73.0,67.0,73.0,63.0,73.0,75.0,89.0,80.0,62.0,68.0,73.0,64.0,66.0,53.0,61.0,72.0,73.0,67.0,6.0,15.0,11.0,11.0,14.0,€4.3M
R. Gómez,25,Argentina,72,75,3900000.0,17000.0,1903,Right,1.0,2.0,3.0,High/ Low,Normal,No,LM,10.0,0,Deportivo Toluca,"Dec 31, 2018",5.5,141.0,65.0,65.0,65.0,70.0,68.0,68.0,68.0,70.0,68.0,68.0,68.0,71.0,66.0,66.0,66.0,71.0,63.0,58.0,58.0,58.0,63.0,61.0,49.0,49.0,49.0,61.0,71.0,65.0,49.0,66.0,57.0,74.0,78.0,73.0,69.0,71.0,83.0,91.0,87.0,67.0,90.0,72.0,58.0,88.0,34.0,75.0,68.0,55.0,58.0,58.0,67.0,52.0,26.0,46.0,46.0,14.0,15.0,10.0,15.0,7.0,0
M. Zaracho,20,Argentina,72,85,6000000.0,11000.0,1860,Right,1.0,3.0,3.0,High/ Medium,Normal,No,RM,28.0,"Jul 1, 2016",0,2021,5.7,141.0,64.0,64.0,64.0,70.0,68.0,68.0,68.0,70.0,70.0,70.0,70.0,70.0,66.0,66.0,66.0,70.0,63.0,60.0,60.0,60.0,63.0,61.0,55.0,55.0,55.0,61.0,65.0,60.0,49.0,70.0,58.0,77.0,65.0,58.0,67.0,72.0,89.0,86.0,90.0,57.0,90.0,61.0,59.0,73.0,55.0,62.0,55.0,45.0,61.0,70.0,57.0,69.0,60.0,56.0,44.0,8.0,14.0,12.0,6.0,9.0,€12.8M
L. Menossi,24,Argentina,72,76,4000000.0,10000.0,1995,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,RDM,5.0,"Apr 11, 2012",0,2019,5.7,154.0,63.0,63.0,63.0,69.0,68.0,68.0,68.0,69.0,69.0,69.0,69.0,69.0,70.0,70.0,70.0,69.0,71.0,69.0,69.0,69.0,71.0,69.0,63.0,63.0,63.0,69.0,63.0,49.0,47.0,68.0,71.0,68.0,68.0,68.0,70.0,72.0,83.0,74.0,91.0,74.0,92.0,76.0,82.0,86.0,36.0,78.0,63.0,74.0,68.0,68.0,57.0,67.0,70.0,66.0,62.0,10.0,8.0,14.0,10.0,9.0,€6.3M
T. Cardona,22,Argentina,72,78,3600000.0,9000.0,1691,Left,1.0,3.0,2.0,Low/ Medium,Lean,No,LCB,6.0,"Jan 18, 2018",0,2022,6.1,168.0,55.0,55.0,55.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,53.0,55.0,55.0,55.0,53.0,63.0,65.0,65.0,65.0,63.0,65.0,71.0,71.0,71.0,65.0,44.0,48.0,77.0,61.0,39.0,50.0,44.0,39.0,54.0,61.0,46.0,67.0,66.0,62.0,49.0,49.0,84.0,80.0,83.0,40.0,76.0,75.0,42.0,33.0,59.0,60.0,66.0,70.0,67.0,14.0,14.0,12.0,10.0,10.0,€6M
J. Foyth,20,Argentina,72,85,5500000.0,33000.0,1750,Right,1.0,3.0,3.0,Medium/ High,Lean,Yes,CB,6.0,"Aug 30, 2017",0,2022,6.2,152.0,59.0,59.0,59.0,59.0,60.0,60.0,60.0,59.0,60.0,60.0,60.0,60.0,61.0,61.0,61.0,60.0,67.0,67.0,67.0,67.0,67.0,68.0,71.0,71.0,71.0,68.0,41.0,43.0,73.0,71.0,43.0,66.0,41.0,47.0,49.0,69.0,71.0,71.0,72.0,73.0,72.0,56.0,72.0,65.0,71.0,39.0,58.0,72.0,46.0,52.0,47.0,57.0,70.0,75.0,72.0,8.0,15.0,7.0,14.0,9.0,€13.6M
D. Villalva,25,Argentina,72,73,3700000.0,7000.0,1805,Right,1.0,4.0,4.0,Medium/ Medium,Normal,No,RW,11.0,0,Tiburones Rojos de Veracruz,"May 31, 2019",5.3,137.0,67.0,67.0,67.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,70.0,65.0,65.0,65.0,70.0,55.0,51.0,51.0,51.0,55.0,52.0,41.0,41.0,41.0,52.0,64.0,65.0,61.0,70.0,73.0,78.0,71.0,63.0,59.0,74.0,79.0,79.0,85.0,68.0,91.0,72.0,78.0,72.0,32.0,70.0,43.0,49.0,65.0,69.0,63.0,77.0,22.0,23.0,22.0,7.0,7.0,8.0,7.0,16.0,0
C. Bernardi,28,Argentina,72,72,3100000.0,11000.0,1809,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,RM,23.0,"Jul 15, 2016",0,2021,5.1,161.0,66.0,66.0,66.0,71.0,69.0,69.0,69.0,71.0,70.0,70.0,70.0,71.0,66.0,66.0,66.0,71.0,61.0,57.0,57.0,57.0,61.0,59.0,51.0,51.0,51.0,59.0,68.0,65.0,50.0,72.0,47.0,75.0,61.0,70.0,66.0,73.0,79.0,83.0,82.0,63.0,73.0,69.0,58.0,71.0,64.0,52.0,48.0,39.0,68.0,70.0,66.0,64.0,40.0,49.0,51.0,8.0,7.0,6.0,7.0,9.0,€4.7M
J. Bottinelli,33,Argentina,72,72,1300000.0,10000.0,1517,Left,1.0,3.0,2.0,Medium/ High,Stocky,No,LCB,33.0,"Aug 7, 2017",0,2019,5.11,174.0,46.0,46.0,46.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,46.0,51.0,51.0,51.0,46.0,58.0,63.0,63.0,63.0,58.0,60.0,70.0,70.0,70.0,60.0,50.0,35.0,75.0,62.0,40.0,45.0,43.0,38.0,53.0,53.0,33.0,39.0,31.0,66.0,65.0,52.0,83.0,47.0,76.0,27.0,81.0,72.0,17.0,41.0,41.0,69.0,74.0,72.0,62.0,7.0,11.0,6.0,6.0,14.0,€1.9M
