Name,Age,Nationality,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,PositionClass,Age_Ranges
M. Pasqual,36,Italy,74,74,650000.0,9000.0,1996,Left,2.0,2.0,3.0,Medium/ Medium,Normal,No,LB,23.0,"May 31, 2016",0,2022,5'10,157lbs,64+2,64+2,64+2,70+2,68+2,68+2,68+2,70+2,70+2,70+2,70+2,72+2,72+2,72+2,72+2,72+2,73+2,72+2,72+2,72+2,73+2,72+2,70+2,70+2,70+2,72+2,86.0,46.0,60.0,78.0,62.0,72.0,82.0,76.0,77.0,77.0,67.0,69.0,76.0,72.0,75.0,72.0,77.0,68.0,66.0,62.0,66.0,72.0,66.0,70.0,50.0,78.0,70.0,73.0,72.0,6.0,5.0,7.0,12.0,7.0,€1.2M,Defender,36-40
A. Di Gaudio,28,Italy,74,74,5500000.0,39000.0,1720,Right,1.0,4.0,4.0,High/ Medium,Normal,No,LW,20.0,"Jul 26, 2017",0,2020,5'7,139lbs,65+2,65+2,65+2,73+2,71+2,71+2,71+2,73+2,71+2,71+2,71+2,73+2,64+2,64+2,64+2,73+2,57+2,49+2,49+2,49+2,57+2,53+2,38+2,38+2,38+2,53+2,71.0,66.0,40.0,68.0,54.0,76.0,70.0,34.0,56.0,75.0,88.0,89.0,92.0,70.0,93.0,62.0,56.0,86.0,31.0,68.0,38.0,22.0,66.0,69.0,56.0,74.0,46.0,21.0,24.0,7.0,9.0,5.0,6.0,6.0,€9.9M,Attacker,26-30
M. Andreolli,32,Italy,74,74,3200000.0,25000.0,1470,Right,2.0,3.0,2.0,Low/ Medium,Lean,No,CB,3.0,"Jul 7, 2017",0,2019,6'2,176lbs,47+2,47+2,47+2,42+2,44+2,44+2,44+2,42+2,44+2,44+2,44+2,43+2,48+2,48+2,48+2,43+2,55+2,62+2,62+2,62+2,55+2,59+2,73+2,73+2,73+2,59+2,22.0,16.0,76.0,55.0,23.0,49.0,31.0,18.0,55.0,55.0,44.0,53.0,59.0,65.0,55.0,59.0,85.0,30.0,79.0,24.0,76.0,67.0,33.0,28.0,34.0,74.0,77.0,79.0,76.0,12.0,11.0,5.0,5.0,14.0,€5.5M,Defender,31-35
E. Goldaniga,24,Italy,74,76,6000000.0,32000.0,1481,Right,1.0,3.0,2.0,Medium/ High,Normal,No,RCB,6.0,0,Sassuolo,"Jun 30, 2019",6'2,181lbs,46+2,46+2,46+2,42+2,43+2,43+2,43+2,42+2,43+2,43+2,43+2,44+2,50+2,50+2,50+2,44+2,60+2,65+2,65+2,65+2,60+2,63+2,72+2,72+2,72+2,63+2,27.0,22.0,73.0,57.0,26.0,48.0,29.0,33.0,56.0,59.0,43.0,55.0,42.0,70.0,35.0,55.0,79.0,56.0,78.0,41.0,76.0,74.0,13.0,19.0,34.0,64.0,73.0,75.0,75.0,9.0,12.0,7.0,15.0,15.0,0,Defender,22-25
L. Crisetig,25,Italy,74,77,7000000.0,26000.0,1867,Left,1.0,3.0,3.0,Medium/ High,Normal,No,CM,88.0,0,Bologna,"Jun 30, 2019",6'0,176lbs,61+2,61+2,61+2,64+2,65+2,65+2,65+2,64+2,68+2,68+2,68+2,66+2,72+2,72+2,72+2,66+2,68+2,73+2,73+2,73+2,68+2,67+2,70+2,70+2,70+2,67+2,62.0,33.0,68.0,78.0,58.0,72.0,61.0,59.0,76.0,76.0,48.0,54.0,67.0,72.0,68.0,70.0,72.0,76.0,76.0,68.0,67.0,73.0,60.0,74.0,59.0,72.0,68.0,72.0,60.0,4.0,4.0,4.0,4.0,4.0,0,Midfielder,22-25
D. Falcinelli,27,Italy,74,75,6500000.0,29000.0,1634,Left,1.0,2.0,3.0,High/ Low,Lean,No,LS,91.0,"Jul 4, 2018",0,2022,6'1,165lbs,72+2,72+2,72+2,67+2,70+2,70+2,70+2,67+2,68+2,68+2,68+2,65+2,60+2,60+2,60+2,65+2,44+2,45+2,45+2,45+2,44+2,42+2,40+2,40+2,40+2,42+2,32.0,78.0,71.0,64.0,65.0,70.0,45.0,33.0,54.0,74.0,69.0,69.0,71.0,73.0,63.0,70.0,70.0,66.0,74.0,64.0,45.0,20.0,77.0,58.0,65.0,74.0,20.0,15.0,15.0,6.0,12.0,7.0,5.0,14.0,€11.5M,Attacker,26-30
A. Ciciretti,24,Italy,74,78,7500000.0,44000.0,1785,Left,1.0,4.0,4.0,High/ Medium,Normal,No,RW,10.0,0,Napoli,"Jun 30, 2019",5'7,137lbs,66+2,66+2,66+2,73+2,72+2,72+2,72+2,73+2,74+2,74+2,74+2,72+2,68+2,68+2,68+2,72+2,56+2,54+2,54+2,54+2,56+2,52+2,41+2,41+2,41+2,52+2,67.0,67.0,43.0,80.0,65.0,75.0,75.0,67.0,73.0,75.0,79.0,79.0,90.0,66.0,80.0,68.0,37.0,62.0,42.0,74.0,44.0,32.0,68.0,75.0,60.0,82.0,46.0,26.0,24.0,13.0,6.0,9.0,12.0,6.0,0,Attacker,22-25
A. Diamanti,35,Italy,74,74,2600000.0,4000.0,1874,Left,2.0,2.0,4.0,Medium/ Medium,Normal,No,CAM,23.0,"Jul 13, 2018",0,2021,5'11,165lbs,69+2,69+2,69+2,74+2,73+2,73+2,73+2,74+2,75+2,75+2,75+2,74+2,70+2,70+2,70+2,74+2,56+2,55+2,55+2,55+2,56+2,52+2,45+2,45+2,45+2,52+2,76.0,60.0,54.0,79.0,74.0,80.0,77.0,82.0,71.0,82.0,68.0,67.0,74.0,64.0,71.0,81.0,50.0,65.0,61.0,78.0,60.0,30.0,76.0,76.0,70.0,74.0,32.0,32.0,28.0,14.0,7.0,10.0,14.0,11.0,€4M,Midfielder,31-35
R. Meggiorini,32,Italy,74,74,4500000.0,17000.0,1820,Left,2.0,3.0,4.0,Medium/ Medium,Normal,No,ST,69.0,"Jul 2, 2014",0,2019,6'0,172lbs,73+2,73+2,73+2,72+2,73+2,73+2,73+2,72+2,72+2,72+2,72+2,71+2,65+2,65+2,65+2,71+2,54+2,52+2,52+2,52+2,54+2,51+2,49+2,49+2,49+2,51+2,62.0,74.0,72.0,70.0,69.0,74.0,69.0,60.0,54.0,76.0,75.0,66.0,78.0,75.0,74.0,69.0,76.0,67.0,77.0,60.0,45.0,23.0,78.0,74.0,73.0,78.0,50.0,28.0,24.0,6.0,6.0,6.0,5.0,5.0,€7.6M,Attacker,31-35
L. Rizzo,26,Italy,74,75,6500000.0,27000.0,1935,Right,1.0,4.0,3.0,High/ Medium,Lean,No,RM,26.0,0,Bologna,"Jun 30, 2019",6'1,176lbs,68+2,68+2,68+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,73+2,72+2,72+2,72+2,73+2,71+2,70+2,70+2,70+2,71+2,70+2,67+2,67+2,67+2,70+2,72.0,54.0,62.0,76.0,56.0,78.0,68.0,49.0,72.0,78.0,73.0,77.0,72.0,70.0,58.0,72.0,58.0,77.0,75.0,68.0,64.0,64.0,68.0,72.0,63.0,70.0,62.0,68.0,68.0,6.0,14.0,6.0,8.0,7.0,0,Midfielder,26-30
N. Rigoni,27,Italy,74,74,6000000.0,15000.0,1868,Right,1.0,3.0,3.0,Medium/ High,Lean,No,RCM,4.0,"Sep 5, 2012",0,2021,6'2,185lbs,62+2,62+2,62+2,65+2,65+2,65+2,65+2,65+2,68+2,68+2,68+2,67+2,72+2,72+2,72+2,67+2,68+2,72+2,72+2,72+2,68+2,67+2,68+2,68+2,68+2,67+2,61.0,46.0,67.0,78.0,51.0,71.0,64.0,61.0,76.0,75.0,52.0,58.0,58.0,71.0,63.0,61.0,67.0,77.0,75.0,69.0,70.0,73.0,61.0,71.0,51.0,75.0,63.0,68.0,64.0,4.0,10.0,13.0,6.0,13.0,€10.2M,Midfielder,26-30
A. Masina,24,Italy,74,79,6500000.0,33000.0,1778,Left,1.0,3.0,3.0,Medium/ Medium,Normal,No,LB,11.0,"Jul 2, 2018",0,2023,6'3,192lbs,57+2,57+2,57+2,62+2,60+2,60+2,60+2,62+2,61+2,61+2,61+2,66+2,66+2,66+2,66+2,66+2,73+2,70+2,70+2,70+2,73+2,72+2,71+2,71+2,71+2,72+2,78.0,26.0,70.0,69.0,37.0,68.0,64.0,35.0,68.0,69.0,63.0,75.0,63.0,69.0,43.0,59.0,64.0,86.0,76.0,41.0,66.0,72.0,58.0,58.0,31.0,72.0,68.0,74.0,74.0,14.0,14.0,13.0,7.0,6.0,€12.8M,Defender,22-25
M. Pucciarelli,27,Italy,74,75,6500000.0,15000.0,1863,Right,2.0,3.0,4.0,Medium/ High,Lean,No,ST,10.0,0,Empoli,"Jun 30, 2019",5'9,141lbs,72+2,72+2,72+2,75+2,75+2,75+2,75+2,75+2,74+2,74+2,74+2,74+2,67+2,67+2,67+2,74+2,59+2,56+2,56+2,56+2,59+2,56+2,49+2,49+2,49+2,56+2,62.0,74.0,54.0,72.0,74.0,77.0,69.0,39.0,58.0,78.0,90.0,78.0,90.0,76.0,86.0,74.0,72.0,78.0,48.0,69.0,60.0,32.0,78.0,64.0,55.0,74.0,58.0,32.0,28.0,7.0,5.0,10.0,8.0,8.0,0,Attacker,26-30
S. Floccari,36,Italy,74,74,2000000.0,11000.0,1736,Right,2.0,3.0,3.0,Medium/ Low,Normal,No,ST,10.0,"Jan 19, 2017",0,2023,5'11,174lbs,73+2,73+2,73+2,69+2,71+2,71+2,71+2,69+2,68+2,68+2,68+2,66+2,60+2,60+2,60+2,66+2,47+2,45+2,45+2,45+2,47+2,44+2,42+2,42+2,42+2,44+2,56.0,80.0,75.0,68.0,66.0,71.0,66.0,60.0,48.0,73.0,64.0,65.0,67.0,68.0,70.0,75.0,83.0,54.0,71.0,68.0,48.0,20.0,77.0,60.0,72.0,76.0,25.0,20.0,16.0,8.0,11.0,15.0,10.0,6.0,€3.6M,Attacker,36-40
S. Okaka,28,Italy,74,74,6000000.0,48000.0,1690,Right,2.0,3.0,2.0,High/ High,Stocky,Yes,ST,33.0,"Sep 1, 2016",0,2021,6'1,198lbs,72+2,72+2,72+2,67+2,70+2,70+2,70+2,67+2,67+2,67+2,67+2,64+2,59+2,59+2,59+2,64+2,49+2,48+2,48+2,48+2,49+2,46+2,48+2,48+2,48+2,46+2,50.0,70.0,77.0,70.0,66.0,69.0,58.0,48.0,29.0,77.0,56.0,71.0,54.0,70.0,45.0,81.0,74.0,65.0,93.0,67.0,73.0,21.0,70.0,62.0,66.0,71.0,29.0,25.0,20.0,7.0,7.0,7.0,5.0,8.0,€11.4M,Attacker,26-30
F. Forestieri,28,Italy,74,74,6000000.0,29000.0,1979,Right,1.0,3.0,4.0,High/ Medium,Normal,No,ST,45.0,"Aug 29, 2015",0,2021,5'8,148lbs,72+2,72+2,72+2,75+2,74+2,74+2,74+2,75+2,75+2,75+2,75+2,73+2,69+2,69+2,69+2,73+2,61+2,61+2,61+2,61+2,61+2,59+2,56+2,56+2,56+2,59+2,64.0,74.0,59.0,73.0,71.0,78.0,70.0,65.0,60.0,78.0,83.0,76.0,92.0,72.0,88.0,75.0,84.0,75.0,65.0,74.0,73.0,42.0,72.0,74.0,69.0,71.0,50.0,53.0,31.0,6.0,6.0,7.0,12.0,8.0,€11.4M,Attacker,26-30
A. Cerci,30,Italy,74,74,5500000.0,21000.0,1872,Left,2.0,3.0,4.0,Medium/ Low,Normal,Yes,RW,20.0,"Aug 18, 2018",0,2019,5'11,172lbs,71+2,71+2,71+2,74+2,73+2,73+2,73+2,74+2,73+2,73+2,73+2,71+2,66+2,66+2,66+2,71+2,54+2,54+2,54+2,54+2,54+2,51+2,49+2,49+2,49+2,51+2,77.0,68.0,59.0,75.0,71.0,77.0,79.0,74.0,67.0,80.0,77.0,77.0,72.0,65.0,77.0,72.0,66.0,32.0,73.0,77.0,60.0,41.0,71.0,68.0,76.0,73.0,35.0,31.0,24.0,9.0,14.0,7.0,12.0,9.0,€11M,Attacker,26-30
A. Ragusa,28,Italy,74,74,5500000.0,46000.0,1868,Right,1.0,3.0,4.0,High/ Medium,Normal,No,LW,9.0,0,Sassuolo,"Jun 30, 2019",6'0,172lbs,70+2,70+2,70+2,74+2,72+2,72+2,72+2,74+2,72+2,72+2,72+2,73+2,66+2,66+2,66+2,73+2,60+2,57+2,57+2,57+2,60+2,57+2,52+2,52+2,52+2,57+2,68.0,66.0,59.0,75.0,70.0,77.0,63.0,51.0,60.0,77.0,87.0,88.0,82.0,69.0,74.0,68.0,66.0,72.0,65.0,69.0,57.0,36.0,70.0,64.0,58.0,71.0,55.0,40.0,26.0,15.0,10.0,10.0,13.0,8.0,0,Attacker,26-30
D. Padelli,32,Italy,74,74,3200000.0,34000.0,1027,Left,2.0,2.0,1.0,Medium/ Medium,Normal,No,GK,27.0,"Jul 2, 2017",0,2019,6'3,181lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,10.0,10.0,26.0,10.0,10.0,13.0,10.0,29.0,21.0,49.0,39.0,38.0,70.0,27.0,23.0,65.0,30.0,45.0,11.0,12.0,13.0,10.0,30.0,22.0,69.0,8.0,12.0,12.0,74.0,74.0,63.0,76.0,74.0,€5.5M,Goalkeeper,31-35
F. Bardi,26,Italy,74,75,4500000.0,11000.0,1120,Right,1.0,1.0,1.0,Medium/ Medium,Lean,No,GK,22.0,"Jul 1, 2018",0,2022,6'2,176lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,10.0,11.0,31.0,17.0,13.0,14.0,19.0,31.0,12.0,51.0,46.0,48.0,72.0,33.0,23.0,75.0,29.0,54.0,18.0,21.0,10.0,11.0,34.0,21.0,66.0,18.0,11.0,10.0,78.0,73.0,62.0,69.0,77.0,€8.5M,Goalkeeper,26-30
D. Ciofani,32,Italy,73,73,3200000.0,15000.0,1547,Right,2.0,3.0,2.0,Medium/ Medium,Lean,No,ST,9.0,"Jul 1, 2013",0,2019,6'3,181lbs,71+2,71+2,71+2,59+2,65+2,65+2,65+2,59+2,59+2,59+2,59+2,56+2,51+2,51+2,51+2,56+2,41+2,42+2,42+2,42+2,41+2,40+2,44+2,44+2,44+2,40+2,26.0,75.0,78.0,57.0,61.0,53.0,29.0,48.0,23.0,68.0,55.0,69.0,34.0,74.0,39.0,76.0,89.0,56.0,83.0,70.0,66.0,29.0,79.0,42.0,65.0,74.0,22.0,14.0,12.0,11.0,9.0,7.0,13.0,15.0,€5.7M,Attacker,31-35
F. Mattiello,22,Italy,73,78,5500000.0,18000.0,1979,Left,1.0,4.0,3.0,High/ High,Lean,No,RM,14.0,0,Atalanta,"Jun 30, 2019",6'0,154lbs,68+2,68+2,68+2,71+2,69+2,69+2,69+2,71+2,70+2,70+2,70+2,71+2,70+2,70+2,70+2,71+2,72+2,70+2,70+2,70+2,72+2,72+2,68+2,68+2,68+2,72+2,76.0,53.0,68.0,72.0,70.0,74.0,76.0,59.0,68.0,76.0,75.0,79.0,76.0,68.0,71.0,76.0,55.0,77.0,65.0,76.0,67.0,65.0,65.0,68.0,58.0,66.0,65.0,74.0,73.0,7.0,5.0,8.0,9.0,5.0,0,Midfielder,22-25
E. Audero,21,Italy,73,85,5500000.0,30000.0,1120,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,1.0,0,Juventus,"Jun 30, 2019",6'3,176lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,16.0,19.0,29.0,18.0,19.0,12.0,12.0,19.0,18.0,55.0,49.0,53.0,51.0,51.0,23.0,65.0,25.0,55.0,19.0,24.0,11.0,9.0,30.0,22.0,56.0,10.0,10.0,10.0,78.0,72.0,72.0,73.0,78.0,0,Goalkeeper,16-21
E. Schelotto,29,Italy,73,73,3000000.0,34000.0,1966,Right,1.0,3.0,3.0,High/ Medium,Lean,Yes,RB,21.0,"Aug 31, 2017",0,2020,6'2,170lbs,67+2,67+2,67+2,69+2,69+2,69+2,69+2,69+2,68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,73+2,71+2,71+2,71+2,73+2,72+2,71+2,71+2,71+2,72+2,75.0,52.0,64.0,69.0,59.0,74.0,67.0,57.0,65.0,73.0,67.0,75.0,67.0,74.0,65.0,75.0,70.0,83.0,69.0,65.0,85.0,71.0,73.0,62.0,54.0,66.0,72.0,72.0,70.0,11.0,11.0,6.0,5.0,9.0,€5.7M,Defender,26-30
F. Dionisi,31,Italy,73,73,3600000.0,15000.0,1751,Right,2.0,3.0,3.0,High/ Medium,Normal,No,ST,18.0,"Jul 28, 2014",0,2021,5'10,150lbs,72+2,72+2,72+2,68+2,70+2,70+2,70+2,68+2,66+2,66+2,66+2,65+2,58+2,58+2,58+2,65+2,52+2,49+2,49+2,49+2,52+2,51+2,48+2,48+2,48+2,51+2,42.0,74.0,67.0,65.0,71.0,68.0,52.0,51.0,36.0,71.0,79.0,85.0,66.0,72.0,68.0,75.0,74.0,72.0,63.0,69.0,68.0,30.0,74.0,53.0,70.0,73.0,38.0,27.0,29.0,6.0,11.0,8.0,6.0,11.0,€6.5M,Attacker,31-35
R. Orsolini,21,Italy,73,85,7000000.0,52000.0,1807,Left,1.0,4.0,4.0,High/ Medium,Normal,No,RW,7.0,0,Juventus,"Jun 30, 2019",6'0,161lbs,67+2,67+2,67+2,72+2,70+2,70+2,70+2,72+2,71+2,71+2,71+2,72+2,66+2,66+2,66+2,72+2,58+2,55+2,55+2,55+2,58+2,54+2,47+2,47+2,47+2,54+2,76.0,58.0,52.0,76.0,68.0,79.0,76.0,66.0,60.0,80.0,79.0,77.0,78.0,64.0,68.0,76.0,50.0,64.0,66.0,68.0,44.0,40.0,62.0,68.0,56.0,74.0,52.0,26.0,24.0,11.0,11.0,14.0,6.0,12.0,0,Attacker,16-21
G. Caprari,24,Italy,73,78,5500000.0,25000.0,1729,Right,2.0,3.0,3.0,Medium/ Low,Normal,No,CF,17.0,"Jul 1, 2017",0,2022,5'9,159lbs,68+2,68+2,68+2,74+2,73+2,73+2,73+2,74+2,73+2,73+2,73+2,73+2,65+2,65+2,65+2,73+2,51+2,45+2,45+2,45+2,51+2,46+2,33+2,33+2,33+2,46+2,66.0,68.0,47.0,72.0,66.0,80.0,72.0,65.0,60.0,78.0,89.0,84.0,91.0,68.0,89.0,68.0,33.0,74.0,54.0,70.0,30.0,16.0,68.0,70.0,56.0,68.0,22.0,13.0,12.0,9.0,8.0,14.0,6.0,11.0,€9.8M,Attacker,22-25
F. Barba,24,Italy,73,79,4700000.0,11000.0,1569,Left,1.0,2.0,2.0,Low/ Medium,Lean,No,LB,5.0,"Aug 14, 2018",0,2022,6'1,170lbs,48+2,48+2,48+2,48+2,47+2,47+2,47+2,48+2,48+2,48+2,48+2,50+2,53+2,53+2,53+2,50+2,64+2,66+2,66+2,66+2,64+2,67+2,72+2,72+2,72+2,67+2,37.0,21.0,73.0,61.0,32.0,48.0,30.0,29.0,56.0,59.0,69.0,69.0,67.0,68.0,51.0,47.0,66.0,68.0,75.0,31.0,72.0,76.0,27.0,29.0,35.0,66.0,75.0,73.0,74.0,7.0,11.0,12.0,13.0,8.0,€8.9M,Defender,22-25
A. Rispoli,29,Italy,73,73,3000000.0,4000.0,1952,Right,1.0,3.0,3.0,High/ Medium,Normal,No,RM,3.0,"Jul 2, 2015",0,2019,6'2,183lbs,70+2,70+2,70+2,70+2,69+2,69+2,69+2,70+2,68+2,68+2,68+2,71+2,68+2,68+2,68+2,71+2,72+2,70+2,70+2,70+2,72+2,72+2,70+2,70+2,70+2,72+2,71.0,68.0,69.0,68.0,51.0,69.0,57.0,49.0,68.0,73.0,81.0,83.0,73.0,73.0,54.0,67.0,80.0,87.0,82.0,55.0,69.0,68.0,67.0,61.0,45.0,67.0,67.0,70.0,67.0,15.0,10.0,14.0,9.0,12.0,€4.8M,Midfielder,26-30
E. Terranova,31,Italy,73,73,2700000.0,4000.0,1561,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,RCB,26.0,"Aug 17, 2018",0,2021,6'1,190lbs,47+2,47+2,47+2,43+2,43+2,43+2,43+2,43+2,43+2,43+2,43+2,45+2,47+2,47+2,47+2,45+2,59+2,62+2,62+2,62+2,59+2,62+2,71+2,71+2,71+2,62+2,30.0,21.0,69.0,54.0,15.0,43.0,59.0,22.0,53.0,48.0,67.0,68.0,62.0,70.0,52.0,66.0,90.0,53.0,84.0,14.0,74.0,67.0,22.0,30.0,65.0,60.0,75.0,74.0,71.0,4.0,10.0,11.0,6.0,12.0,€4.3M,Defender,31-35
P. Schiattarella,31,Italy,73,73,3400000.0,12000.0,1964,Right,1.0,4.0,3.0,High/ High,Lean,No,CM,28.0,"Aug 18, 2016",0,2019,5'10,161lbs,68+2,68+2,68+2,71+2,71+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,71+2,71+2,71+2,72+2,68+2,68+2,68+2,68+2,68+2,67+2,65+2,65+2,65+2,67+2,63.0,60.0,60.0,76.0,61.0,72.0,65.0,58.0,71.0,76.0,78.0,84.0,75.0,71.0,70.0,71.0,63.0,79.0,69.0,68.0,75.0,58.0,68.0,73.0,57.0,69.0,65.0,61.0,60.0,11.0,12.0,5.0,14.0,15.0,€6.2M,Midfielder,31-35
F. Vicari,23,Italy,73,81,5000000.0,10000.0,1450,Right,1.0,2.0,2.0,Low/ High,Normal,No,CB,23.0,"Aug 11, 2016",0,2019,6'3,176lbs,44+2,44+2,44+2,41+2,42+2,42+2,42+2,41+2,45+2,45+2,45+2,44+2,53+2,53+2,53+2,44+2,59+2,66+2,66+2,66+2,59+2,62+2,71+2,71+2,71+2,62+2,32.0,21.0,69.0,66.0,30.0,36.0,23.0,28.0,57.0,56.0,37.0,45.0,45.0,68.0,42.0,44.0,72.0,57.0,80.0,21.0,68.0,68.0,24.0,41.0,35.0,62.0,74.0,78.0,76.0,16.0,11.0,7.0,10.0,13.0,€10M,Defender,22-25
G. Pazzini,33,Italy,73,73,2500000.0,5000.0,1728,Right,2.0,3.0,3.0,Medium/ Medium,Normal,Yes,ST,11.0,"Jul 11, 2015",0,2020,5'11,172lbs,72+2,72+2,72+2,66+2,69+2,69+2,69+2,66+2,65+2,65+2,65+2,64+2,57+2,57+2,57+2,64+2,47+2,47+2,47+2,47+2,47+2,46+2,47+2,47+2,47+2,46+2,50.0,80.0,81.0,65.0,77.0,65.0,63.0,40.0,40.0,72.0,65.0,61.0,71.0,68.0,80.0,65.0,93.0,58.0,67.0,40.0,70.0,20.0,84.0,58.0,85.0,78.0,45.0,22.0,20.0,5.0,5.0,5.0,5.0,3.0,€4M,Attacker,31-35
L. Mazzitelli,22,Italy,73,78,5500000.0,32000.0,1861,Right,1.0,4.0,3.0,Medium/ Medium,Normal,No,CM,15.0,0,Sassuolo,"Jun 30, 2019",6'0,168lbs,62+2,62+2,62+2,66+2,67+2,67+2,67+2,66+2,69+2,69+2,69+2,68+2,72+2,72+2,72+2,68+2,68+2,70+2,70+2,70+2,68+2,67+2,66+2,66+2,66+2,67+2,68.0,40.0,60.0,76.0,65.0,71.0,66.0,45.0,75.0,76.0,66.0,55.0,61.0,71.0,68.0,73.0,61.0,67.0,64.0,70.0,70.0,70.0,65.0,75.0,44.0,69.0,56.0,70.0,68.0,12.0,7.0,8.0,8.0,10.0,0,Midfielder,22-25
M. Gazzola,33,Italy,73,73,1500000.0,29000.0,1807,Right,1.0,3.0,3.0,High/ Medium,Normal,No,RB,23.0,"Jan 16, 2018",0,2019,6'0,172lbs,60+2,60+2,60+2,63+2,61+2,61+2,61+2,63+2,61+2,61+2,61+2,65+2,63+2,63+2,63+2,65+2,71+2,68+2,68+2,68+2,71+2,71+2,68+2,68+2,68+2,71+2,75.0,40.0,64.0,65.0,34.0,64.0,58.0,47.0,60.0,72.0,75.0,68.0,70.0,76.0,61.0,62.0,67.0,78.0,69.0,55.0,68.0,74.0,61.0,42.0,49.0,68.0,60.0,73.0,72.0,5.0,7.0,9.0,15.0,12.0,€2.8M,Defender,31-35
G. Donati,28,Italy,73,73,3200000.0,21000.0,1845,Right,2.0,3.0,2.0,Medium/ High,Normal,No,RB,2.0,"Jan 25, 2016",0,2019,5'10,168lbs,58+2,58+2,58+2,60+2,59+2,59+2,59+2,60+2,60+2,60+2,60+2,63+2,64+2,64+2,64+2,63+2,71+2,72+2,72+2,72+2,71+2,71+2,74+2,74+2,74+2,71+2,67.0,33.0,70.0,66.0,32.0,65.0,55.0,46.0,70.0,70.0,68.0,74.0,66.0,73.0,69.0,65.0,68.0,77.0,75.0,43.0,92.0,73.0,49.0,51.0,51.0,66.0,73.0,76.0,72.0,16.0,15.0,8.0,9.0,8.0,€5.7M,Defender,26-30
F. Lucioni,30,Italy,73,73,3000000.0,4000.0,1611,Right,1.0,4.0,2.0,Medium/ High,Normal,No,RCB,25.0,"Aug 28, 2018",0,2021,6'1,176lbs,49+2,49+2,49+2,48+2,48+2,48+2,48+2,48+2,49+2,49+2,49+2,50+2,53+2,53+2,53+2,50+2,61+2,65+2,65+2,65+2,61+2,64+2,71+2,71+2,71+2,64+2,35.0,33.0,73.0,56.0,27.0,42.0,50.0,47.0,50.0,58.0,65.0,50.0,56.0,71.0,55.0,35.0,91.0,64.0,75.0,26.0,75.0,75.0,44.0,43.0,47.0,69.0,72.0,73.0,71.0,16.0,7.0,7.0,16.0,6.0,€4.6M,Defender,26-30
F. Cacciatore,31,Italy,73,73,2600000.0,13000.0,1852,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,RB,29.0,"Jun 30, 2016",0,2020,6'0,187lbs,62+2,62+2,62+2,61+2,61+2,61+2,61+2,61+2,60+2,60+2,60+2,63+2,63+2,63+2,63+2,63+2,71+2,69+2,69+2,69+2,71+2,72+2,72+2,72+2,72+2,72+2,69.0,45.0,68.0,65.0,45.0,61.0,53.0,38.0,65.0,61.0,72.0,72.0,68.0,74.0,75.0,71.0,77.0,77.0,78.0,56.0,72.0,74.0,60.0,48.0,39.0,74.0,68.0,77.0,77.0,5.0,14.0,10.0,13.0,5.0,€4.5M,Defender,31-35
L. Marrone,28,Italy,73,73,3200000.0,61000.0,1943,Right,1.0,3.0,3.0,Medium/ High,Lean,No,LCB,6.0,0,Juventus,"Jun 30, 2019",6'1,165lbs,63+2,63+2,63+2,64+2,65+2,65+2,65+2,64+2,67+2,67+2,67+2,66+2,71+2,71+2,71+2,66+2,71+2,73+2,73+2,73+2,71+2,70+2,72+2,72+2,72+2,70+2,67.0,40.0,72.0,75.0,64.0,72.0,72.0,72.0,74.0,75.0,48.0,61.0,60.0,69.0,62.0,80.0,70.0,76.0,73.0,75.0,66.0,74.0,56.0,69.0,73.0,68.0,77.0,72.0,72.0,8.0,4.0,3.0,7.0,5.0,0,Defender,26-30
