Name,Age,Nationality,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
D. Verde,22,Italy,72,82,5000000.0,35000.0,1817,Left,1.0,3.0,4.0,Medium/ Medium,Normal,No,LW,11.0,0,Roma,"Jun 30, 2019",5.6,141.0,66.0,66.0,66.0,72.0,70.0,70.0,70.0,72.0,71.0,71.0,71.0,71.0,64.0,64.0,64.0,71.0,57.0,51.0,51.0,51.0,57.0,54.0,43.0,43.0,43.0,54.0,69.0,58.0,46.0,68.0,60.0,77.0,72.0,72.0,60.0,78.0,88.0,84.0,88.0,62.0,93.0,82.0,45.0,68.0,33.0,73.0,58.0,24.0,65.0,68.0,59.0,70.0,41.0,37.0,35.0,7.0,12.0,14.0,9.0,12.0,0
F. Romagna,21,Italy,72,86,6000000.0,14000.0,1594,Right,1.0,3.0,2.0,Low/ High,Normal,No,RCB,56.0,"Jul 28, 2017",0,2022,6.1,165.0,49.0,49.0,49.0,50.0,50.0,50.0,50.0,50.0,51.0,51.0,51.0,52.0,56.0,56.0,56.0,52.0,63.0,67.0,67.0,67.0,63.0,65.0,70.0,70.0,70.0,65.0,38.0,23.0,65.0,66.0,34.0,51.0,32.0,32.0,65.0,62.0,65.0,68.0,65.0,68.0,59.0,48.0,69.0,56.0,68.0,30.0,71.0,72.0,36.0,36.0,43.0,63.0,75.0,75.0,72.0,12.0,12.0,6.0,7.0,13.0,€14M
M. Kean,18,Italy,72,87,6500000.0,32000.0,1672,Right,1.0,3.0,3.0,High/ Medium,Lean,No,ST,18.0,"Aug 1, 2016",0,2020,6.0,174.0,70.0,70.0,70.0,67.0,69.0,69.0,69.0,67.0,65.0,65.0,65.0,65.0,57.0,57.0,57.0,65.0,48.0,45.0,45.0,45.0,48.0,45.0,42.0,42.0,42.0,45.0,42.0,75.0,65.0,59.0,64.0,73.0,62.0,43.0,38.0,74.0,75.0,79.0,75.0,68.0,69.0,71.0,68.0,69.0,73.0,58.0,45.0,21.0,72.0,51.0,65.0,68.0,27.0,28.0,16.0,13.0,8.0,10.0,7.0,9.0,€14.8M
S. Pellissier,39,Italy,72,72,900000.0,10000.0,1698,Right,2.0,4.0,3.0,Medium/ Low,Normal,No,ST,31.0,"Jul 1, 2002",0,2019,5.9,168.0,71.0,71.0,71.0,68.0,71.0,71.0,71.0,68.0,69.0,69.0,69.0,65.0,62.0,62.0,62.0,65.0,47.0,47.0,47.0,47.0,47.0,44.0,42.0,42.0,42.0,44.0,64.0,78.0,60.0,68.0,75.0,68.0,74.0,60.0,44.0,79.0,34.0,45.0,55.0,75.0,77.0,82.0,66.0,43.0,53.0,78.0,43.0,24.0,82.0,69.0,76.0,80.0,34.0,27.0,23.0,14.0,12.0,6.0,5.0,5.0,€1.5M
A. Cerri,22,Italy,72,80,4600000.0,54000.0,1706,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,ST,9.0,0,Juventus,"Jun 30, 2019",6.4,201.0,71.0,71.0,71.0,64.0,67.0,67.0,67.0,64.0,65.0,65.0,65.0,62.0,58.0,58.0,58.0,62.0,48.0,49.0,49.0,49.0,48.0,47.0,50.0,50.0,50.0,47.0,40.0,75.0,75.0,65.0,68.0,68.0,64.0,34.0,45.0,73.0,54.0,69.0,60.0,60.0,66.0,75.0,73.0,68.0,94.0,68.0,42.0,13.0,70.0,57.0,64.0,68.0,51.0,34.0,30.0,6.0,13.0,8.0,10.0,14.0,0
C. Molinaro,34,Italy,72,72,875000.0,11000.0,1873,Left,2.0,2.0,3.0,High/ High,Normal,No,LB,3.0,"Jul 12, 2018",0,2019,6.0,181.0,60.0,60.0,60.0,62.0,61.0,61.0,61.0,62.0,62.0,62.0,62.0,64.0,64.0,64.0,64.0,64.0,70.0,69.0,69.0,69.0,70.0,70.0,72.0,72.0,72.0,70.0,74.0,33.0,63.0,70.0,53.0,69.0,67.0,44.0,61.0,64.0,66.0,69.0,65.0,71.0,68.0,69.0,74.0,65.0,72.0,56.0,77.0,75.0,62.0,54.0,63.0,75.0,72.0,75.0,74.0,9.0,7.0,10.0,14.0,8.0,€1.6M
M. Iori,36,Italy,72,72,975000.0,2000.0,1933,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,CM,4.0,"Jun 6, 2016",0,2021,6.0,159.0,64.0,64.0,64.0,65.0,66.0,66.0,66.0,65.0,68.0,68.0,68.0,67.0,71.0,71.0,71.0,67.0,67.0,70.0,70.0,70.0,67.0,66.0,67.0,67.0,67.0,66.0,63.0,56.0,65.0,76.0,65.0,62.0,63.0,67.0,75.0,72.0,71.0,55.0,65.0,70.0,71.0,68.0,59.0,79.0,76.0,71.0,72.0,63.0,58.0,76.0,74.0,74.0,70.0,63.0,62.0,11.0,9.0,8.0,9.0,9.0,€1.5M
J. Mauri,22,Italy,72,79,4300000.0,43000.0,1916,Right,1.0,4.0,3.0,Medium/ High,Normal,No,CM,4.0,"Jul 6, 2015",0,2019,5.7,143.0,57.0,57.0,57.0,68.0,65.0,65.0,65.0,68.0,70.0,70.0,70.0,69.0,71.0,71.0,71.0,69.0,69.0,69.0,69.0,69.0,69.0,67.0,61.0,61.0,61.0,67.0,66.0,40.0,41.0,78.0,64.0,77.0,72.0,55.0,74.0,78.0,77.0,65.0,89.0,66.0,93.0,64.0,75.0,74.0,33.0,68.0,69.0,68.0,50.0,72.0,62.0,68.0,70.0,62.0,66.0,12.0,8.0,7.0,15.0,6.0,€8.2M
L. Caldirola,27,Italy,72,72,2600000.0,17000.0,1696,Left,2.0,3.0,2.0,Medium/ Medium,Lean,No,CB,3.0,"Jul 2, 2013",0,2019,6.2,174.0,54.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,57.0,57.0,57.0,57.0,62.0,62.0,62.0,57.0,65.0,68.0,68.0,68.0,65.0,66.0,71.0,71.0,71.0,66.0,62.0,28.0,72.0,70.0,41.0,59.0,51.0,51.0,66.0,65.0,52.0,51.0,52.0,70.0,53.0,63.0,74.0,53.0,79.0,47.0,66.0,73.0,40.0,57.0,42.0,70.0,69.0,73.0,70.0,9.0,10.0,10.0,6.0,12.0,€4.5M
F. Ricci,24,Italy,72,75,3900000.0,31000.0,1763,Left,1.0,3.0,3.0,High/ Medium,Normal,No,LW,27.0,0,Sassuolo,"Jun 30, 2019",5.9,139.0,64.0,64.0,64.0,71.0,70.0,70.0,70.0,71.0,70.0,70.0,70.0,71.0,65.0,65.0,65.0,71.0,62.0,57.0,57.0,57.0,62.0,59.0,50.0,50.0,50.0,59.0,71.0,65.0,42.0,68.0,60.0,77.0,53.0,53.0,59.0,76.0,80.0,76.0,78.0,68.0,74.0,63.0,34.0,60.0,39.0,62.0,61.0,47.0,68.0,69.0,67.0,70.0,46.0,50.0,50.0,13.0,11.0,12.0,5.0,6.0,0
M. Sprocati,24,Italy,72,75,3900000.0,29000.0,1625,Right,1.0,4.0,3.0,High/ Medium,Normal,No,LW,93.0,0,Lazio,"Jun 30, 2019",5.8,165.0,66.0,66.0,66.0,71.0,70.0,70.0,70.0,71.0,70.0,70.0,70.0,70.0,63.0,63.0,63.0,70.0,49.0,46.0,46.0,46.0,49.0,45.0,35.0,35.0,35.0,45.0,70.0,71.0,33.0,70.0,60.0,77.0,60.0,39.0,65.0,75.0,73.0,76.0,78.0,65.0,73.0,65.0,41.0,55.0,68.0,67.0,26.0,16.0,68.0,66.0,56.0,64.0,25.0,22.0,17.0,6.0,10.0,10.0,8.0,14.0,0
G. Angella,29,Italy,72,72,2400000.0,18000.0,1503,Right,1.0,3.0,2.0,Low/ Medium,Lean,No,CB,33.0,0,Udinese,"Jun 30, 2019",6.2,174.0,48.0,48.0,48.0,44.0,46.0,46.0,46.0,44.0,47.0,47.0,47.0,47.0,54.0,54.0,54.0,47.0,58.0,65.0,65.0,65.0,58.0,61.0,70.0,70.0,70.0,61.0,30.0,30.0,68.0,58.0,44.0,48.0,32.0,30.0,62.0,56.0,39.0,47.0,34.0,64.0,34.0,60.0,64.0,50.0,73.0,26.0,74.0,74.0,30.0,48.0,44.0,66.0,78.0,76.0,70.0,8.0,12.0,15.0,12.0,13.0,0
F. Ceravolo,31,Italy,72,72,2800000.0,30000.0,1798,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,ST,9.0,"Jul 1, 2018",0,2020,5.11,161.0,71.0,71.0,71.0,70.0,70.0,70.0,70.0,70.0,68.0,68.0,68.0,68.0,60.0,60.0,60.0,68.0,51.0,48.0,48.0,48.0,51.0,48.0,45.0,45.0,45.0,48.0,60.0,75.0,65.0,65.0,68.0,74.0,66.0,60.0,50.0,75.0,75.0,78.0,79.0,64.0,71.0,70.0,87.0,65.0,75.0,64.0,53.0,25.0,70.0,59.0,70.0,73.0,47.0,18.0,16.0,13.0,14.0,9.0,8.0,10.0,€5M
N. Murru,23,Italy,72,77,3500000.0,18000.0,1746,Left,1.0,3.0,3.0,Medium/ Medium,Lean,No,LB,29.0,"Jul 1, 2017",0,2022,5.11,141.0,56.0,56.0,56.0,60.0,57.0,57.0,57.0,60.0,58.0,58.0,58.0,63.0,60.0,60.0,60.0,63.0,70.0,67.0,67.0,67.0,70.0,70.0,68.0,68.0,68.0,70.0,70.0,30.0,60.0,66.0,39.0,66.0,54.0,39.0,58.0,68.0,76.0,76.0,73.0,70.0,71.0,57.0,74.0,78.0,66.0,40.0,72.0,66.0,50.0,40.0,47.0,68.0,69.0,74.0,72.0,5.0,5.0,5.0,5.0,5.0,€6.1M
D. Di Gennaro,30,Italy,72,72,2900000.0,30000.0,1921,Left,1.0,4.0,3.0,High/ Medium,Lean,No,CM,8.0,0,Lazio,"Jun 30, 2019",5.11,159.0,65.0,65.0,65.0,70.0,69.0,69.0,69.0,70.0,71.0,71.0,71.0,70.0,71.0,71.0,71.0,70.0,65.0,66.0,66.0,66.0,65.0,63.0,60.0,60.0,60.0,63.0,72.0,60.0,50.0,77.0,64.0,71.0,74.0,75.0,75.0,75.0,69.0,70.0,72.0,71.0,72.0,64.0,67.0,63.0,65.0,70.0,59.0,59.0,65.0,73.0,68.0,73.0,60.0,60.0,47.0,8.0,14.0,13.0,10.0,9.0,0
A. Matri,33,Italy,72,72,2000000.0,35000.0,1713,Right,2.0,3.0,3.0,High/ Low,Normal,No,ST,10.0,"Aug 16, 2016",0,2019,6.0,176.0,71.0,71.0,71.0,66.0,68.0,68.0,68.0,66.0,66.0,66.0,66.0,64.0,59.0,59.0,59.0,64.0,49.0,49.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0,50.0,73.0,76.0,67.0,77.0,64.0,65.0,46.0,45.0,71.0,67.0,66.0,68.0,70.0,66.0,72.0,85.0,56.0,77.0,58.0,50.0,25.0,75.0,60.0,67.0,77.0,44.0,28.0,24.0,4.0,4.0,4.0,5.0,4.0,€3.3M
A. Costa,32,Italy,72,72,1800000.0,4000.0,1651,Left,1.0,3.0,2.0,Medium/ Medium,Lean,No,RCB,15.0,"Jul 13, 2017",0,2019,6.0,161.0,52.0,52.0,52.0,52.0,51.0,51.0,51.0,52.0,51.0,51.0,51.0,54.0,54.0,54.0,54.0,54.0,65.0,65.0,65.0,65.0,65.0,66.0,71.0,71.0,71.0,66.0,48.0,27.0,68.0,58.0,22.0,59.0,59.0,27.0,51.0,62.0,67.0,66.0,68.0,70.0,60.0,62.0,85.0,65.0,73.0,37.0,72.0,73.0,35.0,34.0,37.0,69.0,74.0,72.0,72.0,8.0,9.0,7.0,11.0,13.0,€2.9M
S. Longo,26,Italy,72,74,3800000.0,40000.0,1793,Right,1.0,3.0,3.0,High/ Medium,Lean,No,ST,12.0,0,Inter,"Jun 30, 2019",6.1,172.0,71.0,71.0,71.0,69.0,70.0,70.0,70.0,69.0,68.0,68.0,68.0,67.0,60.0,60.0,60.0,67.0,52.0,51.0,51.0,51.0,52.0,50.0,50.0,50.0,50.0,50.0,56.0,71.0,67.0,65.0,73.0,71.0,58.0,43.0,40.0,72.0,74.0,75.0,75.0,73.0,64.0,73.0,80.0,65.0,76.0,67.0,80.0,28.0,72.0,62.0,64.0,79.0,54.0,24.0,19.0,7.0,8.0,13.0,10.0,14.0,0
S. Scuffet,22,Italy,72,82,3800000.0,11000.0,1224,Right,2.0,2.0,1.0,Medium/ Medium,Lean,No,GK,22.0,"Jul 1, 2013",0,2022,6.3,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,18.0,30.0,20.0,13.0,20.0,22.0,34.0,21.0,50.0,50.0,60.0,68.0,45.0,19.0,70.0,40.0,65.0,16.0,35.0,18.0,12.0,33.0,18.0,61.0,15.0,24.0,18.0,72.0,68.0,60.0,70.0,80.0,€7.7M
J. Sala,26,Italy,72,73,3000000.0,21000.0,1966,Right,1.0,4.0,3.0,High/ Medium,Lean,No,RB,7.0,"Jun 30, 2016",0,2020,5.11,165.0,65.0,65.0,65.0,68.0,67.0,67.0,67.0,68.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,68.0,71.0,70.0,70.0,70.0,71.0,70.0,69.0,69.0,69.0,70.0,74.0,50.0,60.0,70.0,68.0,70.0,70.0,66.0,66.0,72.0,71.0,75.0,72.0,68.0,71.0,72.0,69.0,73.0,71.0,70.0,74.0,70.0,64.0,66.0,62.0,70.0,68.0,74.0,70.0,10.0,12.0,8.0,5.0,5.0,€5.3M
V. Regini,27,Italy,72,72,2600000.0,21000.0,1691,Left,1.0,2.0,2.0,Medium/ Medium,Lean,No,LB,19.0,"May 9, 2009",0,2021,6.1,174.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,55.0,53.0,53.0,53.0,58.0,57.0,57.0,57.0,58.0,69.0,68.0,68.0,68.0,69.0,70.0,72.0,72.0,72.0,70.0,64.0,32.0,64.0,64.0,25.0,56.0,44.0,33.0,60.0,64.0,68.0,68.0,68.0,72.0,59.0,68.0,72.0,69.0,72.0,27.0,70.0,76.0,46.0,30.0,43.0,60.0,72.0,78.0,76.0,8.0,8.0,11.0,14.0,10.0,€4.4M
C. Galano,27,Italy,72,72,3300000.0,30000.0,1805,Left,1.0,2.0,3.0,High/ Low,Normal,No,RS,18.0,0,Parma,"Jun 30, 2019",5.7,152.0,66.0,66.0,66.0,72.0,70.0,70.0,70.0,72.0,70.0,70.0,70.0,72.0,63.0,63.0,63.0,72.0,52.0,46.0,46.0,46.0,52.0,47.0,35.0,35.0,35.0,47.0,65.0,67.0,43.0,70.0,64.0,70.0,72.0,72.0,59.0,72.0,91.0,92.0,95.0,68.0,92.0,61.0,83.0,92.0,62.0,70.0,49.0,16.0,66.0,67.0,56.0,65.0,13.0,14.0,14.0,8.0,13.0,11.0,5.0,13.0,0
M. Castagnetti,28,Italy,72,72,3100000.0,4000.0,1981,Left,1.0,3.0,3.0,Medium/ High,Normal,No,CM,18.0,"Jul 4, 2018",0,2021,5.11,157.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,70.0,70.0,70.0,68.0,72.0,72.0,72.0,72.0,72.0,71.0,71.0,71.0,71.0,71.0,65.0,65.0,64.0,75.0,62.0,67.0,62.0,68.0,72.0,70.0,74.0,61.0,69.0,73.0,72.0,75.0,72.0,88.0,77.0,75.0,70.0,74.0,55.0,63.0,58.0,74.0,64.0,74.0,73.0,7.0,6.0,9.0,8.0,14.0,€4.9M
C. Pinsoglio,28,Italy,72,72,2200000.0,44000.0,1092,Left,1.0,2.0,1.0,Medium/ Medium,Lean,No,GK,21.0,"Jul 1, 2014",0,2020,6.4,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,13.0,24.0,8.0,18.0,11.0,18.0,28.0,22.0,43.0,41.0,36.0,62.0,40.0,18.0,71.0,34.0,60.0,6.0,32.0,18.0,11.0,35.0,22.0,64.0,20.0,12.0,13.0,74.0,70.0,58.0,74.0,76.0,€3.6M
C. Terzi,34,Italy,72,72,950000.0,4000.0,1630,Right,1.0,3.0,2.0,Medium/ High,Lean,No,RCB,19.0,"Aug 13, 2015",0,2019,5.11,152.0,48.0,48.0,48.0,45.0,46.0,46.0,46.0,45.0,46.0,46.0,46.0,47.0,52.0,52.0,52.0,47.0,61.0,64.0,64.0,64.0,61.0,63.0,70.0,70.0,70.0,63.0,43.0,29.0,70.0,50.0,42.0,44.0,40.0,28.0,52.0,58.0,32.0,61.0,47.0,69.0,77.0,59.0,86.0,77.0,77.0,48.0,75.0,72.0,26.0,39.0,61.0,71.0,71.0,72.0,71.0,13.0,11.0,10.0,12.0,8.0,€1.5M
M. Trotta,25,Italy,72,74,3900000.0,34000.0,1797,Left,1.0,3.0,3.0,High/ Low,Normal,No,ST,29.0,"Jan 20, 2016",0,2020,6.2,187.0,70.0,70.0,70.0,66.0,68.0,68.0,68.0,66.0,65.0,65.0,65.0,65.0,59.0,59.0,59.0,65.0,54.0,51.0,51.0,51.0,54.0,53.0,52.0,52.0,52.0,53.0,64.0,70.0,75.0,58.0,68.0,66.0,49.0,69.0,43.0,70.0,65.0,66.0,63.0,72.0,59.0,76.0,74.0,63.0,74.0,65.0,57.0,36.0,75.0,62.0,78.0,74.0,50.0,32.0,37.0,11.0,15.0,10.0,9.0,16.0,€6.9M
J. Dezi,26,Italy,72,74,3700000.0,28000.0,1883,Right,1.0,3.0,3.0,High/ Medium,Lean,No,CM,33.0,"Jul 1, 2018",0,2022,5.1,152.0,65.0,65.0,65.0,69.0,69.0,69.0,69.0,69.0,70.0,70.0,70.0,70.0,71.0,71.0,71.0,70.0,68.0,68.0,68.0,68.0,68.0,66.0,62.0,62.0,62.0,66.0,54.0,65.0,52.0,74.0,53.0,72.0,55.0,58.0,71.0,74.0,77.0,75.0,69.0,64.0,73.0,59.0,75.0,93.0,53.0,60.0,66.0,62.0,68.0,71.0,52.0,73.0,62.0,65.0,60.0,10.0,13.0,7.0,14.0,7.0,€6.9M
S. Sensi,22,Italy,72,77,3500000.0,26000.0,1905,Right,1.0,4.0,3.0,Medium/ Medium,Normal,No,CDM,12.0,"Jan 13, 2016",0,2020,5.6,137.0,59.0,59.0,59.0,68.0,67.0,67.0,67.0,68.0,71.0,71.0,71.0,69.0,73.0,73.0,73.0,69.0,68.0,71.0,71.0,71.0,68.0,66.0,63.0,63.0,63.0,66.0,65.0,48.0,30.0,77.0,49.0,73.0,73.0,75.0,78.0,78.0,68.0,55.0,66.0,68.0,87.0,61.0,51.0,69.0,64.0,68.0,69.0,67.0,63.0,79.0,73.0,74.0,63.0,70.0,70.0,10.0,6.0,8.0,11.0,13.0,€6.3M
A. Murgia,21,Italy,72,78,4200000.0,22000.0,1817,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,CM,96.0,"Jul 1, 2013",0,2022,6.1,172.0,67.0,67.0,67.0,66.0,68.0,68.0,68.0,66.0,69.0,69.0,69.0,66.0,71.0,71.0,71.0,66.0,65.0,69.0,69.0,69.0,65.0,65.0,68.0,68.0,68.0,65.0,56.0,60.0,70.0,75.0,58.0,69.0,55.0,55.0,72.0,74.0,52.0,51.0,54.0,74.0,57.0,69.0,54.0,51.0,68.0,69.0,58.0,74.0,72.0,72.0,53.0,62.0,68.0,68.0,66.0,12.0,8.0,7.0,8.0,8.0,€8.1M
L. Ceppitelli,28,Italy,72,73,2800000.0,21000.0,1441,Right,1.0,3.0,2.0,High/ High,Normal,No,LCB,23.0,"Aug 7, 2014",0,2020,6.2,183.0,45.0,45.0,45.0,37.0,38.0,38.0,38.0,37.0,38.0,38.0,38.0,39.0,43.0,43.0,43.0,39.0,56.0,60.0,60.0,60.0,56.0,61.0,71.0,71.0,71.0,61.0,22.0,35.0,72.0,50.0,37.0,25.0,31.0,18.0,45.0,50.0,52.0,61.0,55.0,57.0,55.0,40.0,80.0,59.0,85.0,25.0,68.0,72.0,22.0,17.0,34.0,65.0,73.0,75.0,75.0,12.0,10.0,10.0,9.0,10.0,€5M
F. Peluso,34,Italy,72,72,875000.0,30000.0,1741,Left,2.0,3.0,2.0,Medium/ Medium,Lean,No,LB,13.0,"Jul 4, 2014",0,2020,6.2,181.0,58.0,58.0,58.0,56.0,55.0,55.0,55.0,56.0,55.0,55.0,55.0,58.0,59.0,59.0,59.0,58.0,69.0,69.0,69.0,69.0,69.0,70.0,74.0,74.0,74.0,70.0,70.0,41.0,77.0,62.0,31.0,59.0,69.0,47.0,62.0,60.0,54.0,55.0,56.0,73.0,47.0,65.0,71.0,65.0,77.0,57.0,67.0,80.0,50.0,38.0,48.0,71.0,75.0,79.0,78.0,9.0,5.0,4.0,6.0,4.0,€1.5M
F. Pisacane,32,Italy,72,72,1800000.0,20000.0,1620,Right,1.0,3.0,2.0,Medium/ High,Normal,No,CB,19.0,"Jul 14, 2015",0,2019,5.1,170.0,49.0,49.0,49.0,55.0,52.0,52.0,52.0,55.0,53.0,53.0,53.0,57.0,56.0,56.0,56.0,57.0,66.0,65.0,65.0,65.0,66.0,68.0,71.0,71.0,71.0,68.0,60.0,20.0,62.0,60.0,14.0,61.0,28.0,25.0,50.0,60.0,69.0,69.0,67.0,74.0,67.0,32.0,88.0,60.0,71.0,32.0,75.0,71.0,49.0,41.0,28.0,66.0,73.0,76.0,72.0,11.0,15.0,15.0,12.0,13.0,€3M
L. Ariaudo,29,Italy,72,72,2400000.0,12000.0,1569,Left,1.0,3.0,2.0,Low/ High,Lean,No,CB,15.0,"Aug 25, 2016",0,2021,6.1,174.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0,50.0,50.0,50.0,50.0,56.0,56.0,56.0,50.0,61.0,66.0,66.0,66.0,61.0,63.0,70.0,70.0,70.0,63.0,35.0,30.0,72.0,59.0,22.0,52.0,41.0,30.0,62.0,58.0,53.0,53.0,57.0,66.0,63.0,47.0,80.0,65.0,74.0,34.0,72.0,72.0,33.0,45.0,30.0,68.0,71.0,75.0,71.0,8.0,9.0,11.0,9.0,10.0,€4.3M
F. Melchiorri,31,Italy,72,72,2800000.0,4000.0,1661,Right,1.0,4.0,3.0,High/ Medium,Lean,No,LS,11.0,"Jul 13, 2018",0,2020,6.0,168.0,71.0,71.0,71.0,67.0,70.0,70.0,70.0,67.0,67.0,67.0,67.0,65.0,59.0,59.0,59.0,65.0,49.0,47.0,47.0,47.0,49.0,47.0,45.0,45.0,45.0,47.0,43.0,74.0,69.0,64.0,61.0,71.0,38.0,27.0,40.0,71.0,74.0,83.0,70.0,70.0,52.0,75.0,89.0,64.0,69.0,62.0,46.0,20.0,68.0,62.0,64.0,70.0,38.0,34.0,14.0,9.0,9.0,14.0,10.0,7.0,€4.3M
A. Caracciolo,28,Italy,71,71,1900000.0,4000.0,1494,Right,1.0,2.0,2.0,Medium/ High,Normal,No,RCB,2.0,"Aug 11, 2016",0,2020,6.1,183.0,41.0,41.0,41.0,45.0,42.0,42.0,42.0,45.0,45.0,45.0,45.0,48.0,50.0,50.0,50.0,48.0,61.0,63.0,63.0,63.0,61.0,63.0,70.0,70.0,70.0,63.0,41.0,12.0,70.0,56.0,13.0,53.0,14.0,19.0,56.0,56.0,66.0,55.0,73.0,65.0,70.0,24.0,92.0,63.0,74.0,29.0,72.0,65.0,19.0,27.0,30.0,67.0,74.0,74.0,73.0,7.0,13.0,13.0,11.0,15.0,€3.1M
L. Pasciuti,28,Italy,71,71,2400000.0,3000.0,1816,Right,1.0,4.0,3.0,High/ Medium,Normal,No,LM,19.0,"Jul 1, 2009",0,2023,5.8,150.0,62.0,62.0,62.0,68.0,66.0,66.0,66.0,68.0,67.0,67.0,67.0,70.0,65.0,65.0,65.0,70.0,65.0,61.0,61.0,61.0,65.0,63.0,56.0,56.0,56.0,63.0,70.0,50.0,48.0,70.0,52.0,72.0,71.0,53.0,66.0,73.0,87.0,83.0,86.0,61.0,90.0,56.0,63.0,76.0,63.0,50.0,42.0,53.0,68.0,60.0,47.0,73.0,62.0,47.0,57.0,6.0,6.0,9.0,9.0,10.0,€3.7M
A. Luci,33,Italy,71,71,1400000.0,3000.0,1931,Right,1.0,4.0,3.0,Medium/ Medium,Normal,No,CM,8.0,"Jul 1, 2010",0,2021,5.8,150.0,62.0,62.0,62.0,66.0,66.0,66.0,66.0,66.0,68.0,68.0,68.0,67.0,70.0,70.0,70.0,67.0,68.0,69.0,69.0,69.0,68.0,67.0,64.0,64.0,64.0,67.0,61.0,48.0,51.0,74.0,55.0,65.0,73.0,73.0,70.0,71.0,70.0,70.0,80.0,70.0,80.0,70.0,55.0,83.0,66.0,68.0,71.0,66.0,60.0,76.0,66.0,67.0,67.0,62.0,62.0,5.0,13.0,13.0,8.0,9.0,€2.2M
L. Siligardi,30,Italy,71,71,2200000.0,27000.0,1802,Left,1.0,3.0,3.0,Medium/ Low,Lean,No,RW,26.0,"Jul 15, 2017",0,2020,5.11,159.0,67.0,67.0,67.0,71.0,69.0,69.0,69.0,71.0,70.0,70.0,70.0,70.0,64.0,64.0,64.0,70.0,56.0,52.0,52.0,52.0,56.0,52.0,44.0,44.0,44.0,52.0,70.0,63.0,46.0,69.0,69.0,75.0,71.0,68.0,65.0,75.0,78.0,77.0,82.0,65.0,88.0,73.0,34.0,73.0,67.0,74.0,39.0,23.0,66.0,65.0,61.0,65.0,54.0,29.0,27.0,15.0,5.0,14.0,14.0,8.0,€4M
G. Pezzella,20,Italy,71,83,3700000.0,11000.0,1826,Left,1.0,4.0,3.0,Medium/ Medium,Normal,No,LB,7.0,"Jul 1, 2017",0,2022,6.2,187.0,64.0,64.0,64.0,66.0,65.0,65.0,65.0,66.0,65.0,65.0,65.0,68.0,65.0,65.0,65.0,68.0,70.0,68.0,68.0,68.0,70.0,70.0,68.0,68.0,68.0,70.0,72.0,49.0,68.0,69.0,36.0,72.0,50.0,37.0,66.0,71.0,79.0,79.0,68.0,69.0,62.0,67.0,58.0,78.0,78.0,48.0,72.0,64.0,59.0,56.0,45.0,60.0,65.0,70.0,68.0,11.0,14.0,6.0,7.0,13.0,€7.4M
K. Bonifazi,22,Italy,71,79,3000000.0,19000.0,1506,Right,1.0,2.0,2.0,Medium/ High,Normal,No,CB,14.0,0,Torino,"Jun 30, 2019",6.2,187.0,47.0,47.0,47.0,46.0,47.0,47.0,47.0,46.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,47.0,60.0,62.0,62.0,62.0,60.0,62.0,69.0,69.0,69.0,62.0,34.0,30.0,61.0,56.0,36.0,46.0,29.0,34.0,36.0,59.0,59.0,56.0,49.0,65.0,65.0,43.0,72.0,53.0,74.0,30.0,70.0,72.0,33.0,37.0,44.0,65.0,68.0,78.0,74.0,8.0,8.0,7.0,14.0,6.0,0
