Name,Age,Nationality,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,PositionClass,Age_Ranges
M. Gulde,27,Germany,74,75,5500000.0,19000.0,1715,Right,1.0,2.0,2.0,Medium/ Medium,Normal,No,RCB,5.0,"Jul 1, 2016",0,2022,6'0,172lbs,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,56+2,58+2,58+2,58+2,56+2,66+2,68+2,68+2,68+2,66+2,68+2,72+2,72+2,72+2,68+2,47.0,36.0,68.0,63.0,54.0,52.0,45.0,30.0,58.0,61.0,64.0,67.0,66.0,75.0,65.0,50.0,83.0,63.0,72.0,34.0,69.0,77.0,45.0,47.0,44.0,66.0,73.0,76.0,74.0,10.0,10.0,6.0,16.0,15.0,€10.3M,Defender,26-30
M. Bakalorz,28,Germany,74,74,4600000.0,27000.0,1969,Right,1.0,4.0,2.0,Medium/ Medium,Normal,No,RDM,6.0,"Jul 1, 2016",0,2019,5'11,172lbs,66+2,66+2,66+2,63+2,66+2,66+2,66+2,63+2,66+2,66+2,66+2,64+2,69+2,69+2,69+2,64+2,69+2,73+2,73+2,73+2,69+2,70+2,74+2,74+2,74+2,70+2,44.0,56.0,65.0,71.0,60.0,65.0,42.0,52.0,68.0,67.0,65.0,64.0,66.0,72.0,71.0,85.0,81.0,84.0,76.0,75.0,86.0,73.0,61.0,65.0,64.0,68.0,78.0,75.0,74.0,15.0,15.0,7.0,12.0,15.0,€8.2M,Midfielder,26-30
D. Drexler,28,Germany,74,74,5500000.0,20000.0,1745,Right,1.0,3.0,3.0,High/ Medium,Lean,No,LCM,24.0,"Jul 21, 2018",0,2022,6'0,157lbs,64+2,64+2,64+2,72+2,70+2,70+2,70+2,72+2,72+2,72+2,72+2,72+2,67+2,67+2,67+2,72+2,56+2,53+2,53+2,53+2,56+2,52+2,44+2,44+2,44+2,52+2,64.0,62.0,49.0,76.0,59.0,77.0,66.0,52.0,64.0,76.0,80.0,78.0,85.0,69.0,78.0,54.0,59.0,78.0,50.0,56.0,46.0,19.0,64.0,77.0,58.0,76.0,56.0,28.0,22.0,7.0,9.0,7.0,6.0,14.0,€8.3M,Midfielder,26-30
S. Kittel,25,Germany,74,76,7000000.0,24000.0,1837,Right,1.0,5.0,4.0,Medium/ Medium,Lean,No,CAM,10.0,"Jul 3, 2016",0,2022,5'10,168lbs,68+2,68+2,68+2,73+2,72+2,72+2,72+2,73+2,73+2,73+2,73+2,73+2,68+2,68+2,68+2,73+2,56+2,54+2,54+2,54+2,56+2,52+2,43+2,43+2,43+2,52+2,72.0,71.0,50.0,75.0,64.0,78.0,75.0,72.0,70.0,77.0,76.0,70.0,82.0,72.0,81.0,68.0,72.0,71.0,52.0,68.0,39.0,37.0,69.0,69.0,60.0,61.0,41.0,24.0,20.0,11.0,14.0,7.0,16.0,14.0,€11.7M,Midfielder,22-25
G. Jung,23,Germany,73,80,4800000.0,10000.0,1701,Right,1.0,3.0,2.0,Medium/ Medium,Lean,No,CB,28.0,"Jul 1, 2014",0,2022,6'2,168lbs,53+2,53+2,53+2,55+2,54+2,54+2,54+2,55+2,57+2,57+2,57+2,57+2,62+2,62+2,62+2,57+2,66+2,70+2,70+2,70+2,66+2,67+2,72+2,72+2,72+2,67+2,49.0,40.0,71.0,68.0,39.0,59.0,38.0,50.0,68.0,67.0,63.0,59.0,62.0,68.0,56.0,49.0,53.0,63.0,76.0,39.0,70.0,75.0,29.0,57.0,54.0,63.0,74.0,76.0,73.0,7.0,15.0,12.0,11.0,11.0,€8.6M,Defender,22-25
T. Leibold,24,Germany,73,76,4200000.0,15000.0,1987,Left,1.0,2.0,3.0,High/ Medium,Normal,No,LB,23.0,"Jul 1, 2015",0,2021,5'9,159lbs,65+2,65+2,65+2,70+2,68+2,68+2,68+2,70+2,69+2,69+2,69+2,71+2,68+2,68+2,68+2,71+2,73+2,69+2,69+2,69+2,73+2,72+2,69+2,69+2,69+2,72+2,73.0,55.0,54.0,72.0,42.0,74.0,72.0,52.0,62.0,69.0,86.0,85.0,85.0,71.0,85.0,64.0,78.0,78.0,65.0,54.0,75.0,70.0,69.0,65.0,61.0,67.0,72.0,70.0,70.0,15.0,10.0,14.0,13.0,7.0,€7.8M,Defender,22-25
M. Russ,32,Germany,73,73,2300000.0,24000.0,1508,Right,2.0,2.0,2.0,Medium/ Medium,Normal,No,CB,23.0,"Jul 1, 2013",0,2020,6'3,203lbs,51+2,51+2,51+2,43+2,47+2,47+2,47+2,43+2,48+2,48+2,48+2,45+2,55+2,55+2,55+2,45+2,55+2,65+2,65+2,65+2,55+2,59+2,72+2,72+2,72+2,59+2,30.0,42.0,80.0,67.0,33.0,39.0,29.0,28.0,65.0,44.0,32.0,32.0,32.0,71.0,42.0,67.0,53.0,39.0,83.0,44.0,77.0,70.0,34.0,51.0,50.0,73.0,74.0,75.0,73.0,16.0,6.0,13.0,6.0,11.0,€3.9M,Defender,31-35
C. Löwe,29,Germany,73,73,3000000.0,34000.0,1970,Left,1.0,2.0,3.0,Medium/ Medium,Lean,Yes,LWB,15.0,"Jul 1, 2016",0,2019,5'9,150lbs,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,71+2,70+2,70+2,70+2,71+2,71+2,68+2,68+2,68+2,71+2,71.0,53.0,58.0,70.0,52.0,68.0,71.0,65.0,67.0,70.0,75.0,69.0,73.0,73.0,76.0,72.0,76.0,77.0,60.0,64.0,67.0,73.0,62.0,65.0,74.0,70.0,72.0,71.0,72.0,14.0,12.0,8.0,8.0,12.0,€5.7M,Defender,26-30
S. Skrzybski,25,Germany,73,74,4800000.0,25000.0,1859,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,LS,22.0,"Jul 1, 2018",0,2021,5'9,154lbs,70+2,70+2,70+2,72+2,72+2,72+2,72+2,72+2,70+2,70+2,70+2,71+2,64+2,64+2,64+2,71+2,56+2,51+2,51+2,51+2,56+2,52+2,45+2,45+2,45+2,52+2,67.0,73.0,58.0,69.0,68.0,75.0,71.0,59.0,55.0,72.0,85.0,84.0,83.0,70.0,82.0,73.0,79.0,78.0,55.0,72.0,58.0,35.0,69.0,64.0,68.0,63.0,32.0,28.0,21.0,11.0,15.0,10.0,9.0,11.0,€8.4M,Attacker,22-25
N. Gießelmann,26,Germany,73,74,3800000.0,21000.0,1943,Left,1.0,2.0,3.0,Medium/ Medium,Normal,No,LB,23.0,"Jul 1, 2017",0,2020,6'0,165lbs,63+2,63+2,63+2,65+2,63+2,63+2,63+2,65+2,64+2,64+2,64+2,67+2,65+2,65+2,65+2,67+2,71+2,69+2,69+2,69+2,71+2,71+2,70+2,70+2,70+2,71+2,73.0,45.0,66.0,68.0,59.0,64.0,66.0,70.0,65.0,71.0,77.0,77.0,68.0,69.0,68.0,68.0,82.0,79.0,74.0,57.0,72.0,66.0,58.0,58.0,55.0,69.0,69.0,72.0,73.0,10.0,13.0,10.0,14.0,7.0,€7.1M,Defender,26-30
S. Zoller,27,Germany,73,73,4300000.0,19000.0,1791,Right,1.0,3.0,3.0,Medium/ Low,Lean,No,ST,11.0,"Jul 1, 2014",0,2020,5'10,154lbs,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,70+2,70+2,70+2,70+2,62+2,62+2,62+2,70+2,53+2,49+2,49+2,49+2,53+2,50+2,43+2,43+2,43+2,50+2,68.0,75.0,63.0,70.0,74.0,71.0,69.0,55.0,54.0,73.0,78.0,78.0,73.0,71.0,73.0,72.0,64.0,67.0,62.0,63.0,52.0,20.0,75.0,64.0,66.0,66.0,37.0,23.0,23.0,9.0,16.0,10.0,10.0,13.0,€6.4M,Attacker,26-30
R. Yabo,26,Germany,73,74,4700000.0,28000.0,1968,Right,1.0,4.0,4.0,Medium/ High,Normal,No,RM,7.0,"Jul 1, 2015",0,2019,5'10,154lbs,67+2,67+2,67+2,70+2,70+2,70+2,70+2,70+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,69+2,70+2,70+2,70+2,69+2,68+2,65+2,65+2,65+2,68+2,54.0,59.0,55.0,75.0,70.0,75.0,42.0,53.0,74.0,76.0,82.0,79.0,81.0,71.0,81.0,61.0,73.0,90.0,74.0,57.0,64.0,65.0,66.0,72.0,61.0,74.0,64.0,63.0,60.0,15.0,16.0,15.0,16.0,9.0,€7.4M,Midfielder,26-30
O. Sorg,28,Germany,73,73,3200000.0,25000.0,1908,Right,2.0,4.0,2.0,Low/ Medium,Normal,No,RB,25.0,"Jul 1, 2015",0,2019,5'9,165lbs,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,65+2,66+2,66+2,66+2,65+2,72+2,71+2,71+2,71+2,72+2,72+2,71+2,71+2,71+2,72+2,68.0,40.0,58.0,72.0,61.0,68.0,59.0,50.0,62.0,72.0,75.0,69.0,77.0,70.0,79.0,79.0,63.0,74.0,64.0,65.0,76.0,73.0,49.0,60.0,51.0,68.0,76.0,75.0,74.0,11.0,10.0,7.0,8.0,13.0,€5.7M,Defender,26-30
R. Hennings,30,Germany,73,73,3900000.0,26000.0,1874,Left,1.0,3.0,3.0,High/ High,Stocky,Yes,LS,28.0,"Jul 7, 2017",0,2020,5'11,176lbs,71+2,71+2,71+2,67+2,69+2,69+2,69+2,67+2,66+2,66+2,66+2,67+2,63+2,63+2,63+2,67+2,56+2,55+2,55+2,55+2,56+2,54+2,52+2,52+2,52+2,54+2,61.0,73.0,67.0,64.0,68.0,66.0,68.0,66.0,56.0,69.0,66.0,69.0,63.0,73.0,68.0,82.0,74.0,85.0,78.0,73.0,78.0,36.0,72.0,59.0,70.0,69.0,38.0,35.0,34.0,15.0,10.0,12.0,12.0,14.0,€6.9M,Attacker,26-30
A. Maier,19,Germany,73,86,7500000.0,10000.0,1781,Right,1.0,3.0,3.0,High/ Medium,Normal,No,LDM,23.0,"Feb 4, 2017",0,2022,6'0,174lbs,62+2,62+2,62+2,69+2,68+2,68+2,68+2,69+2,71+2,71+2,71+2,70+2,72+2,72+2,72+2,70+2,67+2,68+2,68+2,68+2,67+2,64+2,60+2,60+2,60+2,64+2,63.0,53.0,32.0,78.0,39.0,73.0,49.0,44.0,72.0,76.0,67.0,71.0,75.0,73.0,74.0,64.0,50.0,78.0,68.0,62.0,49.0,57.0,66.0,74.0,38.0,73.0,76.0,66.0,45.0,14.0,10.0,10.0,8.0,7.0,€17.4M,Midfielder,16-21
C. Buchtmann,26,Germany,73,76,4900000.0,16000.0,1962,Left,1.0,4.0,3.0,Medium/ Medium,Normal,No,CM,10.0,"Aug 30, 2012",0,2022,5'9,159lbs,65+2,65+2,65+2,70+2,68+2,68+2,68+2,70+2,70+2,70+2,70+2,71+2,71+2,71+2,71+2,71+2,68+2,68+2,68+2,68+2,68+2,66+2,62+2,62+2,62+2,66+2,74.0,57.0,49.0,76.0,56.0,71.0,72.0,68.0,78.0,74.0,75.0,66.0,80.0,69.0,83.0,78.0,74.0,79.0,58.0,75.0,63.0,63.0,61.0,71.0,57.0,72.0,64.0,61.0,58.0,13.0,6.0,7.0,16.0,10.0,€8.2M,Midfielder,26-30
C. Clemens,26,Germany,73,73,4300000.0,17000.0,1912,Right,2.0,3.0,3.0,Medium/ Medium,Normal,No,RM,17.0,"Jan 1, 2017",0,2021,5'10,174lbs,70+2,70+2,70+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,68+2,68+2,68+2,72+2,61+2,60+2,60+2,60+2,61+2,59+2,56+2,56+2,56+2,59+2,68.0,66.0,68.0,73.0,61.0,70.0,75.0,69.0,67.0,73.0,83.0,79.0,70.0,73.0,72.0,73.0,68.0,74.0,68.0,71.0,58.0,39.0,71.0,73.0,55.0,69.0,58.0,45.0,37.0,16.0,6.0,12.0,15.0,6.0,€6.4M,Midfielder,26-30
M. Rensing,34,Germany,73,73,1600000.0,17000.0,1145,Right,2.0,3.0,1.0,Medium/ Medium,Normal,Yes,GK,1.0,"Jul 1, 2013",0,2019,6'3,205lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,12.0,14.0,33.0,11.0,16.0,11.0,12.0,33.0,19.0,40.0,42.0,47.0,70.0,45.0,22.0,71.0,31.0,72.0,13.0,36.0,17.0,10.0,38.0,18.0,59.0,18.0,12.0,12.0,74.0,73.0,67.0,70.0,75.0,€2.9M,Goalkeeper,31-35
N. Bungert,31,Germany,73,73,2700000.0,20000.0,1557,Right,2.0,1.0,2.0,Low/ Medium,Lean,No,CB,26.0,"Jul 1, 2008",0,2019,6'2,165lbs,51+2,51+2,51+2,47+2,48+2,48+2,48+2,47+2,49+2,49+2,49+2,48+2,54+2,54+2,54+2,48+2,60+2,65+2,65+2,65+2,60+2,63+2,72+2,72+2,72+2,63+2,42.0,35.0,76.0,68.0,36.0,44.0,30.0,48.0,60.0,55.0,42.0,45.0,53.0,74.0,57.0,59.0,68.0,32.0,68.0,33.0,60.0,75.0,35.0,37.0,42.0,73.0,78.0,77.0,74.0,10.0,8.0,12.0,16.0,8.0,€4.9M,Defender,31-35
K. Möhwald,24,Germany,73,77,5000000.0,19000.0,1923,Right,1.0,2.0,3.0,Medium/ Medium,Normal,No,CM,6.0,"Jul 1, 2018",0,2021,6'0,170lbs,68+2,68+2,68+2,71+2,70+2,70+2,70+2,71+2,71+2,71+2,71+2,72+2,71+2,71+2,71+2,72+2,64+2,64+2,64+2,64+2,64+2,61+2,57+2,57+2,57+2,61+2,82.0,56.0,54.0,74.0,75.0,74.0,80.0,68.0,76.0,71.0,64.0,65.0,72.0,75.0,70.0,85.0,53.0,79.0,66.0,82.0,53.0,49.0,69.0,73.0,46.0,73.0,67.0,56.0,31.0,15.0,13.0,12.0,10.0,8.0,€8.9M,Midfielder,22-25
R. Czichos,28,Germany,73,73,3200000.0,17000.0,1735,Left,1.0,3.0,2.0,High/ Medium,Normal,No,LCB,5.0,"Jul 1, 2018",0,2022,6'2,205lbs,57+2,57+2,57+2,56+2,56+2,56+2,56+2,56+2,55+2,55+2,55+2,57+2,58+2,58+2,58+2,57+2,67+2,67+2,67+2,67+2,67+2,68+2,71+2,71+2,71+2,68+2,55.0,42.0,67.0,65.0,33.0,57.0,52.0,57.0,53.0,65.0,64.0,68.0,61.0,65.0,62.0,64.0,73.0,72.0,80.0,51.0,71.0,72.0,43.0,40.0,36.0,68.0,72.0,76.0,70.0,8.0,7.0,14.0,11.0,9.0,€4.9M,Defender,26-30
C. Mathenia,26,Germany,73,76,3500000.0,15000.0,1139,Right,2.0,1.0,1.0,Medium/ Medium,Normal,No,GK,26.0,"Jul 1, 2018",0,2021,6'2,198lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,12.0,14.0,31.0,16.0,15.0,15.0,15.0,25.0,23.0,47.0,44.0,35.0,69.0,39.0,20.0,55.0,45.0,69.0,15.0,30.0,19.0,15.0,35.0,23.0,54.0,15.0,12.0,12.0,74.0,68.0,66.0,74.0,77.0,€6.5M,Goalkeeper,26-30
M. Knoll,27,Germany,73,73,3400000.0,14000.0,1994,Left,1.0,3.0,2.0,High/ Medium,Normal,No,LDM,5.0,"Jul 1, 2018",0,2022,6'0,179lbs,62+2,62+2,62+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,64+2,66+2,66+2,66+2,64+2,70+2,70+2,70+2,70+2,70+2,71+2,72+2,72+2,72+2,71+2,68.0,38.0,72.0,72.0,49.0,59.0,78.0,83.0,63.0,66.0,72.0,76.0,73.0,72.0,66.0,80.0,87.0,79.0,78.0,67.0,70.0,64.0,55.0,63.0,67.0,62.0,75.0,75.0,69.0,14.0,9.0,14.0,10.0,11.0,€5.4M,Midfielder,26-30
A. Hahn,27,Germany,73,73,4200000.0,20000.0,1962,Right,2.0,4.0,3.0,High/ High,Normal,Yes,RM,28.0,"Jul 1, 2018",0,2022,6'1,174lbs,74+2,74+2,74+2,71+2,72+2,72+2,72+2,71+2,70+2,70+2,70+2,71+2,68+2,68+2,68+2,71+2,65+2,63+2,63+2,63+2,65+2,64+2,62+2,62+2,62+2,64+2,78.0,76.0,74.0,72.0,74.0,64.0,54.0,52.0,57.0,66.0,69.0,76.0,62.0,77.0,61.0,81.0,82.0,88.0,81.0,76.0,79.0,50.0,78.0,69.0,50.0,64.0,45.0,56.0,48.0,14.0,14.0,13.0,15.0,11.0,€7.1M,Midfielder,26-30
M. Leitner,25,Germany,73,75,4800000.0,22000.0,1932,Right,2.0,4.0,3.0,Medium/ Medium,Lean,Yes,LDM,10.0,"Jun 26, 2018",0,2022,5'9,150lbs,64+2,64+2,64+2,71+2,70+2,70+2,70+2,71+2,72+2,72+2,72+2,71+2,72+2,72+2,72+2,71+2,67+2,67+2,67+2,67+2,67+2,64+2,58+2,58+2,58+2,64+2,72.0,59.0,38.0,76.0,71.0,73.0,77.0,69.0,73.0,77.0,74.0,67.0,82.0,69.0,79.0,70.0,63.0,72.0,48.0,75.0,63.0,64.0,67.0,74.0,48.0,67.0,55.0,65.0,50.0,15.0,12.0,14.0,7.0,14.0,€9.5M,Midfielder,22-25
A. Luthe,31,Germany,73,73,2400000.0,15000.0,1105,Right,1.0,3.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Jul 1, 2016",0,2020,6'5,187lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,12.0,15.0,24.0,12.0,12.0,15.0,12.0,19.0,14.0,38.0,50.0,39.0,63.0,34.0,23.0,61.0,36.0,74.0,16.0,22.0,21.0,12.0,49.0,21.0,23.0,16.0,14.0,12.0,77.0,68.0,61.0,73.0,76.0,€4.1M,Goalkeeper,31-35
A. Baumjohann,31,Germany,73,73,3500000.0,9000.0,1769,Right,2.0,4.0,3.0,Medium/ Low,Normal,No,CAM,10.0,"Aug 9, 2018",0,2019,5'10,165lbs,67+2,67+2,67+2,71+2,70+2,70+2,70+2,71+2,71+2,71+2,71+2,70+2,65+2,65+2,65+2,70+2,52+2,52+2,52+2,52+2,52+2,49+2,44+2,44+2,44+2,49+2,68.0,63.0,59.0,70.0,68.0,78.0,72.0,71.0,67.0,78.0,69.0,65.0,75.0,69.0,79.0,70.0,53.0,51.0,60.0,70.0,47.0,28.0,65.0,75.0,59.0,65.0,52.0,22.0,21.0,11.0,14.0,6.0,7.0,7.0,€4.4M,Midfielder,31-35
M. Heller,32,Germany,73,73,3100000.0,17000.0,1800,Right,2.0,2.0,3.0,High/ Medium,Lean,No,RM,20.0,"Jul 27, 2018",0,2020,5'9,154lbs,69+2,69+2,69+2,73+2,70+2,70+2,70+2,73+2,68+2,68+2,68+2,72+2,61+2,61+2,61+2,72+2,57+2,49+2,49+2,49+2,57+2,53+2,45+2,45+2,45+2,53+2,74.0,65.0,56.0,68.0,67.0,78.0,65.0,49.0,51.0,71.0,93.0,93.0,84.0,69.0,80.0,68.0,65.0,73.0,58.0,58.0,58.0,20.0,70.0,54.0,54.0,64.0,35.0,37.0,24.0,15.0,13.0,10.0,12.0,13.0,€5M,Midfielder,31-35
L. Waldschmidt,22,Germany,73,79,5500000.0,19000.0,1783,Left,1.0,3.0,3.0,Medium/ Medium,Lean,No,LS,11.0,"Jul 1, 2018",0,2022,5'11,165lbs,71+2,71+2,71+2,71+2,72+2,72+2,72+2,71+2,72+2,72+2,72+2,70+2,65+2,65+2,65+2,70+2,52+2,49+2,49+2,49+2,52+2,48+2,41+2,41+2,41+2,48+2,59.0,73.0,57.0,74.0,63.0,72.0,64.0,62.0,56.0,70.0,76.0,77.0,79.0,71.0,73.0,77.0,63.0,68.0,61.0,69.0,44.0,28.0,76.0,73.0,72.0,63.0,33.0,19.0,18.0,14.0,10.0,7.0,9.0,16.0,€11M,Attacker,22-25
K. Reichel,31,Germany,73,73,2600000.0,23000.0,1959,Left,1.0,3.0,3.0,High/ Medium,Normal,No,LB,14.0,"Jul 1, 2018",0,2020,6'1,183lbs,68+2,68+2,68+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,68+2,67+2,67+2,67+2,68+2,71+2,70+2,70+2,70+2,71+2,71+2,70+2,70+2,70+2,71+2,71.0,65.0,58.0,71.0,70.0,67.0,62.0,64.0,60.0,67.0,68.0,75.0,68.0,70.0,58.0,75.0,71.0,80.0,76.0,70.0,70.0,72.0,67.0,59.0,61.0,72.0,70.0,74.0,73.0,9.0,8.0,8.0,6.0,16.0,€4.2M,Defender,31-35
O. Kragl,28,Germany,73,73,4000000.0,4000.0,1914,Left,1.0,4.0,3.0,High/ Medium,Normal,No,LM,11.0,"Jul 1, 2018",0,2022,5'11,170lbs,70+2,70+2,70+2,71+2,71+2,71+2,71+2,71+2,70+2,70+2,70+2,71+2,68+2,68+2,68+2,71+2,64+2,63+2,63+2,63+2,64+2,62+2,58+2,58+2,58+2,62+2,68.0,63.0,51.0,70.0,64.0,76.0,66.0,79.0,67.0,73.0,77.0,84.0,62.0,73.0,57.0,86.0,32.0,79.0,79.0,80.0,78.0,54.0,68.0,60.0,61.0,75.0,50.0,53.0,42.0,16.0,7.0,13.0,14.0,12.0,€6.5M,Midfielder,26-30
J. Schieber,29,Germany,73,73,4000000.0,22000.0,1723,Left,2.0,2.0,3.0,High/ Medium,Stocky,Yes,ST,20.0,"Jul 1, 2018",0,2021,6'1,183lbs,71+2,71+2,71+2,65+2,67+2,67+2,67+2,65+2,63+2,63+2,63+2,63+2,57+2,57+2,57+2,63+2,47+2,47+2,47+2,47+2,47+2,45+2,47+2,47+2,47+2,45+2,60.0,73.0,75.0,66.0,70.0,64.0,58.0,58.0,49.0,69.0,52.0,68.0,52.0,71.0,51.0,83.0,80.0,52.0,81.0,69.0,77.0,21.0,73.0,50.0,72.0,68.0,29.0,26.0,19.0,8.0,12.0,16.0,12.0,7.0,€6.8M,Attacker,26-30
M. Frantz,31,Germany,73,73,3400000.0,20000.0,1965,Left,2.0,4.0,2.0,Medium/ High,Normal,No,LM,8.0,"Jul 1, 2014",0,2020,6'0,179lbs,66+2,66+2,66+2,68+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,70+2,71+2,71+2,71+2,70+2,71+2,71+2,71+2,71+2,71+2,69+2,67+2,67+2,67+2,69+2,74.0,59.0,51.0,74.0,58.0,71.0,69.0,62.0,70.0,69.0,63.0,65.0,66.0,76.0,74.0,73.0,62.0,84.0,76.0,68.0,81.0,72.0,66.0,72.0,57.0,73.0,59.0,69.0,68.0,15.0,12.0,7.0,15.0,8.0,€6.2M,Midfielder,31-35
T. Leistner,27,Germany,73,74,3800000.0,9000.0,1655,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,RCB,37.0,"Jul 1, 2018",0,2021,6'3,198lbs,53+2,53+2,53+2,52+2,53+2,53+2,53+2,52+2,53+2,53+2,53+2,55+2,57+2,57+2,57+2,55+2,65+2,67+2,67+2,67+2,65+2,66+2,71+2,71+2,71+2,66+2,49.0,30.0,68.0,60.0,30.0,52.0,50.0,24.0,57.0,62.0,64.0,67.0,45.0,66.0,54.0,54.0,69.0,72.0,85.0,37.0,82.0,72.0,45.0,49.0,39.0,73.0,68.0,74.0,71.0,15.0,10.0,7.0,15.0,13.0,€7.5M,Defender,26-30
S. Sam,30,Germany,72,72,2900000.0,14000.0,1886,Left,2.0,3.0,3.0,Medium/ Low,Lean,No,LM,13.0,"Aug 31, 2017",0,2019,5'9,150lbs,69+2,69+2,69+2,71+2,71+2,71+2,71+2,71+2,70+2,70+2,70+2,70+2,66+2,66+2,66+2,70+2,57+2,55+2,55+2,55+2,57+2,54+2,49+2,49+2,49+2,54+2,70.0,65.0,63.0,68.0,76.0,71.0,76.0,68.0,64.0,73.0,77.0,74.0,81.0,74.0,76.0,73.0,70.0,65.0,47.0,69.0,72.0,39.0,73.0,69.0,64.0,67.0,41.0,37.0,29.0,11.0,13.0,16.0,14.0,8.0,€4.7M,Midfielder,26-30
M. Lehmann,35,Germany,72,72,725000.0,10000.0,1904,Right,2.0,3.0,2.0,Medium/ High,Normal,No,CDM,33.0,"Jul 1, 2012",0,2019,5'10,165lbs,61+2,61+2,61+2,60+2,61+2,61+2,61+2,60+2,63+2,63+2,63+2,61+2,68+2,68+2,68+2,61+2,66+2,71+2,71+2,71+2,66+2,65+2,70+2,70+2,70+2,65+2,64.0,58.0,64.0,72.0,56.0,61.0,70.0,70.0,69.0,69.0,34.0,32.0,63.0,69.0,65.0,72.0,75.0,70.0,71.0,67.0,75.0,76.0,58.0,68.0,76.0,70.0,71.0,72.0,71.0,12.0,14.0,16.0,11.0,13.0,€1.1M,Midfielder,31-35
R. Bauer,23,Germany,72,76,3400000.0,15000.0,1870,Right,1.0,2.0,2.0,Medium/ Medium,Normal,No,RB,8.0,0,SV Werder Bremen,"Jun 30, 2019",6'0,168lbs,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,66+2,67+2,67+2,67+2,66+2,71+2,71+2,71+2,71+2,71+2,71+2,72+2,72+2,72+2,71+2,67.0,40.0,66.0,69.0,50.0,70.0,48.0,47.0,68.0,72.0,69.0,75.0,65.0,75.0,65.0,68.0,68.0,74.0,76.0,59.0,81.0,74.0,50.0,58.0,44.0,73.0,71.0,75.0,68.0,11.0,7.0,14.0,11.0,15.0,0,Defender,22-25
R. Strieder,25,Germany,72,75,3300000.0,12000.0,1781,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,CDM,6.0,"Jul 10, 2015",0,2021,5'9,150lbs,53+2,53+2,53+2,58+2,57+2,57+2,57+2,58+2,61+2,61+2,61+2,62+2,67+2,67+2,67+2,62+2,68+2,71+2,71+2,71+2,68+2,68+2,67+2,67+2,67+2,68+2,57.0,32.0,54.0,74.0,48.0,61.0,58.0,53.0,72.0,70.0,60.0,53.0,73.0,69.0,73.0,59.0,64.0,85.0,60.0,37.0,65.0,75.0,44.0,67.0,55.0,70.0,72.0,68.0,68.0,7.0,14.0,10.0,12.0,12.0,€5.2M,Midfielder,22-25
A. Walke,35,Germany,72,72,725000.0,12000.0,1167,Right,1.0,3.0,1.0,Medium/ Medium,Stocky,No,GK,33.0,"Jul 1, 2010",0,2019,6'2,194lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,8.0,24.0,18.0,19.0,19.0,12.0,14.0,19.0,14.0,38.0,33.0,41.0,71.0,42.0,27.0,70.0,38.0,70.0,14.0,42.0,22.0,9.0,46.0,31.0,30.0,21.0,13.0,22.0,73.0,69.0,73.0,67.0,75.0,€1.1M,Goalkeeper,31-35
